8033	13369	2359	15723	7024	2030	16430	10369	11946	6881	386	2476	17714	15371	1885	16570	17620	10163	2596	13170	7371	15530	4969	16998	3249	5324	8940	14603	7858	4923	11101	6231	5235	15358	6854	18297	5938	9325	13191	6369	4919	6703	6673	9308	19551	2116	388	19184	10226	1146	4951	4894	19211	7672	10566	12192	6232	1952	941	187	6406	16690	17040	14154	9576	7417	17864	9194	18445	15381	8161	19651	9233	18836	7441	13642	1135	17608	10565	6561	18961	2242	4726	1299	7125	16919	2936	15542	102	6638	1136	15675	973	471	1978	19610	15281	17305	18763	13755	14102	13210	5292	13101	2381	12364	7183	6248	19171	9247	12992	10960	8485	10415	7662	1991	15732	7055	12743	11401	4753	10414	4253	3768	1389	741	14458	17072	9354	13225	7698	5518	1457	6933	15909	14168	3784	451	14064	517	8823	10554	1321	6499	5516	18346	15765	2553	12840	9756	10856	2210	15246	9877	6057	3221	8252	10442	5718	18107	3340	12921	14072	13177	9377	18981	6710	5784	19143	13892	10462	15795	9496	4048	19780	10616	8129	15018	7072	3064	18799
12208	13338	8163	13034	17471	16222	5965	7711	16793	4481	5358	2581	11482	13681	10441	12384	19760	18365	4526	3293	16220	6641	15572	7006	18368	11333	19755	14815	19535	13207	19574	8918	14411	6900	10361	17586	18286	832	6862	16748	3128	3581	15450	14912	3989	16965	3193	20082	3068	17947	4925	12316	10842	538	3381	12439	4961	14513	18033	3055	2405	3904	14906	4307	20051	17794	13064	1359	5533	16841	10345	5922	14544	18377	9903	19782	6622	14808	9671	14624	12621	14187	19332	1972	11	19200	15636	19051	807	5953	5708	8486	14320	11466	2146	3357	14064	2823	3373	5621	14631	440	5135	9738	11980	2896	1089	14633	18100	17031	13669	378	3500	15163	7493	7437	14384	13658	13013	8788	670	800	17996	12001	19120	13498	19758	4611	19313	17671	11264	15401	12025	7550	20177	10829	6101	18951	10070	8360	9333	19318	3970	250	8776	2713	12475	3428	14226	4096	10462	1444	4741	6701	1926	14072	17951	4225	882	4587	1191	17390	6646	19842	11137	16624	13892	12565	19700	11726	17077	19517	10298	4262	182	15731	18343	15123	18308	3064	10002
15894	2479	5735	2939	18140	4666	7786	11534	2560	10393	19587	4105	14251	4238	10528	10451	6713	12790	5575	19693	10539	4032	7849	3857	514	19193	16819	19749	9629	2780	8770	10964	3684	8194	11986	577	2808	18962	18620	19687	5134	18657	5913	7311	18808	7027	3599	12887	15851	15415	2897	6347	2748	18341	7505	2915	17233	19093	13143	18113	4104	10444	19900	9605	3373	15262	7956	18316	16032	4753	9616	4266	2979	10581	9242	4208	5598	11837	2755	11179	13639	269	14488	6137	17260	19663	5346	12183	11699	16901	15384	9736	19240	13910	7343	4572	17896	928	16388	12944	5856	19653	3702	17648	11957	18988	17919	15205	2679	19055	19474	10020	6815	12421	20162	3729	11785	18096	1686	930	12969	2852	19714	4574	2123	3847	15493	17219	19128	10842	9	12933	12229	902	9520	15996	4341	6243	12227	2969	19640	14420	11758	19795	17165	1748	15844	10816	10856	17244	18290	16130	15123	8129	12471	10002	12565	13563	16104	12698	18088	1320	19517	17843	3340	19143	18938	17269	17280	3064	16624	12840	18625	9159	7728	11137	1168	7870	15108	2819	15026
10153	846	11367	6633	17147	14239	17657	9100	19897	5130	7283	4429	1931	7025	10614	18462	2924	17613	16229	7744	15076	12591	166	3881	11143	1418	1307	11329	2370	5508	7694	5636	12412	1159	2079	9432	12757	20072	11820	17713	15065	16486	15892	2088	5545	2701	19732	16501	6671	1485	5305	15217	11810	12705	9442	6431	14151	16205	2368	17290	8153	1690	8149	11603	5454	14650	9113	6732	16792	2061	17305	9593	13242	20171	15527	13371	10076	4024	7167	6844	13800	10859	15961	7256	4059	17227	9679	5584	9075	7845	18211	10919	1649	18709	4362	8994	15139	16118	4190	17082	1737	1459	18661	16102	9194	2369	18494	12014	9603	14055	4704	7183	8071	14156	18131	161	8141	7083	10053	5757	5393	16382	1633	5253	5243	17362	8613	14779	14818	17847	12512	14159	9716	11985	3895	675	16088	2611	8098	5989	5425	19767	24	2680	6300	539	9814	13905	5785	18455	18308	12648	19378	19780	7250	10080	4662	15701	10578	6057	3340	2961	15491	19700	6616	15773	1731	3871	9378	11901	13177	11011	5204	18544	15022	10442	15026	10488	6537	11728	12168
12307	11086	1936	10679	11966	9482	3396	14474	15382	5666	10383	2939	18646	14380	7290	6906	484	11538	13802	11471	12740	20092	20096	19484	11233	733	1318	5939	2695	4353	2181	10677	12173	20029	11424	2046	7010	9943	18320	8897	10738	13518	9965	1586	18238	18683	6948	15544	6845	11287	265	10012	7305	16773	15511	6124	392	952	14107	11601	5157	5551	8511	13382	17041	7221	6000	3693	13218	12170	7622	17126	14520	10504	14592	1417	18841	11055	8942	1316	9422	17148	12237	3134	12847	10351	15405	11913	12283	8460	13214	8730	6641	6037	8508	10432	15644	12804	16810	1022	14555	12469	481	7460	12935	5123	13441	12512	5737	15709	14967	8965	11603	1406	18884	3587	1019	16198	12496	10981	15109	11644	4588	6872	12417	1292	3228	12136	16020	7682	17749	6902	12223	11072	1011	2253	9989	8714	12959	9204	1581	15872	758	9276	5701	6723	18995	16991	1336	10672	1744	3064	3340	17142	7529	8792	13818	13892	10442	15784	6701	2996	616	4225	17293	15123	17709	9378	12698	17120	182	7340	10488	10080	5847	14226	4048	19763	13862	15022	18343
15532	12208	8705	14201	15783	6726	8507	15081	16076	15172	8580	5703	3644	19657	973	17814	15327	7934	5686	7945	6923	5260	3035	5164	13225	16491	7388	15384	18824	2960	7157	8607	11845	15328	18935	6053	9922	7836	5041	14698	684	11119	14516	13063	924	18355	10385	14319	6910	11850	14668	904	5709	9006	12420	1396	12417	16814	11623	20111	12401	5917	10937	14400	178	7168	9459	3299	5274	19563	8520	1737	16247	17119	17909	15087	14589	13521	128	6697	5699	10980	2327	12538	14003	15269	4833	3329	15146	7492	1891	5830	18605	8398	20045	993	14941	18505	12961	481	14008	9158	11203	15875	20109	13852	1452	8454	14323	11160	16346	8573	9932	4495	16401	8191	19137	15985	8296	7478	3657	9071	587	8278	14288	6810	14284	14232	12935	11822	8578	14727	9912	4680	16567	4880	10395	5475	16245	19859	3146	17398	13306	996	2367	14847	9112	12558	5718	1336	10488	17244	17077	17280	10465	19842	14360	11011	12078	1926	2842	15701	18460	8583	7250	5486	17843	8706	17293	6537	10898	8129	19991	182	11560	7529	12840	12598	19435	18938	16289
17669	8492	14453	6569	2071	11793	10530	14188	5247	6797	5874	5980	18951	6615	17442	18179	15774	8501	1789	9624	400	14488	13943	11097	5356	17768	17818	18202	200	3636	19525	158	1672	11032	8752	18764	15181	10916	14129	8304	8879	13534	9662	17781	19784	15597	3744	15009	16425	135	3160	4550	18292	311	1457	15173	6924	9656	13980	8520	18557	7612	9999	4711	19585	6921	11488	2702	15510	9677	13734	95	19138	8554	6765	2714	2153	13123	16715	3361	13332	18175	15352	594	18682	2527	282	1579	12955	10828	610	12420	8958	3047	6456	14662	5843	17564	17079	11008	16245	1991	7478	4621	19935	18329	16052	16299	7722	2038	12512	2023	3336	9458	10237	11915	8494	16408	8897	17100	12916	10108	4522	2644	16881	19074	13452	8044	595	12267	1436	13254	2957	10549	759	12849	8091	3487	1616	14049	20060	15392	5520	11923	175	4135	9547	7110	18308	18069	17142	18107	2555	7250	1731	17888	18799	3720	19435	17280	19517	12598	12821	4700	11265	15784	18997	2809	15731	2842	13818	17007	182	6616	3064	10672	5847	8583	17269	9378	5784
18905	12709	13257	15883	5780	7224	17574	14106	12966	1257	3520	14943	4717	15231	10011	18988	9442	4532	14516	12626	5500	9592	734	7428	13264	8017	9458	13957	18481	3859	14033	4793	3501	13099	1857	12957	6760	6869	2527	19232	12733	15379	13417	666	4907	1907	15787	2457	7608	2426	15604	6875	1046	8045	4982	3191	6750	10711	7022	6856	14531	17653	4108	2920	883	427	11545	4868	12580	6903	19863	15758	5773	16349	17555	13424	19529	5492	17378	10563	4707	15305	19795	16975	13322	15932	10326	12324	6312	17055	11400	1831	4390	1559	302	10086	14721	3904	5921	10533	9597	18680	4953	19022	18753	11850	1921	4578	12575	125	11796	8869	19855	8512	175	15609	7634	19775	10503	6467	14953	7809	7226	4255	15752	5131	5090	642	15636	4824	11573	9152	11123	14626	13882	10842	8864	18836	3626	13	969	6172	5648	18628	1264	10532	14536	5087	3687	18069	11521	10298	2210	7407	1129	10856	18088	15809	8792	616	19700	15018	12471	4662	16624	17120	18343	7728	9496	18308	5847	9377	17709	16289	6701	16964	1444	19517	19435	11011	10080
7562	12564	12046	17993	5874	16064	3807	12987	7279	13801	4730	19046	1496	12758	7776	1640	534	12052	11933	12775	14434	17194	4328	3989	9072	18437	9963	8832	8075	9682	9442	6990	10156	18031	11766	8838	2867	8266	5267	2984	7851	17989	14154	8500	17119	528	11113	3724	10730	13396	10430	6149	10320	17478	14816	4655	14221	6624	5135	1543	16712	9402	3181	725	18467	17441	15644	19085	5749	923	10112	8476	3258	19066	6782	12251	239	7448	1454	17711	7963	14552	4001	114	20015	12309	10084	14186	7975	1087	17115	7597	18807	10921	15647	211	4838	6667	1800	11827	1411	11775	5798	235	12755	12634	11594	13541	15807	4353	819	17319	5629	11223	6652	18896	9164	5436	5990	322	3579	2614	4263	4406	4614	19531	7375	9730	2787	1994	11439	5810	8882	5837	12686	4822	12187	2998	16762	16815	684	16086	7730	4059	18246	5521	13375	6203	9159	11901	19991	2618	13092	19644	15731	17142	12471	15701	16624	18544	18069	18308	4741	11265	4662	1191	13177	12521	7340	1129	616	7870	13862	7728	5847	17888	9378	8792	9255	7072	8252
8306	13130	847	6151	5321	11120	13086	1594	10379	15545	12778	14570	5840	19427	664	9943	7284	18317	7659	11130	5636	17783	12629	3951	1000	10122	19688	16449	8976	8086	1781	10280	19596	6126	14925	17004	7976	19743	8519	9169	20120	9273	12144	19567	6708	5767	4329	18614	11449	6473	18814	13774	5094	4763	1085	11468	17078	16478	18396	1163	12913	11085	14216	4774	18908	4747	11809	4680	10631	8211	12056	1404	14644	16416	17393	2894	2068	15349	19163	8281	13245	8362	8919	5940	16264	4023	13064	1433	1522	13807	7328	8989	16747	6796	3657	17546	9405	11448	122	13544	412	16012	20007	3882	4914	10692	1616	11337	1352	4961	6108	14421	2207	10874	13481	14581	6622	2132	5131	1591	6337	16837	4558	16466	19393	16933	13207	3254	14339	963	6339	9204	11623	6082	12352	10459	17375	8766	5240	6007	17780	8389	12421	16881	8729	15647	14862	14525	7529	3202	15701	9756	3074	7072	13862	11901	3340	8129	17007	8855	1680	6701	14226	18343	16289	12598	11137	19195	7245	17888	15731	9378	3064	17280	13177	12521	1926	16964	11726	4741	15491
19157	7324	15190	11461	14606	13859	18912	852	4565	1388	13763	2886	4427	1352	6652	15131	18093	3078	5182	3045	6186	6323	10663	13906	10697	16957	19185	1299	2799	3290	12697	7472	128	7623	7192	15475	9314	12721	284	2387	6775	5583	17182	10497	6854	13769	308	14191	10084	16386	15338	15961	8641	5394	13902	8940	6185	10108	19006	6224	5375	2196	694	2794	3819	2520	18483	17212	15791	13386	10085	17484	14866	5323	14811	1749	12615	7837	10008	3471	18803	3618	14357	15958	19915	8736	6130	4091	11353	9950	13016	7218	4592	17227	15945	1485	14542	4535	4108	13387	19805	3760	13982	7393	17906	15347	4147	10273	2150	14985	5325	19797	8038	14159	12363	17432	19078	10432	11472	14681	3901	19376	1996	9031	4082	10017	18531	5902	4399	18934	2570	14225	8278	14986	6933	12672	6011	9608	10427	20137	13738	16115	10464	4049	5764	14459	4292	13294	15108	7245	1336	2618	15795	7728	3202	18799	11587	6701	4741	1444	15766	17269	17280	4891	5486	11521	882	7529	10856	18092	7072	2996	16964	1168	11350	1744	18308	4134	12471	10462	1926
1715	15306	6492	2170	13919	18342	5203	12724	18623	14089	2503	4761	17024	13010	8048	3853	1194	7572	3962	6235	3690	3057	1894	11985	13879	1321	756	11180	14941	14635	8850	8665	12776	19870	7670	425	9644	10606	10728	14673	4075	3365	12991	7345	9659	17064	10557	17845	7832	12048	19028	13485	3146	4561	13910	3803	3859	18766	18273	527	10269	11833	17654	4272	14056	9079	14622	1362	7756	2298	18503	16868	4901	725	3279	15192	14549	12108	4039	18377	16716	15955	11584	2536	2951	8240	2610	4564	11444	4269	703	4678	15705	18615	6674	11181	14120	17521	13973	9158	11754	4509	10753	4396	9495	18091	8343	14057	19920	5462	3283	8923	20089	1780	11608	3652	6713	8454	12657	10049	15370	15642	13163	12339	7717	4755	11929	2836	12697	15271	14401	17138	9480	6104	911	11360	18622	19415	14334	15444	1059	7583	15089	12010	18379	14166	7037	12366	17142	12698	18069	4662	17557	14226	16104	18799	15108	3687	2819	15246	4134	17387	9496	1336	10462	8252	18107	975	182	14360	1444	2555	5205	12471	17843	2210	9255	16986	13892	10298	17077
18566	2389	7523	6635	16921	14990	825	16155	5318	12966	2623	9140	14067	5091	18796	5695	16295	11925	1350	7978	1383	15725	18064	894	15084	10685	18968	11892	1081	4493	618	16488	4154	249	9514	15976	5178	17583	5623	2313	19597	4280	66	5877	4161	13287	11155	12775	18238	140	711	3782	10092	9051	974	12008	15756	6375	18404	1250	3168	809	2699	2353	6165	6777	6155	14168	19613	266	18481	9904	10417	7367	18974	16965	14820	6404	6661	17303	13540	9902	8398	7478	7571	16170	18959	7182	15008	14162	18266	2833	14758	17918	13260	7908	15137	16882	5772	9269	3620	13484	13803	11636	17377	11827	5319	633	6780	20162	10523	17102	5445	14251	15635	1727	14670	14699	6755	899	4259	7151	19917	7386	12461	4231	12223	12708	15822	10230	7901	6468	11611	16367	9336	14149	6326	19066	17889	3130	5295	2722	16687	14738	3468	2777	16432	17798	15795	15026	4262	15773	6701	17077	18308	7340	9377	4134	4596	4096	14360	19644	3064	7407	3871	14226	11350	17269	17557	18938	11521	6710	4741	17843	1444	15491	17390	15731	19763	13862	3221
14760	11086	17773	11510	4494	9898	7409	12799	19002	570	8216	10965	6214	15631	8621	16173	14182	16570	14363	3603	3634	3211	7182	14154	13400	12758	1753	5969	7142	10928	9575	3791	8077	11353	16545	17821	8651	20146	19563	18320	203	14802	8415	15656	12923	16790	17205	5869	14635	4970	14211	20175	13816	10784	19941	7588	13049	2241	15622	15517	15571	17671	4124	1432	18433	17560	8615	18299	4773	15449	14877	18563	9444	18533	15117	872	19359	12101	15134	10233	1322	3855	19466	9383	20105	394	11741	3059	3910	16572	1684	5390	15262	17221	11972	17415	12129	12181	9119	13147	12643	13358	13213	14927	16869	15832	15238	9017	3193	18216	9928	19141	19063	13328	12609	16583	12435	11181	18781	9364	2695	13802	4282	6140	14772	10976	1788	11624	16027	969	14054	19825	13398	19047	9163	13309	18189	2894	2306	8101	2850	17239	16275	2750	4945	6563	4334	366	9756	18997	10080	15491	18092	10578	17843	16130	5847	17387	12821	17390	18455	1744	2618	13892	7529	17557	10465	15701	15123	2210	13573	5205	11265	12921	6646	2638	19763	10488	12648	11901	7728
19052	3408	19661	15868	19966	1715	12228	6418	18020	874	3952	11667	14082	4334	17304	9594	8249	6671	5535	13002	8137	17078	787	18858	10291	2794	14591	18807	5812	10798	9151	1750	13953	8481	3374	17223	16358	1467	10443	11899	14778	4568	7480	7979	17437	13649	18702	17732	19142	9602	16647	14999	10451	15929	1606	2515	16239	239	17043	14324	9242	7851	9534	2549	10273	1687	2254	13137	12008	7753	258	6430	13675	13319	11277	7756	11952	16590	452	18238	8026	18368	5436	3608	7	930	2366	11115	445	5367	1831	15205	6190	19964	13903	4126	5253	12544	4690	11158	5595	20018	19461	18185	6693	7444	19407	17428	7064	19115	1957	15493	16776	2737	18727	3566	10052	17241	13662	15537	8388	6744	6882	8403	12887	16169	14922	841	2836	15616	7926	16249	19758	14730	19676	1961	19600	16731	2408	14067	9386	16461	9667	912	17735	2255	19271	5286	11560	3340	4262	7250	7072	4617	19517	4134	14226	12471	8855	1444	19195	7529	17244	1168	1191	19763	18460	6616	11726	4596	15026	10389	13563	18092	15018	12078	18938	10465	8100	1320	8252
9339	9622	5002	14105	4909	12553	7477	6628	16139	12039	4169	11461	16679	4016	16957	4074	17290	4388	17241	5686	6854	12478	19593	4649	12318	5347	1398	10208	7808	5363	17219	12250	5162	10610	3410	8465	3017	939	4527	5764	12469	14635	10600	9253	3217	18087	6723	10956	13145	16889	2647	12054	8116	8858	10243	3814	11633	9221	16447	11625	19359	15705	6743	9904	10924	3636	12579	17456	8682	2675	16817	3557	857	14590	6373	10753	5105	3951	2361	9197	16159	14139	12321	19047	2436	7570	9822	6511	17473	3907	10881	14483	11466	12227	14614	13505	18492	8932	4819	12112	6935	7022	13675	16471	8998	2659	8883	9319	16766	15712	11923	3817	15876	13030	3022	16554	6645	12516	6456	7277	11546	15495	17674	920	19771	4517	20089	12735	16359	16095	8087	18528	3487	17732	3304	10365	19732	8232	10591	10764	2580	2702	10033	144	1660	6249	8511	10534	15795	17390	18625	17843	11560	12821	12840	6710	6701	7870	4741	15123	10465	16964	17293	17269	3340	9255	13177	17557	2996	16289	3074	1168	15731	2618	2555	11901	15246	1731	1129	10002	10080
