9733	12147	14931	20163	17515	18648	9518	19394	13839	3717	6977	8112	9238	18276	8999	8613	18904	18507	14312	1202	18953	17599	2998	19391	15120	4621	18538	16835	811	16090	16232	13616	12328	9833	6161	5884	2652	13359	5116	19665	5767	6165	3381	3169	17791	1427	2651	15655	19806	1452	12351	6180	19994	18515	12699	18033	4650	1901	10159	12181	894	10625	16067	9730	8682	9664	1147	9329	3461	10826	19889	12520	1350	19494	19568	682	13858	13178	11049	4946	17259	14791	17290	3967	17411	695	14114	6251	19902	4296	17127	5798	16016	6994	8796	17120	19991	5785	14360	15018	18107	7340	10898	18544	11521	18938	10616	3720	7407	1129	10856	1926	16986	9159	11901	4617	4048	8583
1483	10481	5874	2188	12115	4310	3355	12847	15547	10994	11684	16166	1616	12488	10085	16305	4785	14611	2979	14878	10013	18934	4987	16199	2733	9017	11310	13155	13649	2040	8302	16642	13648	15392	3781	40	16383	5676	12662	8721	16410	10891	13837	16833	17935	13024	15577	6811	16868	6980	5363	14114	18272	11800	18017	1606	7916	9494	12797	10937	180	9309	12148	3857	18914	4421	5669	15633	10934	10077	4209	1316	8114	5133	9966	14960	1085	1887	4411	8598	13566	8912	14130	18947	8631	7111	8662	11617	5913	4401	7125	6477	1586	9586	17174	6616	4048	16964	7250	5486	18460	3687	8129	7245	17120	11521	12821	15701	7728	17888	17007	7870	19517	1336	3871	12648	2210	19435
12832	6218	15532	7578	2792	18279	5764	11269	4421	10087	1949	6964	9655	8326	6980	14130	7631	2073	3384	12224	14118	11662	15981	19160	14488	17019	11300	10695	7379	2500	18682	18255	3439	277	4292	8404	10042	18177	9374	12352	5554	13009	14156	9632	14449	9839	14120	2316	14611	10770	14852	12051	3207	9862	17861	10121	18764	5990	19716	14176	12665	11385	7284	674	10122	7935	11245	20058	1524	19263	11398	3144	13721	18416	18407	16201	13890	973	6304	6064	6489	15691	2586	469	3830	17856	1644	5988	7573	18041	17199	5708	8079	11807	12999	5486	15491	2555	2842	17557	1744	14360	4617	10462	1926	16964	18088	9378	18092	7340	18308	13177	12078	13818	13892	13573	8706	10298
13469	17619	11169	847	14438	11478	18012	16781	19677	3827	2852	11376	13792	4694	10156	14206	7778	15387	8356	11686	3140	16107	1074	10296	1831	14784	10685	6756	14748	11223	13507	406	19885	968	928	5409	3007	17493	20206	311	9748	3291	9986	13061	4916	18154	8554	14435	1707	11340	12897	13553	9899	19153	19238	9902	19326	9109	186	12400	8282	15119	2684	466	15928	10426	18896	11600	14749	10482	5880	9166	9644	16933	327	8142	10221	2193	601	17022	12883	11851	7268	1161	2682	10324	14050	5350	2287	12265	5838	14966	75	17840	2541	7529	7072	18981	16624	13818	6616	17888	1744	1926	10080	15784	1320	16964	18107	18455	10856	12840	18544	17142	4700	11521	7728	8129
1176	12335	1998	7092	11461	2944	19796	8023	3679	1331	3750	12411	19921	13824	15752	2106	9299	11906	8995	4842	17674	8141	6234	7253	10992	18647	12929	9472	14991	17225	19168	9644	18444	19839	15249	10087	7012	608	19838	4796	10810	5538	4421	10986	10285	3648	17397	10707	15243	2165	10567	9450	10049	13539	16782	1099	7670	13922	3645	15171	18683	17480	17836	15231	6099	18031	13689	19744	2672	6544	17959	6520	10201	4933	19541	18438	18774	1287	7753	10635	10497	13492	4942	17920	1749	6787	15212	7130	2571	7355	13238	4154	14501	9899	200	7245	9377	8100	18938	16624	11728	5204	12821	15018	2996	15108	5205	17280	5784	4048	10672	8583	1744	4617	18308	19378	13892	18544
1483	15240	18697	1943	13493	12604	13896	423	8716	6760	17312	13680	3420	19720	11017	7236	17139	17542	5341	798	2124	11628	4348	3468	13898	18524	11193	7916	14933	184	5162	18249	7102	2014	19677	17714	2093	16819	223	18440	14779	9298	4442	18615	7716	20096	1010	3362	5825	12634	12438	6550	18	18477	16199	13047	2368	3983	887	11907	5487	8279	3174	1606	11145	20099	14795	3637	16889	10883	14326	17326	8365	2667	5292	751	18683	9397	5164	11051	2355	15957	19880	13405	19335	11786	10469	2808	558	3813	9070	3568	224	9865	17073	1320	18799	5847	4700	13177	2819	12648	2618	19378	5205	13573	13092	9378	11137	11901	2210	19991	16624	7340	6616	8252	16964	18343
951	10213	8787	5630	16334	16994	11512	2077	18591	19664	12180	6759	10585	6983	3023	2857	16012	14581	5309	12694	15206	17018	1888	12014	9815	15384	6952	19411	14713	15620	8678	6904	13471	7417	8331	14612	12276	2223	5677	16327	4932	5518	14231	18961	9681	13734	14905	7307	18406	927	17466	19586	204	939	3895	13	15822	5394	12977	475	0	14048	10237	4644	18971	1843	8942	10764	14090	9412	19221	3196	9207	16716	6200	9075	6559	13455	12801	10946	18986	958	3533	15604	5907	11575	5208	18575	4343	14046	13679	7304	836	13631	17689	7340	18981	6057	18308	2555	15701	9378	18544	5847	2996	7250	15491	19435	18799	3687	942	6616	5784	17120	5205	1336	19195	12078
15998	1602	20030	18203	13740	18651	9562	5323	1771	16552	370	1949	15071	19507	9805	19091	6410	17922	2255	4102	15035	16027	5909	13122	10625	16946	13647	15771	11138	10645	358	13702	664	6246	8480	12609	6359	3001	10169	6624	6272	1896	18584	17227	9112	11896	6064	9479	2674	14092	10511	5749	12915	8172	11117	10803	2575	10753	14688	12181	1498	6008	3216	10674	17308	19241	5704	4966	1726	1571	9064	13202	18581	5105	2829	17101	4272	13807	19290	6461	1695	7197	7511	9306	12199	323	13213	13454	7309	17923	3902	9031	2833	5976	12076	4617	13892	5847	6710	15795	7245	13177	1320	1926	13092	2555	16130	7072	15018	6537	12821	17007	11901	17888	11587	6057	18799	18308
15464	10571	9004	5282	14576	7229	20014	20193	1164	7736	4452	5492	19407	18134	2193	19453	16067	10438	17996	6037	1712	17345	6981	10663	4191	11376	14953	10832	5840	8892	19088	2727	7794	18600	7762	8480	15523	12827	8835	4017	14770	5891	2369	12776	10598	15326	12026	5750	13532	2286	15320	2964	1405	15984	18444	5704	11853	249	3418	12421	6496	7359	2724	639	9837	60	14546	19717	18366	15735	15829	15154	6940	4095	5964	15384	5859	11346	15802	3626	13010	15324	5569	1615	11089	7921	16162	18321	17847	5668	7408	5617	14773	1672	2989	3687	10389	5477	13563	1129	18938	2819	7245	13892	19435	6057	10898	12698	7407	15795	18544	11726	13092	10080	8129	16964	16624	11137
15157	2463	14915	833	1257	1174	17445	19761	12666	17947	19699	7499	6586	54	18628	17529	3943	16080	5461	4718	8501	19741	9096	1802	11662	19476	137	3802	5039	16758	14701	13235	13504	14964	8408	8172	17227	14818	11094	20142	733	6977	6087	1488	1958	7447	14581	13883	5845	14023	12990	6741	16645	10154	14512	10028	14834	901	5284	3910	787	13647	12076	9500	9796	5912	16335	10872	12301	17385	7218	4752	8821	10994	11144	273	20149	17549	9562	18535	17759	15082	3291	3744	14516	11744	4568	4739	3933	15131	297	5434	7741	4787	13206	10898	4617	18088	5847	13818	3871	5785	12698	3202	13563	8129	16624	18460	6616	12840	11901	2819	17120	19517	7340	9159	9255	11521
8670	14014	14409	16000	288	10617	7094	4743	3220	414	13366	2061	11130	13925	19357	2383	16364	11010	440	11907	5081	14770	5159	3361	17671	9369	3247	370	19929	5432	20185	3801	13507	15826	9223	2892	8316	3533	6365	6794	14265	13386	540	19877	17506	8835	6980	7489	19614	6765	13161	17634	2549	100	553	1141	12667	17491	17099	18507	6403	14642	8305	6586	10426	16835	2212	3642	4792	4808	10653	10167	9865	7528	7628	6514	5201	5166	8791	13385	13518	890	11204	655	1497	10517	15348	810	15485	16367	3113	13051	11097	10460	15121	14360	11901	10616	18938	16624	18455	10898	16986	5847	18107	10442	6616	17007	1320	15773	1336	13818	15784	5477	19195	9255	11587	7728
11176	17405	12813	6619	18965	955	15168	16891	1868	17074	2686	16699	16782	15353	9453	12180	17827	7908	17251	14637	4452	3832	8331	15986	4107	11094	19775	13855	17634	19487	8159	13669	13769	17986	17431	2516	9266	10552	5782	1255	6637	11750	19617	16026	19998	15977	9618	2434	18624	8263	1227	8062	18699	1290	9362	4945	9659	473	9767	7876	6300	2092	3713	4060	8727	2661	3495	7864	1643	2346	13405	11439	9521	6353	2827	19882	7499	15797	3168	7312	9310	16827	3087	10921	15203	11197	19221	1509	16687	6201	9163	10280	19335	17093	12629	12521	9255	10856	15491	15795	10298	16624	12565	15784	17007	12698	14360	7529	8252	5486	18460	5784	12168	15018	12078	17888	2618	2555
2303	14239	14447	19584	2479	5911	10687	4359	12998	1803	16108	2445	19278	10797	18743	6983	1000	17858	15102	18381	17127	4493	11576	11880	15202	4307	12621	2580	17345	16393	9856	2873	1039	3420	15829	16406	716	341	14504	4533	3847	11969	1288	15835	8578	3838	15767	2088	9177	4635	10840	18879	13915	15093	5952	7323	19208	4961	13066	16651	8141	19689	1756	10785	18503	5117	7266	4527	13465	17404	652	9536	15392	14573	18589	6234	9686	11608	17217	1562	8282	18178	4217	15522	13111	13982	4810	3137	6089	13769	2268	4151	4816	17609	4709	5785	10389	3202	18092	11587	7072	8706	2210	17120	3687	18308	13573	7870	11728	8252	12840	18544	19842	12565	2819	18799	19991	7340
4308	3282	18843	18252	14188	12033	311	10427	4836	9338	19514	15098	15852	12232	17911	13678	1787	9069	6186	18407	19782	19808	11189	4521	1650	12246	10231	6285	17342	6004	1912	19919	3051	6077	7722	17224	4829	2881	8068	3947	476	9134	4334	10426	4011	18082	26	14549	18736	10598	17674	10317	16079	11990	13025	4021	9459	9038	2259	13821	7196	4645	477	1143	12729	16080	12641	17094	1506	19132	18709	12186	6131	2334	8795	16732	997	1437	12004	3412	5772	15410	6065	3128	7913	17622	18833	2744	3348	19686	12742	17099	16841	12697	19671	4617	5477	11728	11901	10442	9377	8100	15018	10898	18460	15731	13092	18938	13818	12168	16964	10672	7340	18343	11521	18455	16624	5486
13872	2307	9170	18099	15799	12539	1578	497	19839	15897	10084	13906	18443	7574	19029	14653	5159	9282	894	7864	16602	12181	20069	8407	996	2594	17189	9456	5613	1155	10263	8215	1164	13857	8530	1355	16564	9777	6598	2502	3485	4778	6936	19836	403	15752	1876	3868	13948	2072	7522	13125	7415	834	7581	1449	2086	4729	2393	5926	10293	13644	11853	1142	19581	18934	4306	514	1810	9551	1663	18132	10413	10070	19389	1052	8396	10353	18384	19589	16075	17305	19544	7532	15803	4848	11932	20100	8110	1839	18486	15408	16290	18121	19093	12648	12078	10442	17293	12565	13563	2555	16624	18997	10462	18981	12821	3687	5784	17142	19435	16130	7870	17007	14360	18107	7529	18343
16353	231	18252	9490	17669	9148	2651	12341	1734	13068	16903	4725	13210	15846	10671	15154	9602	19558	10911	2562	17607	15506	14235	6200	15487	7528	20021	11678	7501	15815	10004	13507	13238	9709	12139	7881	5544	10400	18859	11020	16782	6972	6262	15712	15608	1362	18776	14529	12375	19263	12058	13332	14496	17276	10615	2005	5390	19047	111	12646	3388	18365	4261	2608	968	19740	19880	18698	19022	14874	7193	11012	13935	9450	16127	406	1417	15349	5681	10649	15305	2905	8218	19513	5214	17241	15158	15722	5125	17784	17281	13319	10637	18691	18995	6616	17293	10672	17557	8100	8583	12168	9378	10442	12821	3720	8252	5205	12921	7728	5486	10898	4700	2618	19842	3202	7245	15701
13934	567	8235	3551	18145	5674	10326	1730	17441	191	6165	10453	9925	13663	7381	17078	1115	20144	9442	12747	13011	16866	19774	2752	1996	7616	15774	1787	19804	17129	4455	11574	8572	14911	16496	18331	3237	10441	19844	4359	8442	10828	5963	8146	12559	11370	4482	11405	2763	1161	19640	10540	6278	3933	8132	7924	5369	6428	3905	2632	4050	5868	13103	9630	4906	19453	12123	17923	17315	16221	12968	2270	19743	3437	14043	16587	57	993	16725	18615	11338	3421	5337	20017	8345	14508	8541	4306	14483	17748	14646	6755	8577	4188	10549	3871	12521	8100	5205	7072	1129	12648	2618	15108	16986	15701	1336	10672	18799	5784	11521	18460	18343	7529	15731	8706	17557	3202
17013	4666	13954	16809	2258	4638	8440	16095	12008	13000	704	4023	11929	16322	16077	9405	19221	17558	16501	8134	3777	14639	12311	19387	3373	6896	1891	14427	4815	2153	17694	4280	18409	5390	18913	19801	10832	10582	6266	5963	63	11467	12718	6990	13709	3591	4485	8179	8403	15373	6131	4818	1135	610	3198	6350	14137	17572	4844	8109	1146	14877	7531	13427	7094	13104	974	7844	14276	9418	18919	6304	3717	3486	9001	7447	7046	3943	2322	10589	2050	12047	9853	6061	3203	589	3250	1317	14302	3899	19279	17623	10964	7018	136	10856	9378	1129	4617	17007	1926	2996	11521	19195	15784	8252	17888	17142	7072	3687	18938	17951	7245	18092	17557	12648	10616	10389
14448	19692	649	2184	13677	14696	10748	9397	16099	3130	1882	19453	13526	9166	14130	8272	1395	18703	12786	15031	6632	6843	18745	922	14287	1737	10602	3242	15615	19761	19613	6294	16369	12791	6900	18945	13935	19815	4384	473	15043	18285	7900	18608	8075	7826	18831	5982	3905	6977	12559	10473	12190	5620	17497	14896	5768	19104	7373	19187	15502	17236	2596	6046	4509	7406	19596	2643	4319	14133	1819	13982	1880	18338	6316	17567	19414	16733	6007	18449	17024	2620	7481	786	210	18466	5838	933	2392	9697	13116	5575	18223	2042	8686	15701	5486	18938	12698	9756	13177	9378	10298	15795	18799	5785	16130	975	8100	13818	6537	18544	7072	15784	15018	1129	16986	12648
9876	14842	7841	9654	2010	4563	16841	12139	2689	19010	2834	1469	18499	15144	17890	13885	1467	16611	10366	1052	6541	12321	18426	16517	12610	6760	10539	6128	1780	4870	1127	2053	14249	158	4648	2838	2696	5926	3036	7251	9719	10340	154	16597	3055	11199	13593	16406	16540	18232	13138	7000	13078	12913	5232	2693	17420	12988	4458	6919	14864	6206	4561	7266	10018	4767	5728	15608	10517	9030	481	5005	10554	10982	9603	2255	5180	1282	16733	19415	1550	16869	8020	17877	7408	11270	9600	15202	1537	8621	4904	610	694	12297	1492	11728	18981	19378	15108	19435	7250	8252	7072	16130	17142	8583	14360	2555	16624	5785	12840	7407	17120	17007	6710	10298	19195	7728
4724	7306	1985	16372	17113	17027	5356	15145	16999	16136	20005	10407	19153	16637	18574	9058	2768	11014	9508	2580	5770	9232	20013	18953	12126	6249	212	11268	18277	446	15712	8984	12138	14681	11820	10208	17463	13946	7170	19552	11974	11925	6126	11138	10859	14386	4469	6991	1831	19124	10813	198	3912	7270	13658	888	2547	17261	200	9925	18026	6495	13143	3464	5951	14043	8004	8122	12069	786	10818	4204	18402	9835	3273	11718	19538	3501	13510	1858	2868	13455	4705	16245	2793	2657	6934	5655	19307	18422	4847	12923	5470	19855	10528	18460	11726	12565	3687	15731	2618	2555	14360	15018	17951	11137	5486	18088	4617	7728	13573	9159	8706	10616	9378	1926	12521	5205
2623	1024	2037	8867	2018	1038	13084	19350	10814	11031	5629	800	10932	12054	1827	18659	261	19810	9861	5020	20143	8127	17043	9666	6709	8917	18147	15819	10638	16012	2448	19140	11875	18097	14895	3639	4902	8295	15331	10803	18244	6944	717	10204	1193	2982	17735	9671	19116	16248	10384	18271	1386	3529	10511	18051	5711	8240	6986	17448	19843	1813	5902	13404	17327	423	19387	11602	3099	2356	4455	3458	19474	2541	18434	2433	17257	9582	5517	7869	15735	13603	12660	9373	1790	14752	7992	6946	10832	6932	19319	14406	19321	17164	6998	6710	1320	8100	7529	7728	10389	18088	15773	16624	12168	10462	12565	3202	15491	12521	18460	18981	9756	17007	19780	15795	13573	6537
13686	4506	18056	2606	287	19382	7670	14655	8329	7788	1981	1090	8617	12491	7242	234	6031	10834	674	14665	4665	17350	1161	13062	9688	222	4031	14287	8550	17744	6910	18151	17520	1171	8480	8512	19622	19469	10175	9833	1994	1270	13319	17608	15434	3099	17972	1389	11845	15133	732	6423	4362	12470	8694	7885	267	17981	19496	14958	5637	4450	9125	6351	8055	16183	7943	3351	7091	4973	13724	14892	7678	19658	4436	11424	2415	10	2088	410	12721	18202	1001	11234	7796	1969	10971	2059	15835	12402	16826	798	8218	3876	14971	10442	10898	12821	11587	15018	11726	8252	942	18107	17142	17007	12565	9255	18455	6537	10616	11728	1129	7870	7072	12840	16130	17557
9649	10951	11966	6694	12995	12033	239	6742	12258	18313	8134	19239	1363	2193	5394	15521	3126	10434	15588	376	4424	18976	10887	15485	13203	13998	3602	476	13688	11548	17664	12159	3156	6338	710	16163	10189	4599	17629	7155	6236	3564	17975	3593	9886	3651	3465	19843	5365	1450	11150	3501	12047	12132	6253	8921	5516	5919	13128	10075	7082	20029	18421	3384	19069	18740	1017	10781	13587	3240	6339	11327	12030	7605	12800	20134	18794	10599	8030	20190	980	85	2089	17730	1474	14384	10074	4344	10591	14776	18798	19187	16711	16735	13865	18107	11901	9377	10462	17007	13563	7340	17293	9255	12521	4048	13092	18308	9378	6057	942	2996	10616	15018	2210	19780	1336	5486
3446	5360	11593	13439	16444	13318	12768	14267	11260	13287	15980	8425	2964	1474	11464	2209	14	8609	10905	9522	243	9428	8922	11248	18776	3766	18236	15844	11442	13084	18405	15628	15120	10535	18370	11896	9728	13248	8736	12935	15792	4306	15352	19081	19585	10269	6348	74	12883	10545	7238	14119	9258	11677	10427	19307	7803	19281	5602	18836	2426	6983	1329	7046	7360	14299	4313	11144	3304	9431	7000	6919	5545	2453	4437	5082	215	1449	12072	894	1424	7662	6141	10254	5087	5248	3017	4680	10667	5309	15692	5932	11609	6127	15520	5205	12648	9378	18997	6616	7529	18938	12521	15731	17293	5204	12078	8706	7728	16986	15701	3871	1129	13092	7340	9255	18455	10389
9162	5276	14924	6888	16793	17574	12342	15109	12782	10697	3421	545	19010	18113	10803	19039	17000	19232	2003	11700	433	10924	1012	4390	7838	13016	11316	5223	20070	9035	4125	4282	2708	7597	11218	4411	11145	4448	7748	18189	17597	11139	13118	11358	12819	3610	10268	16852	125	370	19414	383	12209	7575	17474	5520	13321	15574	19686	11681	2882	12001	6444	14623	12206	14506	15794	10018	9965	17769	9915	12790	15700	14871	11385	5163	13359	14698	15996	9646	12916	9353	8279	18266	19290	15365	6030	8044	11963	11485	11899	4589	3872	3484	6906	5784	10442	19517	13818	6057	18455	19991	18544	7870	18308	15731	13092	17557	3687	15108	3871	12078	15784	1926	9378	18981	3720	16986
19692	8867	3476	792	7306	4895	1135	8012	18604	13078	7992	7238	11944	2613	2130	233	19609	10263	13060	17410	9435	7741	902	14776	11113	15152	16531	4339	15120	3933	4594	14461	9432	8530	15171	3682	16713	13392	17395	3162	4898	11985	6811	8861	9160	17148	5155	17312	19301	1891	7314	3108	9398	20164	8299	10072	13997	3506	10830	666	16775	13684	10964	16792	16187	12941	12176	19064	5331	2490	6106	7612	9830	2165	20166	2744	3800	3793	8519	4733	11796	16476	4243	3608	397	2594	6916	17270	16098	17923	6772	2571	13344	12483	17648	6057	18460	5784	12921	9756	19991	8100	13563	13818	19780	12168	10898	18343	6537	15795	17280	18997	15731	9159	11587	6710	2842	10442
2074	6345	14278	19831	14602	12966	14825	2531	5375	11601	18987	901	11340	13039	15456	6281	11155	5769	8717	5285	8808	18519	15069	17496	8850	19407	3690	14699	15117	13258	12938	11681	11067	4942	14845	13753	13007	7954	6251	2280	14177	13775	2661	180	7736	10179	15035	15231	6109	2755	2630	19364	9160	13242	421	5066	15609	10376	12827	5902	9621	10744	3068	19964	16732	6007	17578	5405	10697	8444	19194	253	3249	12849	11105	16467	5222	15542	17864	11623	6975	5725	12645	16258	12262	11957	8429	10026	2794	9412	13873	10715	5500	12273	9325	7072	16986	10462	13563	18460	5204	5205	1336	9377	8252	18343	5477	9378	10298	10672	4617	9756	12168	14226	11726	3871	11137	4048
14262	17908	6634	11793	11847	13992	9173	8916	5607	19338	9073	10535	13207	11202	2777	345	3370	4671	17463	17051	14963	1768	5309	17277	2343	4648	8233	5037	9514	17070	5135	6477	8654	13298	15652	7848	5850	10376	20143	12210	12488	14386	15332	4643	18756	10979	19525	19496	16916	6197	17650	17419	7368	13081	14320	15031	2713	19867	16710	13267	1570	1946	17521	11856	17818	5886	5867	14848	16470	8552	17169	11700	4204	6321	16835	18713	5172	5424	10981	11393	7701	8737	15523	8362	10729	17689	7528	6518	6910	14013	5893	3747	4727	8879	2696	17888	1320	15491	15018	10462	2819	13092	19842	10616	5847	7870	7245	16964	18981	5204	3871	17293	11587	12521	7407	6537	12821	10389
12398	5058	5149	5004	11134	11196	13663	16439	354	12617	12176	12324	1127	17894	1341	2655	10347	3318	11583	198	9561	18346	1395	5015	4573	103	9431	15284	2959	5083	13797	19767	574	3972	8508	6028	8747	16565	8161	17496	4406	403	18294	17265	3177	8528	12661	16359	17456	308	4437	7442	17913	11528	14906	12458	5813	12991	19208	8465	19458	2652	11399	8474	19451	3895	12001	16486	14848	10315	18248	16908	7670	12574	7723	18512	11491	15069	15517	15338	5754	1938	3554	19554	3600	7628	6328	16061	19670	15473	18803	11919	184	6980	695	7870	4048	15701	2618	9756	2842	12821	1336	5477	19435	7250	16130	4617	15491	3687	13092	6616	10442	5847	5204	5205	10298	6537
