10220	2476	1899	17015	20030	4076	5606	19681	2503	1423	7477	8492	11947	7118	19867	19649	12038	12825	17651	13521	474	779	15301	16564	2103	2624	19862	11740	5827	4476	4527	4111	11016	6303	16220	20032	11153	14309	17440	5451	800	2009	813	11772	4142	19156	13987	108	184	8388	1949	13599	14763	7624	1882	485	17686	19118	3899	17950	10142	9728	5114	16760	17675	18684	4123	18807	1251	13227	5952	15353	16075	18277	134	15611	14887	10839	12710	4228	17038	723	1844	17231	17491	20204	2354	16814	3458	14500	18722	17553	2714	16409	14817	4266	8282	17433	17748	8458	13939	18002	3163	8330	1307	4526	16061	5083	8711	3096	16037	7755	1971	13413	9521	9777	13344	9551	19161	9730	6873	4815	677	3152	20079	12378	15911	19404	18538	6989	6597	11900	19173	12152	15682	4219	16860	19871	4360	6657	16251	6464	14917	12457	17174	13929	1708	12120	16364	8028	13210	2640	7374	12896	20194	13361	16461	11763	7138	3751	4671	14615	2050	17709	6710	12168	19195	6701	15784	17390	10462	12840	4096	7250	17077	4891	18544	12698	19644	10298	17557	8792
18342	14431	5576	5010	13810	2607	10620	4565	3753	6506	4632	8413	9187	5733	17063	11975	3758	5567	14900	15552	15365	18109	5451	3218	1893	9183	13738	17180	6664	13831	5730	6297	11405	15187	13433	5420	7059	3960	19852	18355	7459	12499	3518	333	4932	7032	4044	8683	3955	1281	19929	2713	17438	6474	1570	2128	16694	11199	14747	3608	10075	14881	19600	2436	10725	326	3744	3036	3275	15432	16190	2751	10600	9777	16357	14999	1386	3217	18506	15472	13546	12300	7808	15544	3184	14560	16500	3196	10026	18456	9390	20029	15700	15928	13555	10052	4486	9147	15045	725	2596	3647	7745	8503	2138	15160	13236	746	1550	4879	13891	8053	19646	19471	9424	12633	19597	5800	3430	17962	7790	1813	20194	4949	15891	2390	16390	12708	7414	10045	16673	14591	18429	16847	9282	19200	900	11548	19941	6130	94	13663	668	6906	9947	423	5963	18886	16794	12803	2710	1122	16946	9123	13807	5926	16917	11772	3343	14327	12583	299	16814	5205	12598	4741	10298	6710	9377	3074	12471	11137	13177	15773	14072	2618	17269	11521	11350	17077	2210	19991
4652	17815	9657	15591	27	331	9259	15341	649	11018	8986	53	386	14264	9423	13496	4845	16271	4344	17913	4946	12829	18209	8692	6943	487	308	4949	5754	7197	2673	6153	13214	11586	1534	13769	5138	13570	2286	4520	9947	347	19563	6099	4473	15102	1227	5114	6000	2990	15977	13008	2730	11177	11923	19173	11917	19325	18477	426	16238	5944	10643	3500	6913	18005	3833	2556	2737	16115	2413	11414	15682	18916	10919	242	12934	15654	1141	6519	5521	20044	11550	5517	3087	8570	5379	10338	4167	18816	8463	10845	4746	12797	4434	3404	8461	3594	15604	12859	8552	5746	7234	10043	19292	14157	9310	345	9406	7498	9688	9364	19682	8573	6199	2362	10728	15160	16878	920	18904	12751	18750	19744	13483	19333	17620	17646	5280	4236	11718	14858	6786	17270	6759	745	2311	9280	7327	15722	11682	3110	11459	13051	388	715	1974	16672	2404	11256	2908	5943	17554	15162	11301	3293	1710	10840	588	14728	11808	8237	9090	9496	2996	19700	6701	18455	19842	7340	10616	18092	16104	2819	17951	17557	19435	10465	18107	5785	4891	13563
6670	15325	17985	7108	16678	14317	6492	5911	11196	11375	11803	2019	15044	4154	10917	11535	13364	6809	8486	13387	9747	7281	5852	8810	11786	11976	7872	4014	6475	16789	13141	6970	19804	4437	17550	41	11443	410	11926	15620	19110	11054	8461	14128	16417	4526	7239	7099	19443	413	15866	1242	3783	625	18748	6580	13332	14585	10250	15722	13365	3057	2621	10072	2672	5015	14756	17554	4238	12434	697	3004	19360	14015	725	15041	2540	15473	16643	16360	8502	14435	8456	18933	6053	2178	16282	11921	15228	604	7570	11496	15772	4016	2159	4579	3722	1371	12056	558	18359	8352	14674	15151	11913	9752	1204	13747	6557	16219	3696	18434	6968	409	6622	2322	4763	16869	19864	15916	4135	9701	3638	1424	13615	6943	9880	20020	10385	18552	19317	13936	12804	643	8234	4591	1025	16565	5595	6845	2833	10357	9721	16083	9967	20077	15163	19602	10438	14357	564	11764	9769	18389	10726	12247	5119	11814	9782	5252	8417	10457	18459	8100	7728	17387	16130	16104	2819	13892	17557	3687	10616	18107	15731	3074	17077	16986	17244	18799	9756	5847
12820	570	19584	18623	2584	13292	12714	18083	18508	8306	8174	3987	6068	4442	6732	11348	17300	11385	15844	15175	1790	4445	19216	872	481	10	6902	12685	3904	16120	16025	449	13454	18701	14546	2435	1087	1875	14279	3267	10122	18612	4144	14056	19184	8692	17648	14822	4277	6266	2457	11317	4935	3801	334	2751	9919	16999	20164	16195	13849	1573	3912	6085	9449	18519	14273	15756	9360	14220	19017	8951	7238	15519	9067	8097	16810	8096	3023	3989	810	5211	16460	7007	12706	11012	4684	6312	6036	14090	4915	8330	13682	4552	4485	3445	4674	13141	6432	15328	3215	13953	8893	1082	14293	11045	1045	4802	11686	4532	3990	5942	18725	403	601	9383	19377	2195	7601	2107	2532	3324	19374	19265	6332	2355	11941	370	4539	5831	6600	16579	14966	13806	12708	9397	17943	14816	7762	16092	9015	12038	16115	2719	195	7547	14323	16871	19864	6927	14980	17642	18212	7466	16653	406	10001	9590	16447	11772	4933	5083	11766	16289	5785	16964	2638	1731	10462	17387	3202	13092	2210	12598	17390	17077	4662	17843	12168	1168	7250	17120
634	12011	1569	6628	14085	11946	13636	7477	15884	11568	16334	8176	9750	17257	13933	19642	10515	7971	13850	17489	13595	10556	10934	15193	12229	6423	1810	7649	4139	2908	20152	3134	9775	5959	16796	15549	20007	19076	20031	574	594	11527	4773	10342	15959	14870	15593	9829	19823	8036	15429	4113	5013	928	15523	4970	11138	19154	10451	16982	5654	4626	9966	16486	711	7754	11368	3894	14905	10954	19410	4550	7926	14430	11010	9327	13852	9600	16153	19734	5015	14564	1822	16343	12119	12875	16087	9463	3594	6061	11177	4982	8425	12094	269	15135	13728	5214	5295	18329	7396	1046	8500	17495	4083	10053	19309	4303	12352	7638	6843	5669	19171	11431	14791	6963	16283	17252	3833	20010	7254	7535	11353	12934	3566	9134	4426	17563	8641	12815	2793	396	4614	19316	12056	10841	4867	13454	6054	7924	4150	7253	19593	10843	900	3764	4468	14268	6838	17546	2613	18261	16565	7934	6348	6220	3564	2628	17087	14520	160	13210	17506	10578	2638	17387	11350	4741	9756	12471	15784	19435	18455	18460	2809	13818	11726	11011	10465	2819	16964	10389
15044	15789	4976	9085	12175	16928	10965	9490	14829	15466	5866	5576	19390	17411	3566	17801	6943	9875	13896	7505	11497	7920	9442	5013	11777	12982	19369	2101	17401	3814	11070	9307	9351	2677	5114	19796	13953	308	2042	9427	10991	11223	16494	13816	4883	1786	14925	3799	8041	13534	4421	16773	17004	14885	14370	17958	7509	3272	13210	9131	20026	17806	12449	1877	10938	1141	12969	19122	15206	13137	13187	13748	13012	11400	14922	10606	9576	7415	15409	16634	3660	5300	17127	17991	13481	1372	1009	5982	5500	1762	2899	13841	1134	10317	17459	14993	8547	965	3128	4915	19102	11601	6184	11917	9154	3468	4835	8562	8340	19635	17374	6657	1563	19329	3817	17802	186	13090	8409	13371	15690	4611	3199	7806	11518	1541	8214	2897	19971	14903	18372	11093	2102	2748	633	290	12400	10110	17541	13354	18691	2909	15882	2745	8651	4841	6288	18038	14861	4695	15915	16246	15002	8795	4487	6053	8639	12532	367	1498	1992	2439	19770	17951	10672	4700	2996	5205	1444	18544	17709	17007	11901	7340	18343	18625	19780	9877	15795	10462	10080	3720
15443	18139	14207	16668	15973	2926	4090	16743	10476	13369	11478	15545	14009	13046	13824	3490	1114	9653	12145	11128	1906	3349	5383	13511	16382	6550	13424	14231	19535	16205	900	9747	1886	4911	7460	4154	8559	17727	20175	18094	360	11912	6641	19325	10366	8785	17686	15663	12916	7413	7269	708	14458	8332	1800	8742	661	4268	2599	7934	16121	19609	10726	18743	11794	2644	7249	1422	3149	17599	1811	9307	13747	2306	5340	12101	937	13387	7651	9435	9125	158	4750	17437	5304	13682	4886	17459	6967	18949	11353	17989	8872	15142	17141	8512	5852	16416	11445	9056	10826	17525	11296	18756	2093	7145	7454	11528	15788	12990	1665	19571	10633	1720	6459	2590	8325	4199	16393	6064	12123	11641	13688	14108	16466	9166	10718	19319	19825	5439	20067	5052	6264	9511	7740	6083	13498	16902	10993	476	1187	4334	4153	15878	16193	6940	3437	7292	10823	5091	18280	1443	19989	16229	19109	8919	9183	19128	18177	11604	4476	4312	18600	11560	9377	6537	17293	14360	7072	19991	19842	2555	18343	19780	13563	3687	9159	1336	10442	10672	4323	12565
11120	4372	15256	12564	11752	12175	5883	10988	3347	19409	11803	5287	12334	13427	3373	5882	11160	6104	7100	6034	16602	12819	8517	3220	7566	11799	5540	2856	12594	324	7846	1052	286	2755	3651	8562	4706	4146	9880	8988	8115	10604	12869	14417	16258	12646	10976	6708	14655	17356	14583	4680	19368	5157	8370	16248	15069	5771	12021	4660	7772	7807	5551	13857	19852	6702	16923	3131	14049	12051	13152	1497	4524	17674	693	17622	3760	5668	10551	3379	43	19516	5114	17729	19016	13533	17052	11406	18456	7638	18607	16690	9757	15644	10548	18573	8789	14614	9837	9621	12297	4811	2193	14077	11835	5868	6659	2881	17260	2852	2080	17930	9443	4399	1427	1518	14986	3808	1837	13840	16653	13968	15273	1913	654	11583	13101	10999	4316	8271	11686	14151	5993	8481	8958	19133	8130	3308	11267	6116	16255	5676	7151	14579	6795	4522	16393	16171	10480	858	15699	16852	8621	911	1803	13744	4875	18934	7836	3229	11688	2954	18362	4617	6646	1444	1191	1744	4262	8583	16104	16130	17888	14226	18981	17843	17120	18544	12840	17387	7340	882
16793	13798	1489	19336	3266	14860	2452	3585	4062	259	5092	7477	8927	6744	5025	9671	4936	540	2247	14048	9245	17784	6777	10491	6786	2020	1511	17966	14555	7783	4453	10740	11231	16171	20199	3851	6977	20120	17608	3534	18552	7522	9808	8426	900	11971	18425	19393	17979	16499	1524	18995	13385	4637	18667	8050	19202	2803	4785	14260	13152	4696	2876	6464	17156	7427	392	2484	14870	12853	3644	5639	14985	695	9962	1975	3499	18574	7703	17720	6614	19163	8571	17754	13766	17297	19466	1798	15503	3184	8365	9379	9000	12014	7538	9027	17742	19074	1878	10655	7080	18669	2703	1517	2215	19313	10915	8474	14971	8936	8342	16327	7747	17250	13910	8352	1892	4436	7	19309	2252	11157	4949	13945	16122	16732	3618	11101	9069	13802	5166	232	11093	504	9160	13226	5499	4879	10260	4209	514	3162	12119	14368	19755	15052	17372	676	18884	8550	1661	3047	5768	16388	11875	4392	9538	317	18844	18125	3169	8857	7625	15018	1731	17280	17007	7340	942	15026	12168	17077	4662	7870	19842	12565	2809	15108	12698	7529	8129	11137
12385	13919	12724	15973	13133	2135	10207	6189	12920	11613	13878	5002	4506	3957	661	8096	17852	15347	545	12901	10288	19127	9576	13896	11456	18035	7763	5125	19238	2768	698	1749	19160	14449	2797	11003	1600	18439	9242	11301	19139	15500	4919	17950	17836	9389	11835	7585	4533	12556	18926	18842	14251	140	16271	6873	14233	10699	15203	4272	8068	9639	11348	7100	17249	11010	19967	17877	8251	4289	39	6755	1526	15690	4052	17529	17183	8324	3135	8859	10999	14204	19421	5933	4526	469	18355	8256	20039	17156	19228	20174	14057	17681	6667	12537	8540	12403	8854	14964	17996	14946	6081	3334	19153	13496	16608	9183	2664	16385	12829	15436	16837	6412	623	11079	7460	17783	1291	5173	4868	3145	206	11492	3970	6228	16156	9963	18805	19921	10156	4822	12157	12132	190	14301	11435	13143	8719	15207	4200	1001	14439	20098	5835	12783	1430	7240	16903	10663	8722	12166	17099	1155	5711	16067	14135	16968	16032	10295	9796	3055	7662	15026	13862	9496	2618	6057	12921	4323	19517	4048	942	5785	7245	2842	9255	2961	17077	15701	15018	13892
16351	9440	15095	18651	13859	5129	1919	4417	12282	18264	5464	1970	18436	3567	6028	1001	15969	11693	6405	10697	13564	15645	4544	16757	15988	15914	1090	2020	4220	16805	13890	15991	11500	9568	13963	9408	6872	19022	13673	4935	4718	5041	14082	10112	15036	17236	2229	7434	7935	15059	5235	4319	12629	8995	18052	6910	1350	3332	1865	3134	4321	1612	6819	2011	4980	4289	1445	11115	1597	4973	2735	6224	11060	17608	11190	9435	3274	8222	19072	16359	6009	6850	4133	20038	4063	5017	11292	1020	2072	18012	16912	10017	3633	3637	14589	19686	6243	5955	18094	5450	3485	9459	19735	15282	14550	7241	10813	1011	16335	1517	8004	5805	11068	5580	8615	3782	2286	1973	10555	3273	13907	1804	11606	17707	17579	8028	7487	11105	11400	4592	16673	4711	7038	2116	19623	19503	4539	19189	13209	8223	15815	11600	11293	4147	4823	727	9016	1982	7874	18639	6478	3006	13374	797	11117	9608	4692	6124	17829	13128	4670	3399	5750	16130	12078	18625	1336	8252	11265	616	6537	942	5785	7072	1129	4700	12521	18107	7870	10578	11901	5477
19242	6886	19077	17551	1494	11096	16809	15545	489	12614	4429	3958	14683	7735	17341	13678	5331	4344	3474	9073	6483	1007	6141	10665	11177	15521	1236	693	7858	11312	19357	18457	8833	3787	4233	9841	11431	2765	15134	18274	8672	2475	16071	266	54	11875	2038	9380	2150	748	4464	2808	13432	4460	15225	17747	17968	1760	17791	2383	2729	2680	4599	5704	3008	9280	8146	15513	18175	7588	15568	3255	19220	20185	20134	11155	9421	17075	9072	801	482	9515	18958	7373	6379	2854	1679	18767	18748	16856	6499	2070	7388	13821	12530	5959	11542	19522	4827	5285	3211	16422	4109	4650	9099	16440	1510	5771	10163	5339	11796	7110	6392	6791	8469	6854	3185	5454	6536	3557	10899	7920	16282	17193	8509	18738	14846	17021	9931	11707	5688	8871	8273	4627	12477	1798	5094	9475	4855	12144	19748	4534	18329	6287	15901	15005	18074	9262	11954	1771	11418	13468	14763	250	490	5635	17441	15242	1125	3974	13024	14711	9301	13573	18997	8706	2819	11521	9877	7340	19378	14226	4225	12821	19780	15123	2842	12598	1336	2996	15018	3221
14098	15998	2373	19981	10476	133	3527	5358	3858	1889	17722	7224	17013	233	13137	7897	14268	4243	11604	9743	16947	17456	3820	8134	3696	8311	14080	18241	10438	5835	6109	1687	12981	3626	11368	19092	18646	10340	18693	12468	1728	2529	5270	532	14398	11743	16469	12938	19904	7521	1746	18265	2796	4022	3465	2925	3195	11956	14635	6933	20131	5039	9465	13084	9518	17153	1064	16042	5044	8575	1206	2960	13410	9535	18298	9262	4704	10821	3450	16205	15778	4374	2353	3466	15484	997	17588	2128	2157	17930	3900	4399	19525	14331	7082	10475	11990	5550	13924	8500	14283	2817	10366	12363	19389	5723	11121	17094	12085	19576	8835	19600	10691	16018	7277	3500	3149	19342	10012	1229	14208	2061	7095	8312	5304	6211	14196	5233	7216	8731	232	8055	15637	17728	16766	17219	109	12791	17665	20041	19658	600	13550	16366	4862	1482	12955	8919	3085	14527	10040	11430	5595	13879	4039	4696	9099	12592	6682	14771	8682	15473	7875	4587	19780	14072	8100	3202	17269	11587	12471	4891	5718	14360	9255	15108	16964	4662	17120	18625	11726	16624
12200	13183	4909	3383	2822	9347	951	12175	18296	8705	3301	6626	5735	935	14249	10076	13063	3247	6910	5421	19830	15193	17073	16275	3178	4592	1794	7369	1206	7098	1147	13781	18439	10343	10782	10431	5003	9484	16860	5440	14345	11975	120	14187	12746	10371	11254	17460	12241	2604	8823	6278	14165	1938	11972	15311	16407	18382	1533	4464	2072	10447	11938	15803	5860	17018	8272	17420	8244	2082	19179	10396	16794	16472	336	5761	19864	4442	14372	311	18730	3593	969	11113	1778	17744	12634	10227	13731	686	16856	17052	5786	6914	13508	8079	5473	6099	10338	18536	7990	16819	1316	2782	12552	5438	9738	8574	18426	3472	11755	19747	8717	13678	5856	9767	17239	10247	14617	2500	19360	1340	2393	13590	6924	4398	10386	3076	3071	7288	17547	9582	5613	12409	18294	4365	15321	5773	5157	11608	16562	8421	15832	3938	14110	18147	8051	15164	2408	10443	20119	5696	3461	7788	18066	1302	4704	216	14946	18209	7075	18416	2111	5205	12521	13573	1336	15773	10442	1129	18460	17293	16964	942	16130	11521	15795	9159	15766	15491	19700	8792
12995	7132	20036	599	16558	15967	18153	9076	10644	14851	6679	12669	5352	1803	1207	1412	3275	15221	19863	19118	10497	19283	3841	4407	12638	4670	1819	19500	4850	18974	2447	12955	19534	15615	17502	18059	4606	898	3776	9136	952	2637	8438	3647	8351	15915	16721	9418	19166	5897	4242	4842	19065	4787	6370	14097	5107	14989	3872	12457	20105	3051	17190	10122	4648	2174	13732	12421	14988	10934	20138	4464	3760	14022	1893	8043	15608	7496	2079	3674	1682	16145	14668	480	13980	17806	9708	580	7594	16062	18478	14266	8284	5270	4998	8870	10161	6197	18972	9441	16955	13544	13711	15829	4920	2854	8808	12556	8478	16352	1547	6279	4459	18481	7313	3907	6624	4533	2003	18923	633	6875	19055	8130	2657	12583	9335	2998	17281	18773	19823	14244	4544	8729	19381	8317	15523	16499	11443	16894	8433	19494	11551	4570	13314	1533	12016	9246	7753	16937	1994	1603	10748	13324	4539	6157	17528	19069	596	16815	12236	19207	14999	17843	14360	8252	2809	6057	11350	2555	4587	3687	13177	5718	7529	616	5204	1680	2996	18455	19195	2961
