18912	16423	14409	8492	10207	4976	6133	2888	12717	3613	9945	3666	17416	14334	1673	12148	9536	1893	14643	1500	6663	1546	18469	5065	19624	54	3957	8123	7952	12467	16422	1589	13440	10231	8206	12578	15740	4829	9223	2223	5289	4660	10779	7698	15085	19570	451	17889	18479	13123	17355	10092	4444	6464	17402	19721	19320	4699	8325	1781	6266	9398	4594	14758	7114	16055	18995	16758	5583	3061	9558	19497	14129	15991	17554	6224	5688	5189	19109	12617	20073	17781	7307	15932	15214	4625	7428	326	188	10013	18631	15469	12543	394	1204	16376	14783	405	13526	4370	10548	12154	374	14631	2366	15496	17434	18481	2558	17342	19190	3099	3156	1237	11464	14726	910	12021	6313	6780	8711	9308	47	8313	19330	12487	4334	6748	15324	3441	17866	19243	16388	1114	6701	17280	18343	8792	2618	3340	5204	9756	3871	7728	9877	11587	5847	12168	19842	11011	15491	14360	12521	19195	4617	12648	10002	18460	182	4700	10616	11521	17120	18088	5718	17951	7340	2961	12698	18997	7072	4587	2996	6057
12322	10812	6619	10197	1461	1244	8294	8873	3394	5332	15012	12398	1099	1657	16819	11293	14045	15805	12652	15640	18829	6615	532	375	17757	18600	5988	5927	1765	19944	5200	10243	8934	144	7665	6117	18019	5850	3899	12467	13562	13973	12721	5475	4261	5028	8285	7756	4452	7926	9453	6955	6107	984	20176	5607	11874	3623	7536	7359	14161	7453	4692	17392	15221	7607	8019	12265	10291	20177	18734	15082	1976	9112	3381	6821	5420	16640	13215	15138	14907	11537	9719	5909	10122	8911	18127	7908	15851	1559	16864	210	17536	4411	9479	17814	13596	10670	14656	10345	15439	7071	17608	1427	10919	20029	13254	13747	12977	1283	12225	6689	2890	20015	19023	19595	1382	18750	10231	9108	18844	15273	11245	8236	4282	8720	15980	12441	10832	14773	11725	1011	688	128	4662	5784	12648	10616	11587	11901	12921	7245	15491	10389	11726	19842	3064	17293	15773	5785	2819	1129	15246	16624	17077	15766	13563	18107	4891	6537	17120	4587	11011	5847	5486	8129	18092	12471	10462	6701	13818	17007	13573	882
7471	2753	15545	19654	2653	825	18602	12322	15533	9650	18984	13414	8305	4521	15811	12004	7864	12188	354	7832	16881	7798	1349	10842	12982	12657	4407	11932	6369	838	6782	9848	6869	5211	2561	9325	12686	19628	5839	15005	9616	15379	6483	19019	15146	15064	4933	18590	14727	16827	4711	17671	19899	7049	10035	1753	15821	12215	8449	5939	18064	18875	8254	3325	2679	3051	4485	10131	5197	8473	18424	6376	16074	3516	13719	17808	15227	17831	14954	6053	9118	984	2676	9941	5313	19021	16290	6481	18890	19176	423	17204	16336	8465	867	8547	18738	7285	427	3240	9821	15842	12297	3124	19080	3184	12164	14936	9624	2604	11468	4878	11492	14856	6568	1368	9958	10075	14400	884	15770	19602	7195	4916	18177	17024	6378	19092	19128	2347	17417	5525	9971	11581	10898	16964	5718	17390	4662	2961	15809	3720	11521	1444	3687	6710	2819	4262	15795	2809	1744	7250	10389	5785	19378	14360	6701	17951	8706	12565	7245	16104	1168	18092	10616	5784	8252	18290	12821	12471	11587	19780	4096	17269
9720	2022	435	5883	18247	2606	6409	2449	14760	12756	10207	11354	154	10563	8138	12550	2776	8028	17126	3668	4750	14697	13343	7211	6103	9232	11498	11526	14312	6221	17151	18157	10642	19276	3349	18716	4510	7506	16910	6260	1264	10365	9802	14869	600	8864	3765	11424	3288	623	18926	16574	6003	9373	12944	3751	10566	5050	10340	5288	11193	13652	3518	12409	7356	8241	6137	17389	2240	1913	3421	19281	9943	12204	2012	14578	6098	19770	1316	5724	19854	18061	16221	20171	3901	759	888	832	5233	3633	17139	3649	3322	18859	3261	7336	1696	3172	10784	19274	14008	5184	17889	13858	4551	3086	7716	2788	1467	3792	18901	18517	16927	14456	6236	14726	1023	2734	1010	5977	9951	98	13771	10657	3258	16247	15179	11444	4393	13336	469	178	13294	4312	9877	19435	11587	17709	9159	19195	15108	18088	7072	19700	2809	616	13892	10616	5205	19991	12840	18092	16130	15766	18799	5718	18107	1744	1320	15246	7529	12648	10488	16986	4662	3871	9378	2210	1191	8706	6646	3202	17007	13177
6255	14009	16654	7435	10262	16928	13827	10095	9773	1674	15080	18920	15509	18298	3788	855	1324	14533	15709	17260	15555	3969	14569	8540	13877	5738	8436	10104	7419	1190	4499	589	20205	12986	8324	9119	13584	11472	16390	8313	12486	335	9314	10329	18918	8332	6508	8272	11952	366	2157	14896	1827	19992	15144	16602	17162	9048	11584	19542	285	1411	8573	14525	17464	16819	9279	10961	9592	10997	10937	4884	12977	8159	7152	3122	12154	11807	2909	11005	19353	19063	2857	8045	14500	12618	10733	15916	6411	13169	6206	15502	5339	12174	10799	1953	18516	19623	15259	12	15460	14811	10079	7935	10477	20129	18507	19405	1405	13245	6458	1771	5643	6239	19172	6955	10739	13368	976	8603	3430	19393	6490	10472	6657	2250	10148	8291	8737	12079	10717	2205	18565	18125	12648	17951	19700	10080	10672	2819	7728	975	15026	12521	15795	12698	2809	10465	4225	17244	1191	4662	3074	7072	15766	15784	5204	15773	7245	15809	2555	10389	5477	5486	1129	19143	13177	15108	15701	17142	616	17843	11901	19378
46	2380	14296	13052	2218	8498	3550	18920	6515	19502	839	6628	18899	11393	19697	10020	7003	17641	2500	5020	13587	285	4479	17384	6421	9299	13015	17531	1329	10101	14731	5773	15099	3372	1543	3060	19928	8921	9227	7809	3485	4501	5013	922	17644	14440	18982	19889	4480	348	10469	9033	9273	3769	3163	14177	16247	2061	8443	17370	7538	910	5991	11365	1785	2216	7568	19563	18629	13401	9962	14752	6056	15098	13064	17409	12081	4121	15826	14287	1241	3957	18572	9797	17671	13928	5100	14458	1545	8574	15508	19190	20056	14265	19852	9444	11431	3799	404	3629	9079	19931	11485	8240	19992	3223	4233	6376	6306	7075	14682	15985	4004	1146	5843	19850	5085	10052	5105	7760	18325	5368	2195	6461	12375	9682	15429	19904	19149	1894	2836	16640	18211	9433	10442	6616	18799	19517	3221	19780	15731	6710	12565	5205	15108	975	12840	1168	5477	4048	7250	17142	5486	9377	18308	13862	15491	4134	17007	1444	19435	4587	12921	15773	1680	12821	18981	1731	18092	3202	12698	13818	10856	6646
14842	14113	6619	12640	15624	10546	513	15545	2188	18279	15934	19254	4474	17569	18500	16273	3096	9290	4517	17053	318	7432	15047	11743	8544	9737	10732	16128	1295	1065	18783	19237	9735	8813	18735	19119	17615	17485	14692	17876	8727	2833	18437	2393	15076	3532	11040	13873	17346	18400	4919	3966	12866	3540	8008	4089	6594	8958	12872	17597	1113	6287	13745	10769	4316	9412	10890	15786	3539	2604	6802	17463	6929	3131	6861	1224	14849	7962	2128	8919	7649	5379	16675	15039	9648	4683	8185	11434	18316	15432	5151	11398	1322	1018	8241	8403	9664	17872	11768	17042	15165	13137	8070	12578	1051	16998	10869	1013	18779	2181	6376	5491	1124	11968	19892	3619	5607	5288	3866	1072	5941	5738	15748	18979	1691	9754	6924	7664	57	17929	19702	16080	5593	2550	19435	16104	3202	6537	5477	8706	18290	2638	15773	12698	1744	12821	4662	17244	11728	16964	1191	13563	3074	6616	5486	8129	18544	4741	3720	15026	4700	17280	18107	7340	9877	17390	13573	4323	6701	8855	3340	4587	1129	15795
3686	2971	19157	6492	10505	4320	19336	16677	3419	19831	3266	8755	12871	18669	10215	9428	4579	7962	16388	19689	3099	6563	13264	6126	8900	14056	17021	11371	10911	8359	9189	10553	1606	8195	10428	16711	14173	10453	8193	13657	4692	7576	4272	13640	19875	5581	17516	18284	5393	6484	1839	18737	9551	403	19059	6652	16265	6351	16790	6404	19274	14416	3425	10183	7025	13557	1198	16079	2813	18309	6131	1299	4920	4435	10166	19028	6623	14311	16815	4390	459	9648	16505	17864	2614	12633	6028	17833	12450	3018	4935	2894	1001	10590	8613	7216	4684	5517	15498	7071	10637	4859	3254	19414	13430	17061	4727	7735	11603	5083	12038	6772	14734	19044	12695	18709	17806	11403	5324	8388	3769	1327	4474	11741	16785	11535	14719	19093	15238	10474	9999	2959	17768	20032	11137	2210	4617	19842	182	19991	10080	18308	3202	8792	11521	11560	18455	6537	17269	6616	5784	975	2842	11011	6710	1168	19195	16104	12840	12648	15491	1129	17244	2638	17843	18938	9877	882	1926	10488	616	5204	9255	11587
19090	15894	386	10383	16227	19053	2479	17177	19605	12714	14304	7112	11205	8698	1498	16856	8819	9681	5719	6693	2250	16871	3970	4088	18657	16597	8438	5027	1712	15456	14216	4886	421	918	16847	1141	1485	15923	15349	6837	9577	858	9893	2767	12259	18291	11229	7654	1768	3022	14787	10770	11474	16383	12758	5219	3836	197	11204	5525	14249	14654	438	405	1212	16874	5627	6161	17455	3579	2092	478	7275	6331	15379	9262	12665	5882	13340	10089	15191	4705	20147	9621	3944	20177	6663	10804	2591	4354	14818	7478	661	14609	14518	9691	11674	12685	9679	16682	6163	20100	8577	14245	11336	15236	1598	859	15571	6087	5989	1017	7066	5209	19342	5210	18796	11536	17624	326	14698	9746	1896	3540	19770	592	15169	12151	345	10503	18608	7527	9984	4998	18092	17843	942	4048	18455	15491	12565	17077	8792	6057	10080	4134	11587	4617	17007	19700	6616	5784	5785	12521	10462	15018	10002	12168	9255	10616	17951	1336	18308	17557	7870	11011	975	10856	3871	12921	19435	6537	2842	10442
568	3102	7001	7224	2918	291	4008	10489	17903	5002	13736	2373	18162	15280	8990	1718	7603	18908	16460	600	14133	6378	13550	18261	4694	13671	4910	1187	20150	8970	15316	2233	6859	11084	12932	2220	126	5095	11614	17355	15790	14782	6738	1115	19128	13986	17742	3805	18276	16797	18845	16502	1017	1297	14318	6401	15770	15620	8981	4235	62	3352	19612	2206	2023	8737	4111	465	14384	18282	10595	9258	4457	5988	5829	12344	17672	4566	2254	15939	10728	16357	2990	4129	10899	8433	13564	6550	12857	19742	7010	9442	4401	11390	11829	1364	19825	2428	14351	5567	9023	13880	8983	11404	15480	14413	7203	6533	9421	13585	9444	15822	4261	3817	18372	10288	6802	5086	12054	10177	4360	7851	1127	13773	15487	5642	10314	6371	7212	3660	14539	15878	1838	427	15022	18455	17120	18625	2618	18290	3064	11587	4048	11011	10442	10080	8706	1731	10672	17888	7728	11560	9877	4587	18092	2210	17557	13092	16130	6710	8583	17269	8100	17007	1320	9255	942	10298	4596	18938	5486	8252	15018	14360
10098	1797	17413	966	8888	4986	5444	10620	9293	10005	9715	20036	12986	9503	8851	8919	11512	9427	18917	13315	12968	14716	9753	18869	7930	16597	4182	6935	8400	10386	18556	958	10696	7453	17303	13554	9964	3660	16989	15134	18866	514	12337	19126	6106	12897	413	10543	20198	10028	6991	17054	1136	7360	64	15615	16603	19538	15913	3181	4067	3304	5518	3025	19257	14130	10356	11394	17770	16374	8481	4392	11245	17112	11596	14400	13728	13500	19498	4457	5336	5870	14863	6755	692	9933	4968	20131	18323	14731	20011	4914	11160	11780	4672	12276	13450	5028	17333	1542	10614	13976	623	345	2384	5524	3121	18735	14964	11925	789	5724	11417	3391	19514	8038	20038	10278	17702	8499	17464	3906	12117	13903	18849	1278	18458	11843	6252	10088	13638	14099	6839	6933	12821	4225	14072	13092	2819	3202	17244	2809	616	5718	15026	18455	1129	4700	14360	17293	4617	17888	15701	6057	11587	10002	2210	17077	18107	1680	12168	18544	17120	17951	10856	6710	1168	13563	18625	1744	5785	2961	19195	3871
6509	389	5287	8933	9482	4372	15300	19654	19052	1583	13337	19857	534	9520	15599	12464	14940	13074	8907	7716	6772	18507	3841	18405	789	10534	8296	3194	20110	4672	14857	7178	11879	6374	14420	2461	7010	9641	1457	716	12932	4914	9296	8181	1543	1266	13943	16283	17721	20170	15121	13004	102	16098	12053	9578	17078	4348	13599	13729	10552	13946	10156	3796	3755	10875	354	11138	8405	2031	13367	12560	13100	17225	1867	8317	13307	15103	11762	3113	10161	4948	14964	12809	12236	15098	3948	10183	16488	5811	1842	2680	16713	12219	4804	9748	11193	4408	1789	17994	17653	17656	1852	2881	15089	11028	19595	7668	1669	6769	4055	20158	8001	10753	1039	20187	6406	9606	6049	5359	6588	19802	7623	16052	15961	525	11085	11669	8692	4644	868	1013	18747	5187	8583	15773	11560	17142	975	15809	12598	15026	19435	14072	18455	182	13862	3871	10389	10462	9756	16624	5486	19517	882	15701	18092	17951	17007	4225	12471	12168	9377	19195	18625	10002	15766	9378	3720	4587	17244	4741	3074	6057
14403	16745	792	11951	17667	7617	13736	9546	3056	14262	11208	11146	7581	2692	4533	2796	19188	13692	10304	7916	8935	9895	8247	2652	9183	15709	15085	13756	12581	1584	6474	34	3529	10450	17180	354	1958	16462	13090	7387	4460	17203	4705	13685	10587	19338	4321	18643	16552	14161	11576	7242	18696	7929	13817	9109	17870	9595	7954	17296	2609	8315	11779	10514	19937	9064	18121	2948	3070	19732	6403	2374	12876	13498	2834	483	3766	5316	353	17975	18135	5555	18202	11707	1266	10107	2524	13495	9035	9328	13256	15416	16673	14822	10697	14770	8892	17654	19784	10978	7017	17125	191	19360	9319	10182	5114	14434	3771	1808	6215	3055	12393	14183	19113	9046	2733	13831	15955	18171	6584	20156	3332	9329	18935	16908	14954	11771	1894	16766	3398	17909	19803	14719	4700	17280	6646	6701	18981	1129	17951	19195	17557	1680	18625	11560	7340	2819	10616	19842	18290	4048	1731	19435	17077	2842	12598	17390	5205	3871	8792	12078	7407	17843	4587	16624	12521	17244	8252	4596	6537	3221	7072	6710
9076	2801	10690	2373	9025	9264	10261	15222	12345	8391	19587	19053	563	11642	5013	19814	18929	3204	2590	15922	11163	11433	13387	1788	10559	4139	9278	4829	5728	17478	16827	17928	440	4277	17239	18280	17543	14232	1164	12465	17635	1368	18367	446	17261	16493	14309	10345	20114	5027	11784	3756	7175	11558	3901	9374	8253	17565	10022	9645	113	1023	16529	10913	15253	7442	15647	8917	13314	104	14179	19796	12721	14898	676	19387	13705	17682	2827	19995	16806	5991	11496	8018	20125	11681	10273	10533	2693	18617	2664	17674	17191	993	3953	11619	13084	13587	610	11625	1201	6117	14469	12901	1794	2006	2247	5786	136	16330	5394	5648	171	16267	3484	17221	1416	10119	17141	20156	6008	5265	1924	7277	18610	8895	4146	5349	7419	4360	5773	8278	7118	8099	18092	5785	6646	975	18069	14072	10080	3074	18460	19780	3064	19195	18088	4617	18308	10442	12565	16624	6710	8252	17007	16130	1926	11560	8855	14226	3720	12840	4225	4587	8100	9756	19991	1444	9377	16964	18625	18938	9877	4741
12335	17471	17669	5522	4760	1489	20106	18920	5282	11196	7279	15783	17228	6423	7989	18615	18324	12617	4196	1049	2556	6870	19192	9236	17812	19618	15065	5759	11143	6709	6821	14560	6263	20189	7795	894	6363	9626	5592	2979	12826	10120	800	1996	18809	19624	8443	19243	12469	14610	11812	14793	18698	4301	4466	12190	6743	5652	1146	3288	6683	18930	6348	8038	14311	8791	4550	11248	19283	19724	12232	3566	3994	1987	8050	1428	8737	19814	9057	8230	8473	5984	20061	13304	18691	15702	7601	7649	10350	19856	10001	10604	7522	468	7791	16819	6356	12871	19551	8085	19255	8612	7719	17273	7628	8140	9899	4137	4191	16579	17212	18737	17250	1347	7487	4480	15778	10806	8838	2005	16466	788	13063	14589	9113	1500	19219	17330	2703	16295	10395	327	15152	14428	12078	3340	4096	19195	18290	5718	1336	15773	19991	2809	13818	11587	1680	4225	15018	6057	4134	3221	17077	15795	13573	15491	1320	18343	3687	4587	2996	13892	10465	8583	7340	3202	12471	6537	1744	17951	18799	182	6701	1444
11253	15172	2825	9977	16994	10399	7131	8168	13031	8949	15535	17619	16367	5716	6182	19019	6786	4737	15071	2686	17083	3723	15264	6649	12784	15652	1762	86	1947	18407	667	7931	748	10016	13575	7565	2440	18238	10811	1771	6822	11527	18113	19309	1636	15836	11880	15282	10982	20010	19761	9846	1368	8613	13592	17126	13282	11487	3788	8821	16073	18366	19882	18382	429	12251	341	10686	18302	7584	3483	6897	17099	15672	9544	5757	16950	10137	312	11289	6018	19585	19765	16545	7175	6098	18026	4945	3582	15206	6231	13453	5938	2593	7180	3684	10995	11464	5913	14655	11983	4983	4024	18467	1610	11073	7042	15518	15655	5529	8575	15009	3678	7020	4831	6971	14101	2524	17255	2982	10187	6934	9661	77	18091	12641	10229	7500	11248	20014	123	16276	10785	4836	16130	182	17077	18290	7245	1320	16964	13092	9377	8100	12521	13177	17888	9756	10002	1731	17120	616	17390	3074	6701	10389	5785	12648	2555	18069	17843	19195	18981	6710	12078	13563	18343	12821	1191	4741	1680	15773	15766	10462
90	17177	3520	14769	14405	14968	2076	12794	14158	16558	14760	8235	11915	17114	14581	2379	15719	13986	18457	7934	94	8678	7864	18725	17839	5754	8541	4240	13772	17793	3339	9234	19583	17475	9875	12720	9523	18608	18587	12117	1457	18017	1282	16118	8454	5829	13147	13045	3220	11281	15632	130	10403	9933	3320	10800	3193	17260	18037	18902	9369	5239	64	4136	6374	16032	1350	4253	13441	1886	10907	8703	4778	2630	4111	16640	3496	19263	4339	19646	2821	3735	4281	2989	1875	7690	6555	11287	13311	10591	16279	4750	14973	14791	15663	11792	1193	19169	5432	63	12139	18859	3701	102	16183	8914	5061	3490	7220	5186	13314	13682	734	1787	14331	3223	15359	7296	6347	6771	6220	5158	18434	9096	15764	11834	11696	19710	15984	9746	9557	19116	12898	14015	12521	7407	12648	2996	13862	19842	18544	16130	19780	15701	19435	1744	616	9756	1731	17390	5718	14226	17280	8583	15022	5785	1680	11521	12471	19143	3221	19700	12821	12168	1926	12840	15773	7529	16624	10389	10616	6646	2210	4617
