12248	16214	7786	11021	17574	5626	18773	12673	17768	17336	16082	15134	10684	5459	1955	10599	18033	12847	4027	15903	16713	9835	5746	467	883	12176	466	4065	2982	6964	4956	6517	14811	8904	14546	2628	262	17971	181	11710	13104	4665	645	16771	2012	19745	15258	18439	17146	9768	14643	5535	1816	3208	1134	316	3693	11688	4968	8742	16016	2990	4819	1356	5487	19279	19400	11313	10490	2777	8068	2157	9999	14019	13714	11766	1027	14352	15602	11941	13735	13628	7374	14781	14102	13371	6796	4242	12875	2080	6480	20149	16565	1842	8530	19737	3425	10950	20047	12738	8481	17167	323	19887	975	15246	2842	3720	13177	12078	5477	5205	12698	3202	10298	7245	10672	18107	9377	15773	7250	7529	15491	9756	17244
9146	10481	19960	12033	8626	660	7428	18901	11842	19405	5782	1331	15604	7826	20067	14221	6838	17876	2541	3519	5968	19374	8911	1557	15266	314	11041	4868	7838	3001	12542	5074	10366	5438	4932	11969	10960	14121	7180	13039	2852	18467	19651	12743	15045	2914	14260	10046	4087	4544	221	11552	4459	4774	13939	4731	15162	18346	18182	16026	17516	10590	19603	12108	10016	5789	10929	126	577	15503	13336	933	7402	20158	1059	191	18161	18159	18962	16102	15982	17180	16107	3743	13527	3793	6033	17541	16156	443	3332	4542	6278	15964	19120	9865	6176	10229	18713	4460	8278	3885	14890	13027	12921	1336	6616	15795	17293	7728	15491	12168	19435	18625	9159	6710	10462	2842	19842	15773	19195	1744	19143	18455	18799
2690	4429	3982	16677	16482	2019	564	11225	3079	17614	4732	13159	5357	2182	363	429	6672	13496	5172	13914	11748	12094	10853	5041	16205	4150	2323	14067	3803	18710	4938	197	4473	14225	7776	9548	7964	2626	15181	14933	4815	16615	19375	16094	11327	9001	5208	7630	19843	9616	17261	1891	3723	17019	18539	10448	5714	2855	15543	15610	8782	18832	17522	18505	10502	17639	1147	18161	5232	8948	12662	10013	9059	15114	14614	3498	19540	12734	4434	14978	14726	17125	6003	18025	12434	15950	15487	10584	2694	18516	17781	16178	8393	5610	3178	11538	7080	16474	8606	1243	15897	18064	1295	3970	5486	13818	17244	17557	15246	10462	15491	10856	13573	13892	5785	7245	11587	15795	4617	1336	11901	12921	5205	8583	19780
10644	9658	14438	9529	10153	10679	590	12047	1387	1099	17281	8222	2931	2050	17284	17886	12152	2664	19119	4999	14778	15832	9123	10892	8403	8055	410	16241	4046	1295	17092	12556	15235	5467	14852	13143	8447	13078	3508	18039	7120	14955	5413	8771	2965	12091	18638	13171	6878	14120	7031	15436	18935	19673	174	10327	15552	1405	13046	19004	13452	3915	15242	19627	15469	11694	11462	11711	5240	3802	17567	9441	19995	12377	5248	2890	19525	19003	17172	18549	423	16409	10717	10353	1563	14435	1545	9197	9932	19232	5024	10085	8896	9723	4601	14276	1685	5473	16401	7716	10561	17297	700	4562	18981	9159	10389	5847	8583	2618	18088	18343	7407	12648	2842	1320	17120	18107	17007	5477	12168	5205	1336	4741	8129
14843	17815	12669	19432	14431	15533	17864	8726	3960	14069	10764	19864	11879	1597	18503	1481	5151	6310	18979	13581	3600	7013	16324	16167	5536	12400	13214	14762	8440	7371	8012	361	11390	1229	8121	5935	135	14581	14055	10830	6783	667	14784	13768	11301	17141	5599	12265	9048	5561	293	13757	2286	17464	811	18242	18549	4968	10191	20044	17461	16235	13857	6264	13481	15261	18781	7057	16516	3421	17329	14500	1072	3566	12618	12581	5544	19628	6548	10250	6958	1563	13910	5344	1834	10737	18325	1792	10779	75	17711	5364	4549	12758	16871	17	2713	5964	10993	10152	721	13100	10161	6108	13818	17244	5477	11726	3720	15795	18343	13892	14226	19517	19195	12698	5785	7529	18460	1744	1926	18290	7245	8252	2210
8052	3958	1439	3406	3982	15723	5342	982	4446	2808	14781	8730	457	12102	14224	17488	15680	17310	8440	12787	4276	19917	7393	17375	17640	4810	5686	17639	17108	11619	11762	2965	13758	13192	18434	18220	4755	13646	13648	11545	14874	15151	4195	6008	16642	5898	8356	6140	4022	9919	11165	17038	6601	9279	10221	7142	4526	19882	18129	18940	1977	10652	3837	7853	12501	11150	11795	18199	10473	8182	12804	7351	12613	16360	16402	12781	2212	210	4607	6357	16322	11097	19583	5930	10332	18657	140	14154	3935	9765	7083	11392	7316	2723	400	19459	4634	2986	16100	9429	13519	13711	358	15839	6616	17142	17951	17280	4700	15795	18343	12565	942	15784	19517	2819	19195	9756	10298	1129	8583	2842	4134	15108	18544
19776	8705	2307	1724	18342	20112	449	11509	13773	13610	16976	19478	15846	4901	11750	16407	14731	2873	18202	66	1742	4918	8574	7705	13505	5623	9544	7893	1549	8193	14371	4478	15878	12937	16183	5676	3945	7910	1949	2073	16228	16354	9214	224	18379	4439	9369	8812	18572	13447	7873	6497	1104	11256	18329	19021	18355	3431	10800	2088	17893	11863	13405	6155	19176	14560	19852	11314	6149	1642	3146	2805	13170	14492	6181	7980	4046	19670	5692	9268	16110	62	20089	18810	16620	5962	486	4924	197	3539	20100	14080	9743	16491	3947	10224	4182	16595	14581	9040	8363	14469	3055	16366	4700	19780	9756	1336	4096	7245	17951	5785	2996	9159	10442	18981	2210	5784	15795	11726	13092	7728	942	7529	975
5444	14342	13124	18543	6066	12208	10753	8997	14068	13242	13922	3135	6208	15822	3689	6609	6176	14512	17096	17529	14240	11458	15434	9376	11436	10691	8980	13734	11798	18773	3974	6762	5547	19769	9134	841	17905	5524	5792	5942	11814	7677	15160	18825	5884	4290	11753	6982	14119	3801	8892	1837	1419	19574	15609	10443	5065	5057	14900	14747	348	3951	7014	18244	12166	15322	7917	2802	12729	4171	7130	6588	5632	19145	16114	12304	2316	17518	178	4485	344	19389	2364	18940	6363	12650	14092	15253	14667	19362	15750	17827	8004	1164	14457	14495	15477	13003	18899	11035	4678	12977	5937	4125	15773	18799	8252	12821	17557	7245	18343	5847	975	11521	13892	15731	11726	12921	2618	6710	19435	19143	17888	4096	4741
1795	12973	12093	13919	13726	3658	18072	15896	3448	18450	11626	5661	3403	20014	16614	18970	7309	5359	18589	10696	6489	1950	11922	9570	5030	15410	15328	11087	10734	8655	10038	11821	19737	18276	6672	1127	13144	18961	3121	532	16115	2073	5313	14334	8760	12825	11155	1183	13192	2532	5047	6759	13515	2212	12152	10110	13187	3269	8897	1386	8335	6584	15846	6020	7403	15655	11400	4352	18211	16308	1852	7448	4665	18631	16273	11068	17970	19010	16478	2500	4457	16963	10523	18936	6126	17901	7367	3199	17336	6545	13005	8900	15530	5678	14191	8186	18407	9154	11204	16703	69	15957	18515	15654	8129	11587	3202	16986	4700	14360	2618	13862	17244	19378	15491	13177	15108	18092	18343	15246	19991	14226	6710	18308	8100
4346	12115	17993	10346	12856	14431	11288	15359	17914	7631	9839	4718	2674	171	17639	8514	17885	4478	9163	19456	184	5487	8506	7534	10942	18820	3421	6087	10525	12054	3242	14585	18238	933	11090	3735	13264	4031	18886	1163	14099	12507	7238	10514	3466	13207	5730	11932	15754	8774	826	4921	1332	916	11642	16362	19623	16628	4266	2077	5946	14647	14664	7833	863	19299	1246	17504	1382	12986	13713	13131	9833	2092	8692	12341	4073	6962	14905	14137	18389	465	5019	7207	13856	5680	2370	2143	15085	5078	5577	13267	1786	9498	11779	12538	12058	13354	963	6369	675	4787	9236	6568	16624	11728	4048	18308	2555	10080	11901	16130	12168	12648	12565	10389	12521	18997	5785	18088	7870	18981	975	17557	1129
4967	4779	11998	9439	19248	15382	2990	2929	12024	10653	6835	7943	19810	8745	1517	1389	8162	35	4501	487	8975	13	5884	4231	15381	19737	13357	5993	10952	7307	11574	10740	2550	3533	15471	16730	9924	658	13592	7193	10105	12692	16282	4152	10437	9464	14772	15737	2565	6238	3594	18095	18908	19678	6085	5237	2331	10691	4089	5155	17151	7565	19344	1616	15134	15055	18889	2480	12074	2439	14501	9671	9290	16199	4643	19003	8738	5163	18222	14643	8193	11496	16469	7319	16690	15691	8788	2655	15520	6821	5261	12894	1847	17430	4862	10596	3185	2835	16653	12157	8253	13812	8534	3379	15795	18455	14360	15108	3202	11901	2210	8252	18799	5204	13092	8129	15731	15018	18625	4741	2842	18092	2996	8583	11726
15575	6396	1699	17722	16569	8960	759	16316	4938	5924	2894	9697	10816	1787	1206	7355	17437	2909	18111	2717	13649	16871	5681	68	10871	16408	14384	10497	4102	777	17639	5313	9817	2599	15895	1288	10156	2964	4243	13930	18242	13990	4819	177	15121	3635	12146	4838	3271	18209	2906	2208	17117	7353	6809	19240	10469	12900	1137	2693	10737	1125	10222	16858	17162	5245	2312	5813	16816	11984	17910	3533	1391	2835	10586	15555	3965	518	18774	18341	6949	17455	2655	5800	14427	6629	1733	16667	19095	12105	8950	2836	4028	9615	12364	11451	4535	10412	15621	448	14193	12919	4095	16343	9159	16130	19842	18981	18107	4741	8583	5784	13177	1168	7529	15246	15784	18938	13563	15773	16624	5477	18088	18997	6710
7823	4820	17647	2344	16328	2302	5348	16135	19632	14580	16877	9747	475	16393	6663	14077	10097	16314	14340	11929	4299	11505	11472	19614	2236	15440	12705	12914	3681	6428	14993	14330	18113	6050	18565	10777	4551	2439	305	8454	4084	11678	18679	5507	9046	14380	12166	1137	1557	10933	54	9125	4291	10887	10590	4861	12363	19535	3184	8312	463	4476	2266	8472	19563	7848	18199	4199	15852	4370	7872	6224	7223	17265	1453	13950	13508	7264	18162	194	4704	717	8662	16919	5286	19989	8948	15845	2538	1198	856	7499	13901	18928	20177	12611	9627	17458	14911	14185	8021	12055	9688	20009	15731	10389	18460	1129	8583	975	17142	19842	17120	18544	10672	13862	15491	2210	14226	7728	18107	7529	6710	18455	13573
7933	8267	5165	2258	18621	12075	1941	17966	14618	11796	9701	10993	2014	730	7187	18469	6790	6941	12390	800	9450	15900	623	17563	19372	10854	125	5153	12836	9309	16598	3343	9033	3668	15400	5260	4089	1610	2873	587	10074	13267	12786	3951	18277	1993	6061	10741	3604	10333	4184	18298	11551	4695	16183	10655	14378	10873	9079	6541	16142	8101	16858	10592	13857	15628	8682	7071	11805	1776	10710	2948	4267	2721	704	18587	16061	3450	5017	9782	4948	12277	6033	3531	4264	9807	10034	10077	8099	9467	2430	2593	9077	2649	13893	9057	12227	12249	13822	6752	15484	6310	9666	8348	11137	7870	10616	9159	19378	18981	3720	13573	13818	12565	18799	18308	11901	17557	12521	18997	7728	18343	17120	19842	5204
19382	6717	1884	7425	19546	6675	6448	13084	8405	5442	3901	18469	9457	6141	9616	2570	6085	17445	19086	10227	1161	1485	17541	973	16802	3818	10687	10992	1672	14529	16664	8870	19380	1402	15194	8473	6576	13291	13700	19540	2965	16916	8896	2152	16199	9736	12070	9386	1394	623	341	16607	20079	3602	8541	4268	9661	19458	69	17421	6958	12126	12606	3085	15111	9002	19864	14302	19237	11811	6039	7628	15328	5038	19072	15479	6415	14998	2399	1915	9049	5304	652	12652	3866	12366	2491	5065	6390	11308	3965	12252	15415	15168	6955	16290	4492	15185	9300	2547	1014	18918	5291	7179	15108	19378	12565	5205	4617	13573	10672	7407	6057	2842	1744	3687	11726	10442	6616	9255	10389	11901	10080	15795	10898
12097	1580	8118	10095	16678	9649	10431	17272	1649	3802	1143	19540	1457	18573	6925	4277	4667	13680	13880	7902	20062	11369	8116	13399	223	644	4011	15409	2020	5000	18316	13539	1431	14898	10201	10696	7655	11355	3849	10407	7234	17241	19609	3144	11101	16610	12174	5292	15318	12935	19712	3915	5514	12999	11260	6037	759	7386	3283	2092	13116	11075	4264	12219	10105	3581	2890	12690	2375	9379	1378	12199	5211	6201	17672	7475	15843	12894	12206	7736	10606	11691	15460	13910	12420	5775	11039	870	9390	10755	16401	2194	17112	12458	18752	18059	17876	17446	8657	3750	8110	512	10642	12468	5204	6616	4741	17142	15491	18455	11726	1129	3687	16964	13563	1168	12840	17951	12521	6057	4617	10898	15731	15108	2210
12635	12966	1426	4494	2886	5113	17724	495	4878	4773	8187	9818	241	8217	922	18002	19915	636	2651	12102	13440	5261	10046	13831	20087	17045	6890	1215	15955	961	7179	20086	5561	4500	17970	11827	7881	18668	8910	18880	10960	4659	7484	8654	12950	108	15665	3409	16937	9413	12686	16110	4067	8444	15149	14479	12823	6647	8051	20130	11874	17446	11941	3960	2861	8871	3761	17467	78	9594	6961	5244	7569	14954	11285	18890	13482	919	4023	9213	14393	15043	8012	12705	854	16273	15098	18224	14825	15009	2920	1187	11625	11185	11005	3967	7936	14666	1828	10122	8959	19458	11046	9340	18997	13563	18544	12821	2842	5486	10389	12168	7245	16964	4617	11901	10298	1320	18938	5847	17280	19517	17951	12521	18308
16468	8708	15782	2622	10267	4481	10515	4018	6181	6999	8193	3798	8094	17754	2311	350	3357	7748	8389	3922	10053	4784	16505	6563	5000	8527	8672	6909	10801	5907	8560	14421	1840	13084	15280	12247	16858	12830	11285	7540	4519	19500	5977	4953	8825	4781	2349	1532	693	12768	18511	11749	2836	9821	7175	7719	11351	10512	15356	8189	9763	2571	794	1737	9707	313	6339	6601	16461	15503	10224	4743	1953	8351	14816	5639	7452	15947	5459	15743	4690	12530	9227	10588	2963	15199	16670	2677	10874	12736	15563	944	5897	8530	5581	5854	9427	9558	9832	4842	14659	8846	16134	2527	12698	12565	1744	10389	19780	11587	5785	13563	12521	15784	7072	19195	13177	18088	2210	3687	942	9378	5205	4700	16964
8775	16811	228	19020	2798	4512	18573	86	17771	828	8598	1087	3802	9623	5685	9594	6748	10356	730	3025	1384	18096	9604	9374	8765	234	18710	6905	18266	4530	11544	16938	6657	16459	9635	16528	5782	12913	16049	8318	2153	16125	13342	7575	1243	8527	14323	3264	1864	10514	9050	18723	16628	14959	7242	9178	13141	484	6762	2171	7184	8483	11822	6452	9581	10494	4282	7544	4280	6759	4453	965	14429	1378	6738	9484	5061	19225	12522	14668	15475	474	19835	6992	15593	13097	2043	11048	5591	16995	146	12768	11091	3832	11830	8006	18178	19568	748	452	10586	13192	11781	18211	10616	942	7870	1336	2555	6701	15108	4741	19517	15784	11728	5847	19842	10389	3871	1926	17951	17120	1320	9756	2819
8524	14089	4553	17837	13643	13499	4040	20041	17521	9950	6536	3770	8134	3059	10169	3194	12898	18467	13883	5399	4856	11205	19592	277	13303	16409	3062	2058	2794	3133	9077	2978	4165	6046	3612	13948	11371	3946	17246	14153	19614	11112	5997	18409	4732	3679	6906	6402	7083	10784	15421	6236	2718	19119	13781	13103	5886	18886	10903	11232	19514	11127	9831	15010	11370	5870	18212	7254	6977	2813	13795	11775	3337	18652	5688	10829	6105	9137	17467	13039	13578	7423	7601	1915	6677	15645	7921	6399	13741	8021	157	6011	3526	57	18911	650	11763	236	13231	7285	10251	16006	1537	17241	1336	12840	18455	15784	13818	13092	2555	10462	15108	19435	4741	10298	4048	19517	6057	18107	12565	18799	4700	12168	4134
5931	19692	11367	530	14453	3583	3529	1042	8036	10700	4086	2761	6104	5402	311	2012	19335	6034	17775	463	2432	12980	8970	2687	12072	16119	1606	2259	3586	3325	20131	16061	17875	7402	8468	15456	19081	17889	5346	8355	8994	4231	14411	6882	15854	4422	1358	10196	7713	2702	3382	3857	15642	6995	2820	14900	18028	17370	18744	7836	7207	8154	18611	14244	12935	4969	6306	12498	14182	7459	13478	5184	18190	2297	5394	17415	12869	11981	13237	19885	10802	17051	1248	1315	13644	17671	12149	6902	10482	13413	13910	16182	2121	10432	15700	16248	3164	1557	12346	13782	14546	2006	3703	20105	3202	19991	12840	18544	2555	18092	15795	15108	16130	7245	2618	8583	12648	18938	8706	18107	16964	6057	11726	10898	4096
4749	14409	17444	10479	9898	11621	11270	12014	11625	8746	13395	13644	9382	135	17063	3243	17931	13773	4486	4065	2250	877	16841	3152	13110	8325	810	8578	10698	13211	10274	19998	9268	296	10029	18084	16400	16927	19313	18936	7625	9592	13513	7332	4898	12088	17485	9407	817	8862	3030	815	14430	15293	18173	6108	10074	19380	17793	19552	3756	15348	15154	2213	17915	5808	14536	18557	7170	18765	18539	16919	5756	400	12822	5637	928	12661	11087	16671	7268	11314	5082	4014	5746	16886	6897	8641	9602	11764	13882	3974	8365	8049	14655	16792	15644	15150	12568	17342	12864	12092	12782	16151	18455	18088	17244	17557	14360	18092	12840	15108	1744	6701	17888	3687	4700	18107	2618	14226	19517	7728	3202	10616	17007
3091	17006	599	1451	6424	5466	12105	3597	15951	19190	6999	7708	4541	3689	11254	9639	14522	1455	11537	244	8798	14768	5342	4149	11707	11495	19954	9269	5580	16720	822	8250	1266	12803	17490	1011	5520	2990	19710	15103	1227	18562	11498	5682	1876	19066	467	12259	8351	10665	12530	13601	5442	3684	16470	6964	2242	4990	85	7753	18424	15429	3536	13227	11445	11249	10085	13017	1508	10260	12837	15573	9886	7783	5223	3562	7826	10881	13857	12846	13711	1009	9971	10653	19989	8843	7499	8639	4811	11877	15852	10537	15722	7763	6334	1165	7900	15014	487	6192	15844	14137	10066	12309	10672	5205	17951	16986	942	7340	15491	2555	10389	10616	15731	7407	17120	8100	3687	5477	13563	12840	12648	12521	8583
6493	9773	10608	12175	4632	9813	6378	16267	10514	19516	12249	1481	11795	11796	16603	14355	11856	10223	9055	14299	8369	7446	19683	10950	7259	1616	17714	2313	6303	1657	18222	1398	19514	19087	10730	18102	15488	1793	529	16491	10447	3673	5543	2176	20196	12739	8340	19308	19309	18225	7748	15401	15928	15060	338	15902	7927	3185	6530	4407	14896	11777	13582	18835	9905	2206	2788	19992	16671	12905	19463	1769	19777	14269	3226	16733	7701	103	8207	15926	7632	411	4191	16732	11965	15145	3629	689	390	3661	16496	18434	2128	8563	10469	1903	10602	19500	20094	15098	7388	15494	10540	13254	7407	2555	5477	7728	13092	17007	19991	17951	18981	11728	15773	18938	15701	14226	6710	15784	12521	15795	15246	10672	8100
3446	13600	18688	11034	5130	1693	11812	14084	11349	8836	3683	12634	7840	19268	12392	15406	7019	2835	3693	3606	4711	16273	16095	15901	4465	14233	4817	7570	17686	19434	11549	19308	7667	696	9508	6375	15551	1941	14578	68	14845	10765	10370	6121	9666	3944	12751	20161	5420	395	3354	5000	8609	15663	15255	8627	14820	18400	18685	13452	2742	8017	13958	10830	16323	9779	15958	16440	8827	1217	17586	11835	1087	6991	7654	17728	13336	1617	15181	8359	19745	8407	712	9427	12240	6497	12849	14380	11346	7032	9697	10250	587	13186	16760	11087	6672	2722	7214	12215	17375	448	10687	3431	5204	15491	12078	10389	5205	7870	18938	15795	15773	17244	19991	6537	6616	7250	3720	13573	10298	8252	9159	3871	12648
7824	568	15081	7577	12508	701	13819	7081	11646	13319	13450	9329	7686	10067	17608	9367	16501	17446	19080	11016	17440	10865	18802	18982	11286	15982	17379	464	2269	1207	19803	13357	6836	14525	3070	5223	2278	14811	2394	13242	15521	9335	13250	624	13885	15959	9389	6262	12760	14504	17322	12797	5304	3095	6923	5699	12654	1327	3144	18752	5442	2	1802	7010	8655	781	2133	6538	12927	11133	2746	13017	446	3749	5022	4295	15737	1421	152	12206	13614	17385	2334	14284	11843	12729	2868	18222	0	1365	19514	1364	8400	15462	6480	15502	1562	4198	9886	4977	5095	4426	8810	11017	17293	8583	3871	13177	15018	4134	6057	17280	19435	8129	5477	15246	18799	11901	13892	14226	17557	2842	2996	6701	11726
8937	6888	18623	9891	3958	6631	11624	15892	13422	1948	13877	18919	3758	14839	10323	18573	2982	16359	12916	13392	13051	6498	714	13231	17411	12468	16670	15798	10425	6938	8672	16965	5714	14964	17954	18402	11635	18147	164	16101	16016	3222	10569	12667	7707	1383	9047	16552	4505	7576	3962	1394	9422	19173	18216	13604	12247	8907	17165	14637	14084	2927	9458	12736	10230	15980	14427	144	10324	2802	4217	9734	4476	5828	11762	15654	3908	4477	15320	18255	15071	170	13682	6552	360	8204	8035	19119	17497	8407	13642	5563	3830	10933	18041	2916	7846	10923	17947	11603	5525	16067	7658	1092	5477	16130	11521	13862	4048	7529	6701	13563	19378	10442	16964	15795	9377	12168	15773	14360	12840	1336	12521	942	18997
3923	16767	8735	1314	1471	7889	9999	6964	11394	10891	62	6239	235	12377	15314	5567	6870	10373	931	9305	18884	488	3295	3357	18817	18517	1868	12990	10490	6039	16062	8861	8818	12499	13561	13900	10366	817	5020	7466	14425	2802	7902	7110	5907	4147	12529	9517	4566	5324	1052	17814	15269	9351	12963	10146	15413	642	19525	16952	16611	9057	1586	15260	2146	7499	19202	3509	658	624	19279	10411	12259	14742	20105	16827	17740	7764	9925	1788	1164	16337	4589	13498	11306	16390	13807	12240	14533	7144	13534	16799	11666	11829	19431	5966	16583	10121	20044	19835	1256	16133	1180	4274	12840	13892	5784	13563	2210	18092	4700	7529	942	3720	5486	7245	10298	17951	18625	15246	12078	3687	18308	11587	4096
