14759	275	9684	16221	537	11622	3067	4365	9418	6742	11764	15540	13583	11846	16817	6999	8644	3838	4246	4705	11467	514	677	13294	16757	19922	19190	3130	16321	16908	4699	363	202	13746	18400	16670	18159	14568	19483	15900	11385	7297	6970	8345	10166	15377	7924	12507	7632	8027	16049	3882	2964	3003	8714	148	6412	7619	2250	8796	2799	728	20020	15410	9051	11666	7379	15444	1193	1076	15826	18114	4953	15353	12301	18315	15948	6904	9304	12498	14488	17143	15328	8132	1300	19976	12417	11095	9383	10686	2777	18729	1311	19536	1143	19338	3389	15685	12048	19842	13892	18290	12698	18625	12565	18455	10462	18544	11901	10298	13092	18997	12921	19195	13818	6537	7245	8706	7072	15731	18092	1336	5205	10898	7407	7728	1744
2510	6051	13183	12310	2281	10250	11233	17194	5899	19038	15905	17919	12059	5528	19855	6829	943	19443	1155	17959	6822	15844	11463	6991	9643	5755	16274	1381	394	7320	17371	8958	1982	5158	19898	7433	17910	8138	8456	8535	16203	10413	19622	13976	12661	19835	4801	129	11232	3450	5699	13102	17721	7453	7747	9000	17694	6356	15908	18934	13533	7727	17384	4407	11400	2152	16411	16330	14041	11317	221	11950	16166	18111	10655	15816	16204	6382	14667	14001	12496	1491	10843	19366	5418	18211	15547	1036	3760	3373	10945	9473	19484	15428	12076	8002	8836	4660	4769	10462	942	8100	5486	9756	10389	10898	11726	2618	7407	13573	2819	17280	8706	4741	15108	15701	18625	6616	15491	15795	3202	18107	9159	10442	19780	13177	12698
2743	16931	12361	6592	12085	11906	877	2867	11433	4829	9299	4522	9736	14823	11464	9314	6464	4793	9666	9965	15460	2591	7098	648	2575	17403	14460	17660	5399	19903	8999	12787	4027	11606	6389	11179	14358	16607	4193	5024	18384	13326	10490	17607	1187	6040	5943	13148	15722	15682	14373	15508	10685	15543	12672	9605	2778	5587	3084	10628	19059	19989	14351	619	3287	13912	664	12295	1137	3964	6829	12938	12615	6229	5481	15505	11520	5274	15960	8974	8724	12514	11798	19174	10859	5952	6570	13072	8782	12006	875	10017	7594	4166	10076	17330	2391	4005	714	975	6616	8129	4617	2819	6537	7250	11137	7072	15701	17007	7728	15784	18544	7529	8100	3871	13892	1744	8706	15773	15108	3720	18938	18997	17120	18107	10462
6026	9259	10690	13586	335	17610	2593	13168	4622	10561	18517	778	3229	10067	17553	15162	14264	5243	6572	20205	16024	2158	15192	7808	11318	11739	14381	11287	5164	1978	4742	12790	20011	10344	1378	868	2034	4938	13485	10243	11231	12378	18512	8847	6499	17073	16930	3162	7420	10715	10986	10498	15986	7582	19540	19928	9839	539	9767	5346	2562	15035	10917	16401	17791	10927	12989	14519	10188	6952	19362	19039	19613	5000	12792	7753	19589	12875	7682	14419	19734	6047	10623	6895	18344	9951	5450	421	3661	14343	5421	9683	14964	14413	1607	10739	2040	3403	4032	8583	12078	12698	3687	12168	1336	9159	11901	13818	1129	18460	10898	19195	15784	7529	17120	18544	6701	11728	975	19378	14360	4741	2819	12821	7072	4048	18455
14835	6604	14192	18338	12257	17315	6027	6930	17326	3499	13485	9931	6944	1436	2371	1256	2280	16380	10423	6796	370	5708	14785	15637	3846	17910	4236	3099	12570	15746	11136	6854	19067	1052	10952	11225	1201	9294	5392	5494	19087	6815	16989	7371	8372	8097	11735	9661	7758	18224	1316	2534	12665	17191	19327	6925	1498	10871	7891	6802	194	13392	2488	19539	7120	11684	9985	146	3678	1645	13387	11681	4475	16948	13543	3752	6431	17340	14052	12362	40	10514	18823	15610	11650	17199	8053	17808	13013	2003	14999	12166	7493	1753	12969	8704	5000	18082	439	17007	3720	17244	15018	12648	19378	12921	12565	18625	5477	7340	15773	1168	942	19435	6537	15795	15784	19195	18981	18799	8100	1336	7407	9255	7728	19991	9159
7640	9162	14931	10711	16828	8396	1942	16919	9852	12084	1598	12051	3385	15836	1948	7730	9923	15542	13289	3420	15554	10174	4295	8062	6082	9188	18520	1776	6117	2734	2405	7989	12615	3983	19318	20039	17323	1726	682	19527	1455	9031	6347	4205	19660	7921	10734	4588	85	3601	9095	3620	14095	10474	1046	2221	10112	4152	15607	12864	16472	5699	16920	19980	7644	3663	9461	15772	11192	1353	2181	2588	1496	7656	3705	7607	13542	8463	6313	9646	1549	15173	19092	3602	5223	2855	7803	15976	14320	8860	13644	14744	8990	3875	18605	16224	11254	4633	5159	12648	7250	18088	13862	8252	17293	15246	3871	19991	4617	17280	10462	15018	12078	15795	12821	975	19842	19195	5204	12840	6537	3720	11728	8129	8583	5784	7870
4451	5370	18927	15803	8609	19274	8918	13326	16545	2807	12923	11394	261	8270	12751	6216	15052	9005	6406	18926	8201	11956	943	14752	18747	2223	17923	14121	11602	11410	11513	2935	11202	3247	1516	15722	6998	7353	14435	12529	9435	9097	12206	11466	6252	3026	3668	16515	13468	5887	16531	4489	1387	7018	6541	577	7948	4119	15288	2749	741	8731	20138	11393	19871	15360	13044	5468	13912	9600	3931	9131	14719	3516	15031	11626	11138	1424	16527	7381	930	1414	10890	11822	1048	7700	13143	19902	345	14049	1013	12121	11748	17811	15604	7582	6992	12859	14469	17293	15108	10856	4617	18290	19991	18938	1336	15018	16624	15246	5205	12921	8583	19435	19378	17951	1320	15795	1129	11137	6057	13892	10080	15701	10442	8100	8252
17934	3102	3520	11900	9760	2376	10003	5938	10344	3283	16136	12412	1389	12010	19732	10308	4055	17972	8226	13566	17510	15166	1557	1981	18901	19757	4588	9192	3524	18605	9541	2744	3427	2529	15727	2394	12621	17376	14680	5593	19332	8900	409	5876	11708	3777	7595	13532	4369	19862	6584	67	2399	6294	9118	1164	15815	5306	15550	10730	10139	10187	7423	414	9424	15137	11497	10614	6793	14755	532	6036	9470	16723	9782	15916	3680	13110	14470	18909	16206	4207	9095	17472	2475	12845	10741	17665	18324	18871	19049	5956	265	14738	48	16150	6304	15945	19066	15701	5784	5847	7870	9255	18088	6057	15795	12078	15018	15491	18092	4048	6710	15108	12821	7407	17951	18938	7250	6701	10672	7529	11726	11521	10080	4617	9377
885	14448	18142	7358	12103	13275	6520	1211	10947	2674	10154	2673	515	6690	5956	10994	16774	14987	3948	13757	11557	12850	16379	7980	13990	2946	11561	19994	3121	11609	3767	3735	9624	12264	17882	2605	8596	9443	13140	19671	19969	15416	5627	9523	8469	17962	1726	5520	8627	14049	7338	14326	19073	16363	7540	7382	6311	2077	5588	7444	6976	1166	587	12194	11218	6682	44	19055	10263	4376	14074	7616	10426	12859	1654	3382	7532	2287	12641	1001	19581	10277	5818	5761	3555	9184	18102	10592	7197	811	3898	10689	4202	9928	6037	3484	14951	7700	18178	17244	1926	3871	13573	17293	9159	11726	18290	6057	11901	19378	2819	18544	10080	18938	19517	13892	12648	7072	7529	5784	9756	19435	15246	13818	8583	15701	9378
5712	4730	10213	2422	7755	11328	1534	9240	4136	941	15111	2101	17827	18645	15895	11048	19132	20002	4269	4544	16366	3095	2406	9721	4011	6036	11631	2896	15068	6112	7056	4146	9017	7175	6011	18271	15150	1189	12431	16864	9340	1679	10765	14589	6522	11615	15604	11688	10314	6550	8644	13471	15692	12660	5517	15945	16669	4348	8012	10144	11527	13066	9522	3800	11748	1652	18323	8563	6595	1275	4196	5336	15235	208	10210	7141	3307	17651	1546	18607	2062	4633	18333	15202	1291	2492	18298	9090	14231	7503	12427	5984	7165	6878	1224	14001	11331	15070	10636	6616	12921	10080	7340	18544	11587	18981	8706	15701	18938	10298	3871	8100	11137	4700	15246	16986	7870	2618	12648	15018	7072	9756	3720	19517	18343	15491	7728
10629	5165	17667	7384	1417	17143	16239	13351	20116	3089	1865	659	20021	17115	8736	8833	13605	15305	15822	17549	7833	12962	9893	10799	10558	6895	18261	15502	19162	19083	8939	968	18611	11822	16344	17882	6869	6702	13511	4918	5470	9572	15321	11121	2854	7338	834	15181	9295	465	4972	19455	3784	18109	19076	18781	12270	12992	6401	15544	1684	6260	4951	1814	4334	13248	19861	12121	3521	5998	13853	16826	620	10783	9278	12583	12746	13210	14590	514	18499	1593	8506	4150	17543	11989	12687	14623	4339	18322	8451	6809	11842	17794	3697	4815	14015	17102	3635	6616	16624	1926	1129	18290	11901	9159	18625	5204	15018	15731	4048	18088	1168	1320	10080	9255	1336	19517	9756	7728	9377	12921	7072	17888	17557	19842	18343
19090	1038	5129	10229	19110	14776	14416	5540	222	17205	6697	18940	15185	10589	18842	19156	4921	5363	8917	2913	20177	445	1171	4049	12819	11122	4336	14424	16579	2405	5566	5519	11487	4154	5545	3682	19487	11576	15069	1826	19919	1093	18685	4350	4566	6718	17434	7180	9575	1441	12514	2253	13154	8094	6565	9015	2026	10525	16664	17297	16449	14515	6019	15803	11837	4012	4034	19688	17225	7035	19281	15684	9234	18470	2245	8342	8091	10502	3710	13068	19381	16224	2608	12674	19132	3667	12429	12967	7223	14887	18272	12815	3869	6861	19535	14840	710	5284	7561	7529	19991	17293	15108	3687	3720	12698	10080	8100	3202	15784	4700	18107	18308	12648	942	11587	15491	18290	8129	18343	16130	10442	10856	4048	19517	17007	1129
19226	9044	8013	18834	19905	2932	10735	18025	16827	14548	16206	10855	7274	19301	1427	13078	12296	5966	6653	17919	16553	4636	1781	6651	9088	16494	197	14785	5797	6389	14628	6592	14373	8703	15225	15263	6053	3271	1848	19937	12295	8950	12833	18511	17410	19071	4259	8914	18875	5172	3051	12006	1297	6870	5020	4088	14980	6312	19611	17689	12894	12797	6106	10482	6751	2483	1291	17030	13669	7121	11180	18867	8109	8891	11397	1885	577	1506	13138	4457	18111	9738	9959	14330	6756	13800	8941	9308	8884	17338	16508	10503	8520	18426	12199	8678	5608	7480	8967	18343	8129	7870	1168	19517	5205	12840	11726	942	3687	18088	7072	4048	10298	16130	19378	1744	13862	18308	7529	5847	19435	14226	17244	19195	13092	9377	8100
18258	10866	3455	10283	12112	6392	580	18188	9421	4686	15506	11786	7977	6964	5009	15436	5368	11185	15693	15231	7141	4802	15389	13795	12735	16439	285	17679	1467	14875	20095	19507	13029	8902	8270	5602	2433	16220	9130	2368	8400	7931	10498	10333	8934	8522	8485	9154	15760	10770	13044	13000	14052	5414	15552	9838	19255	9354	14251	2023	12542	14605	6637	2911	11247	4750	18803	7971	18753	13806	4998	13897	12498	11016	16248	4087	8059	18095	8884	7098	4546	18739	2092	13210	15353	1347	15712	1870	20190	19306	18698	3638	7176	12026	17441	8974	19656	17724	18874	2210	5204	16130	1926	10462	10389	15773	11137	6701	18308	4741	2555	7340	16986	15784	17280	12698	9756	16624	14360	5205	17557	12821	17244	12921	4617	11726	1336
4553	4922	16668	10602	1877	16102	3322	19901	15356	12052	11772	15175	19747	8540	5803	15826	17776	15769	20108	5525	10970	2070	3765	11875	17397	6061	2281	12342	19885	1405	19324	16156	6896	14400	245	3716	7290	4704	18753	16853	9450	3694	3183	14668	8989	17310	18479	9080	10077	12277	4468	10191	9586	4579	7906	11055	2799	16119	1581	3159	12297	5233	1379	11656	17263	553	17242	19153	17008	12176	17828	8275	11968	11635	14384	17966	13839	19534	9050	13540	9270	11286	6332	4167	12738	4257	14713	8006	7686	13231	19120	809	19353	19509	7251	18731	935	6000	4894	17007	7340	9378	5486	18088	1926	16130	10898	18544	7245	11521	1168	8100	8706	7250	17142	10672	12168	3871	10616	17293	19378	15701	7529	19842	6710	17888	12921
14769	638	3301	5177	4643	9422	17075	3606	8388	9984	12170	7247	13943	11397	10152	13213	3827	19632	7581	3004	14075	9572	1142	73	6274	4747	15743	15163	5537	8541	19651	17599	644	2718	18653	19128	15054	3412	15242	541	16810	2472	19495	19906	18026	19087	19279	12514	319	3318	15032	1815	10979	6303	20181	9906	11700	16195	19187	8913	1379	14166	3824	4091	19737	15750	5454	10501	16082	14951	4622	9617	8379	9473	13011	18302	2432	17610	19536	537	11055	10933	15581	10565	5982	2778	6115	1500	4999	8941	12181	2686	1311	17790	19126	13324	11014	6990	18030	7728	18092	7870	9378	2618	5784	18290	6616	17007	10856	16986	10616	15018	1129	975	15731	15784	942	1926	18981	18455	15795	13563	18088	13092	9756	19991	7250
8155	8626	1936	6533	1652	13084	19305	2280	17139	3149	6791	15807	16640	4469	14334	17457	4903	9558	14027	9747	2931	4614	16460	15472	3752	18730	16016	17827	11333	5461	6132	15880	10509	15238	13265	9107	7553	3184	1973	12672	5871	8342	17448	17735	9316	12060	5818	14555	18479	1878	9906	7980	8828	6948	2516	9073	774	18241	9180	7733	11324	6914	18959	16840	10472	2956	18871	2182	18914	11633	8554	3357	8407	16965	13410	12574	3248	13453	15876	9387	16731	10043	12589	11119	3334	7628	16826	5517	15475	3111	8250	4442	9035	11135	4315	10829	2632	11950	10635	19517	11137	7340	13818	5784	6710	13563	17951	13573	17888	1744	12521	5477	7728	19842	18290	18088	13892	12698	7870	8252	8100	13862	18625	6537	14226	9377	11521
651	17797	3303	10070	4683	17694	3674	15203	5050	5595	14808	18750	7259	10990	19088	2364	15023	17239	8484	17074	4517	4727	15846	15695	986	7433	5591	18970	16182	9581	8761	13089	15811	8571	17129	10150	11119	12929	18449	13553	6306	6731	2967	12301	10417	7180	2767	151	11163	17907	3339	10759	10451	16757	14001	2649	19482	11753	11573	2339	17923	2011	9077	5581	9894	318	5757	16723	746	14090	1533	18998	12667	7924	2208	13850	2915	4018	18767	5876	1054	8043	7320	11508	16428	8912	11383	12021	4674	3656	806	6944	6548	10582	3947	7790	6446	12043	16188	2210	1744	12840	18308	1926	18343	4617	11521	10616	12921	1336	18290	10672	7072	17142	14226	18625	8706	3202	2618	7245	16130	10389	6616	18107	15701	15784	11901
