13338	12539	17655	1569	10612	11096	5165	5449	3239	19616	3823	8966	18196	12700	634	7617	17916	15240	15181	19713	19218	618	16817	1432	7406	18072	13891	2041	3123	3804	3500	1657	14599	2642	14043	10970	3184	9030	5716	6313	810	2984	1184	6745	241	18469	16305	7524	16758	10907	5588	6624	7487	4945	10454	162	10395	12747	10079	3791	18390	8352	16609	19278	15324	16755	11972	9841	13024	13351	17457	6104	17563	8917	13570	2353	16640	759	7251	5313	12833	894	11627	15534	873	4166	6278	14718	14898	12476	10761	15515	17939	1586	5676	157	2829	17915	7820	9511	11684	17674	8765	18467	840	18201	17221	8603	12478	20104	5610	15025	9204	18052	2347	6641	6089	5989	6921	13889	815	12565	10080	1926	6710	10389	7529	18088	10462	10856	19991	5785	19435	10488	4048	5204	18308	4741	15784	18799	1168	2618	2996	18460	7072	9756	11560	19143	7340	4134	17557	12471	10616	8252
3686	17647	20197	5739	11886	3259	14923	15742	4905	11059	6505	15993	2822	12331	6534	10135	7578	18895	1341	8880	4621	9514	4055	2023	12192	20029	4380	5147	12981	7355	18604	13389	11921	7958	7091	12275	4270	1800	2714	6555	20010	16098	16163	19628	4870	9722	12556	17992	16713	1977	545	16637	12199	890	12672	15415	6753	8332	6378	4496	2287	9031	9578	4340	2005	12535	14662	1246	4344	3566	8625	6172	10221	13258	17683	15685	14794	636	13997	4790	16265	1785	2796	17878	580	3648	12559	19881	11933	20061	13879	7679	16782	5543	9181	14074	8230	15511	16975	5288	9270	15160	14637	13770	20070	1294	397	14539	18825	5601	11811	9662	16981	7017	4469	15276	16422	4188	5868	9843	13394	2996	17269	12648	6710	1926	11011	12565	2210	15773	17244	11726	15701	15026	17280	12840	15784	17888	19842	19143	616	1320	18343	19991	13892	18544	12168	10898	15809	2842	12698	3720	15108	18069
10479	13270	772	15967	10393	2344	19277	9745	12771	2888	1373	11015	6633	15587	11258	12676	5780	17394	1752	18070	11642	6747	13119	7295	8146	10827	1048	14272	19843	3418	4791	17384	15116	18945	18586	7536	7654	18162	11387	16368	179	13012	7388	8693	1307	180	13946	2281	1224	6237	8403	18276	18520	12641	14339	19542	12841	2381	7257	8847	1142	4426	7873	6131	18222	15273	12892	16799	529	4091	8819	19774	15835	6937	11693	2121	4003	10079	249	2034	476	14635	17927	4224	17555	4305	19169	15721	1359	11342	15336	15772	19718	8098	7742	12276	12245	15146	3003	16998	12652	11376	9158	587	12755	4301	1688	19160	9353	19959	5939	13406	11346	9087	11040	14905	1427	16516	1867	12483	9904	10389	19991	4225	17269	2819	11560	7529	10080	18069	6616	17120	15773	1320	16130	14226	5205	6710	17244	4741	3687	9756	1680	12471	7728	7072	11901	10465	7340	18088	11011	19195	4096	11137
3321	12505	1594	6610	9684	4488	2801	8775	6886	13848	2292	7009	7714	7502	16370	12307	581	1451	9985	17478	15787	4406	13396	6999	7754	5063	17615	8922	6401	11812	8016	5786	11248	4254	3846	11753	17491	19522	9839	5120	7255	14159	16746	10430	18381	17267	17613	1276	12782	7423	541	16827	149	13590	19758	1947	69	18824	15119	8296	11293	8745	8103	5463	13425	8191	14488	1915	19312	10538	4123	14261	19322	10860	13657	4591	2266	8596	4925	6487	10416	13366	1481	6431	9503	16309	12583	9073	12034	12157	2473	509	12186	6544	14491	10528	3606	11624	9616	5392	9233	16273	8247	10798	12229	12311	3473	8897	12641	819	1821	13359	5355	10439	8443	8511	18710	9899	8426	8919	8122	11521	8792	12840	18544	4596	182	15246	13177	3720	5847	12821	11011	9377	4225	13573	4134	12168	1168	17709	17007	12598	10898	7245	8583	14226	6616	17390	975	19435	19143	14360	16130	19842
12279	7411	4310	20159	3488	7210	5377	6965	3676	19499	8670	11998	13130	18788	15801	12724	3037	7759	5056	14417	741	3857	13254	9737	526	10732	235	8211	17008	14102	9164	1912	517	15699	14189	10471	14796	9269	3581	19224	17914	7327	12206	12657	130	8552	15235	5186	8897	5212	7367	5518	14695	1730	208	8012	20094	10840	13404	16790	12186	8116	3324	14961	3229	19200	10890	18248	19627	16047	20014	13114	12688	17392	19660	3778	5697	8186	5830	569	11443	4393	2520	18902	18947	9005	5723	3442	19489	11860	19130	2905	6379	1049	10293	6272	18556	18647	16028	10308	5611	17615	14708	6796	6936	11749	7496	12117	12721	15854	19706	10642	3669	15384	5437	14964	8473	14871	12951	12777	3374	15701	616	14360	7407	10389	3221	16964	2996	8792	16130	7529	12821	9378	10080	12698	15784	3202	1680	5486	8252	6537	15026	11560	5784	10616	19780	17142	2618	18625	13818	19378	10465	8100
15708	15907	287	15681	1434	1222	12778	9008	13992	1919	16430	10880	17815	12093	18089	11803	7461	2554	16634	2959	16277	14508	8520	18486	20055	15796	6004	20199	13806	1603	11161	17779	452	4918	6306	8683	16378	8102	16528	18642	199	16870	11622	6517	8250	12602	14603	9359	10854	13656	7550	7968	6849	10748	16554	6651	11128	19689	17550	17365	4965	7142	3549	13550	3789	19063	658	16682	5201	7713	3178	12240	17021	19820	5976	17097	13051	2451	16166	17144	11875	8108	8592	6199	17533	1845	5393	18064	18162	10943	5243	1779	2028	18361	1027	13901	16090	17362	9336	7166	16635	17856	16657	15758	7367	18362	19304	2436	8994	17193	17110	8701	8007	2594	4910	3822	7738	13169	964	7214	16645	6710	882	9756	9378	16624	15108	6616	10462	10389	10298	4617	12565	975	15809	9159	12078	15246	19195	17244	4048	18088	18455	11560	4891	15018	11137	17120	1731	12598	1320	13573	19143	4096
14431	11027	8705	2581	4735	8723	1174	15799	11120	7773	15465	14947	951	6679	804	1434	15300	2615	7066	17975	15269	2646	12181	13772	18512	9056	11342	16459	8363	6999	10251	17266	15053	19281	1433	577	5809	9558	16836	12393	1365	4443	7178	13065	9479	13647	16628	10326	14628	8410	12262	15450	12822	4150	8463	19004	576	15878	18982	10347	16284	19189	18511	8907	19656	6941	13524	20020	15209	11370	15752	7592	17915	13596	2702	9018	15641	5155	13868	5580	16166	3651	1994	9775	18405	16510	6381	12245	1692	11597	18618	14857	4347	2845	905	4130	11586	7913	3775	18152	16780	11406	16256	6075	3803	13517	3830	17567	7925	2703	4803	908	14135	13344	17267	15887	4254	8270	7526	14520	12620	11587	4096	2996	1926	7340	9255	18343	17951	2555	12471	12598	4741	8583	17120	3687	19991	12168	17843	1680	2961	8792	7407	2618	4225	17244	18092	13892	18107	18460	3871	10465	12698	3221
18891	13787	9140	12248	17023	10153	10102	15535	851	18170	10346	9311	7950	7306	11652	7224	9642	13014	9479	11988	7332	16256	2415	319	11157	14936	4752	9310	12311	15871	18909	594	3782	8372	7056	10007	16702	20000	12858	10990	11542	323	931	14648	16712	16965	1543	14971	14531	18913	13982	218	13039	6990	4408	2896	19735	7670	1421	19797	16775	6165	14370	6693	11353	9108	18738	18389	17432	15405	17830	5983	2854	4534	16962	12036	17970	6484	15201	12962	15381	3001	12961	7109	2686	10553	16976	20166	11493	14636	3804	4335	14463	10453	1854	10567	9436	1987	2082	9369	10291	18813	10410	727	12318	243	4447	14443	14751	7908	5737	5472	8159	14095	13359	9364	4171	15502	12910	1988	17621	10462	15773	1744	182	18544	19378	13092	19991	2210	15108	7072	18088	7245	19195	18069	15701	12821	616	3687	15246	15809	4096	9377	5718	18455	1731	8100	16130	9378	6057	5204	3074	11560
17837	5106	9770	6069	13531	2791	5370	5010	1373	513	3725	7825	10476	3359	3550	4553	14200	15742	12710	3825	17448	3663	18624	4026	13640	15798	16148	19558	5285	13684	4904	5330	212	9688	12059	394	13749	2699	10308	9016	19632	7276	2630	4635	15608	13268	9273	7816	18678	15377	13258	13614	20199	5827	16553	14363	9435	18498	11231	6326	15684	18706	18720	3626	16597	17166	8508	2465	1084	5375	6910	4023	19117	20098	14151	6291	12787	3421	13062	19872	550	11289	15000	5588	15148	14569	3649	7701	8116	4653	18458	15517	9472	16872	75	19190	3281	16062	3677	19866	8027	777	14373	14568	17839	297	11792	5037	5581	12862	10068	11687	5699	6185	13927	3821	13388	2316	1227	18043	10361	17390	5784	1320	18092	1744	2996	16964	2555	10389	17269	9378	12565	12168	5785	17244	7728	11728	6616	12921	17557	18997	5718	19378	7407	16624	11726	3340	15701	1336	18107	1926	11901	15795
15867	9417	18920	8190	7871	18540	9745	11021	8735	9980	18670	8168	14450	18307	12917	2822	14894	10973	12989	3156	14353	18249	13166	13399	8226	727	534	9413	6536	9269	20149	17099	4549	5765	10459	18189	8166	10921	11552	16462	11045	7269	11637	7197	9036	9106	10464	12535	15986	4299	10753	17327	18066	2346	6833	15796	14631	6933	12212	15171	17893	14035	12680	5118	3208	15116	3183	15082	14634	8798	17038	19257	10396	7022	8340	13433	15284	17979	1803	13678	174	2773	18820	3717	4919	9645	8609	10934	8549	11811	18000	9853	199	14589	7496	13907	18673	10043	4014	1785	13502	5830	8278	1845	8778	5274	12935	9754	5415	3681	16330	16071	1669	11961	16830	12377	5172	9194	8559	10373	1523	15731	1336	5718	13092	5847	18092	7340	19780	10080	12821	9377	15246	5785	17557	18088	11901	17120	15701	7728	10465	8252	19143	6616	13177	19378	6710	18938	17709	13818	6701	11728	12521	12078
10476	5130	16495	17985	8966	18393	15658	8576	7683	8640	7092	10153	988	5992	17090	6133	5874	1936	17045	13065	9077	12344	12923	15900	17844	16995	19775	13628	18707	13557	7466	5805	15073	3516	1900	10141	14354	8119	11182	4392	4078	1853	7506	8089	8607	5673	6955	4023	10205	8315	9306	15198	164	1195	6279	16836	17671	1584	2636	17981	8702	11419	3487	16153	5112	11072	18500	17019	969	1982	10169	15796	2320	2167	8957	1526	2077	7373	10971	4087	19850	12742	18533	20198	8456	10551	11509	3043	19666	3232	5521	11762	4520	8486	18339	13766	1227	15842	16941	5850	7736	19309	6687	17431	10411	3146	172	17735	6081	2688	9716	15353	9747	9707	4989	2346	11217	9301	5354	10855	1328	5718	18308	8792	4134	12168	7340	9159	4048	15809	17951	7245	15108	8100	3720	19378	2819	10080	10442	17888	18997	17843	18799	9756	18544	942	19700	9877	15026	17709	9255	11521	15795	12078
5565	14931	15309	8306	1156	19672	10660	4387	9263	14947	14432	4826	18704	8634	7331	9140	4169	16328	6366	17296	3878	12557	16413	4855	7447	5831	5521	14356	3593	18456	5074	12894	6030	9035	18699	13155	5805	98	8215	4290	4167	17438	12720	5701	3905	9158	3761	7990	12174	19066	8846	10670	8770	1206	17016	14609	14717	4271	19820	5990	16747	17219	1826	17383	2807	8102	6197	5782	8442	1523	13012	19800	5829	15160	746	12232	10411	8124	8838	5369	11280	15737	5943	15319	19582	16263	7071	12790	6000	11108	16937	8357	5632	2654	7713	7550	826	1007	19318	18002	14847	5336	9246	1875	11585	11662	16461	15053	10561	18725	2857	2810	18412	15554	8058	4139	11695	19287	8191	8071	3546	5204	942	18799	18981	8252	1744	8792	10488	4134	17007	13092	15491	11521	12698	13177	19143	9756	17269	9877	7072	2961	4225	3340	7728	17142	13818	616	18088	10465	11587	12168	17888	12078
5149	10455	4976	1420	19277	10546	8505	2557	2716	6189	949	11864	18648	7232	672	13270	8190	7823	8504	6250	18500	10770	1579	19174	16633	19173	16075	3591	10667	100	14726	18604	13106	13268	7432	13049	13858	6864	4531	13227	532	12209	3749	12663	727	5696	8857	6715	4713	13796	19148	14610	3490	6570	12733	11745	9682	396	5518	5702	8858	3572	8932	9539	8166	3041	4542	6575	1946	10959	12652	8018	8788	13396	19079	4861	12742	17046	124	16427	2915	6790	16715	1206	1558	560	9407	14881	15544	13517	3945	13397	931	17398	3176	2247	7422	13653	4753	2078	1543	7218	8352	17932	19939	5669	10944	5044	13395	15198	7676	6762	7740	5451	12405	3355	4702	7550	2667	19886	4326	7340	18799	7870	16964	1926	5784	19195	17280	13818	12598	12521	15809	12821	6537	18088	17709	7728	4596	5718	18308	18544	9378	11011	2618	616	5785	5205	18107	11726	10488	18625	13563	14226
9553	17857	9783	8505	10364	19155	18704	2825	7005	7011	11420	9778	4346	16200	15190	13208	15157	19020	12615	75	14550	16737	15745	4623	8464	8970	8481	2664	3458	6369	17719	1727	194	14234	9911	20095	1184	10303	14173	2014	15099	2026	2660	4977	1564	2153	11068	8878	10146	5610	9280	1479	14176	13866	20167	17251	15423	18844	10490	15936	3086	6142	3006	18867	1256	3441	13325	17104	2	13708	206	3593	2224	13207	125	11094	17451	10110	1098	13140	1163	5210	15969	20009	5432	5033	11487	6108	1515	14986	7422	17315	11492	12694	3308	335	17672	2379	1612	2873	1800	10096	15087	3228	14758	4464	15515	13891	10161	5253	11896	3502	770	10152	12951	14639	20200	13755	1067	6601	7360	3720	10488	12168	16986	4048	10462	17843	15773	1168	19780	15491	616	13573	7250	1129	1320	3687	3340	17888	13818	12471	18625	5718	10465	17142	1926	18938	12821	4741	4096	17557	3074	18343
12348	6506	2995	13740	16180	18353	1335	2074	16897	14595	11746	5122	8155	14448	853	20197	13875	844	9743	5877	9434	2527	1480	19629	10367	2536	6986	18703	4149	9936	3421	778	174	11985	4264	6563	8128	1859	11090	15317	879	19971	18841	4350	17162	8692	202	5153	1704	18160	19622	18773	12782	2028	16264	5550	14049	2692	17635	19364	17022	4784	19782	5094	11725	18813	5000	7454	9119	15705	6661	9761	12728	19954	5454	12829	11772	12095	5782	6236	18974	4751	11822	13254	15568	20148	19114	5916	10978	15571	8777	18933	7238	18157	4003	12174	15655	9298	11544	11618	18600	1651	8823	12708	9677	358	14644	2478	10600	8713	19147	7358	17798	7168	15946	15636	5633	19816	15379	8745	395	3202	2819	11728	15246	19991	16130	18981	15701	10672	10898	4700	3687	5204	4048	4225	6537	18997	13818	5486	14226	19842	11011	5477	8792	18092	7245	182	10462	8706	19700	13892	12698	17007
11384	13208	14113	13054	4258	5149	3592	2668	7640	2018	18410	18045	12569	19779	4417	4286	6002	5203	16377	19504	4240	10259	3805	5488	8497	16635	11442	18849	3669	13155	939	19770	12036	552	11220	11451	19326	8912	4250	7284	4503	2213	17900	5017	6153	13316	2024	13770	12280	3307	15749	5071	7308	6592	9399	11199	8726	4265	8116	10625	17225	1924	3857	6311	18313	2506	7288	17940	14161	2700	7723	7237	1685	10718	11722	741	8121	14599	15231	1433	6686	12695	18412	9907	8009	7165	2000	11413	4793	4153	20191	6166	2951	11412	18767	18512	9523	1768	3496	12864	2692	8523	19253	9516	202	16391	17504	19875	8904	6373	4787	19955	12145	10434	13815	14743	14001	16531	3160	10591	16291	10856	975	4134	6710	19780	8129	9378	942	13892	14360	182	2555	5205	11587	16986	12598	18938	14226	7728	12648	5486	10442	10488	10462	12471	7072	2618	19378	4096	19195	12521	12565	1731
18181	8376	13208	17413	16214	13787	3266	13798	2999	15339	7785	9798	18452	2888	14325	5156	16767	12033	11911	14966	17824	3508	2105	5209	1902	16284	5907	1211	4603	13735	188	759	13137	3564	9210	18239	19116	6107	12144	18017	11052	18374	18097	10737	7990	10929	12055	20020	3242	12119	9433	12280	5433	20110	2703	12106	8255	17620	1360	5195	3188	7808	8813	1860	15450	11899	7511	547	361	18923	18360	8795	3784	478	13790	12599	5894	3946	14019	13073	1953	9330	6275	12070	14267	9176	5932	12736	5661	16410	16231	16616	10396	10860	11493	10645	18783	4344	16367	19256	17558	13072	13115	2446	13401	9202	1084	13578	10881	12637	18793	15093	11481	7840	19200	13468	1853	9465	6972	9984	17398	11521	10616	10672	975	7407	17888	4741	18455	16964	2555	15731	13092	9377	3202	12598	4225	10465	5785	12698	17390	15246	4096	12648	3340	15773	7072	12078	12565	12840	16986	3221	616	18343
4940	15934	15268	13221	15827	18797	3383	3401	1176	6282	13095	16394	6255	15306	12039	9869	6434	17089	12325	8182	18322	4566	666	13143	4253	15881	10237	10891	16075	13692	7448	7157	7465	13797	9353	19503	8357	8956	5224	54	802	17004	6243	17480	355	17644	8765	18818	1606	5519	19774	13159	2468	18657	17856	17510	3029	2342	18236	19513	11590	11826	5101	15512	16320	1656	18512	3237	19900	3519	5570	2240	12229	4336	9652	10490	16377	4544	16449	13944	10860	1271	5786	2339	11453	6366	19901	1579	5211	6511	2021	20054	2682	187	14925	4026	9581	9493	19431	13155	14220	19496	10707	19997	7565	18361	1877	14331	525	302	16109	15977	6925	11179	12224	798	15237	5432	17688	10042	4243	1680	11560	5847	6057	4048	18069	17951	9756	19195	6710	6537	13092	11901	18625	19378	3340	975	2819	19780	4741	4096	182	12078	15809	11137	5718	7245	12471	19517	7870	2210	8583	9378
9773	6543	15924	6193	15240	6002	7331	17799	13223	9787	16334	6761	3270	19584	15591	13798	12856	16437	12190	4390	18322	17941	724	6107	7586	10761	15589	12938	6431	17989	13595	16274	10748	11395	11994	5081	17458	2298	13640	6689	14469	17341	13131	19474	3482	19595	636	13405	7517	16603	19589	11985	6203	17663	3362	14709	12252	813	1453	16098	10710	2498	17464	13145	13116	10984	7268	15450	13485	68	20065	9515	13821	7253	8226	6389	12139	7559	10386	2644	3802	12122	15655	13306	13732	16417	13918	6366	9843	3880	4489	13863	12736	5289	5682	16282	12923	11267	6935	11090	15479	4311	18261	19281	2920	19076	203	14941	3869	11143	7273	12512	8098	15503	9069	16484	2327	9892	5572	15703	6356	19143	17557	10389	13818	1168	17843	5486	12921	10465	9378	7250	17142	12471	19780	10856	8706	17007	19517	9255	11587	9877	8100	3221	11560	18290	17244	1744	2996	13563	5477	10616	12521	10488
13686	13919	14294	16196	18048	9970	15533	6543	8333	4779	10920	18257	4404	16372	11146	5691	8524	18153	9586	11952	16857	12680	3467	14845	14818	4121	10187	12869	7460	9445	2983	2948	16697	18590	6304	5583	17397	1436	11192	14846	13779	7713	7070	9213	14594	11771	4322	791	3354	10687	10177	19900	5608	624	1601	12662	13211	18538	13674	13097	15786	5275	17245	6751	17476	9607	19064	639	20060	19111	13226	4773	17919	5953	9479	18305	5234	15285	5260	6155	11285	16669	807	1065	16352	10802	5298	16032	6578	9202	17315	618	4535	2617	1543	8232	11466	20032	2514	19651	4871	5015	7928	1458	14366	924	4599	9578	16192	8137	16975	11177	5056	2472	15554	17301	6684	6709	14235	2224	13933	13177	1926	2961	10465	15026	18069	10856	11137	19991	8129	3720	17843	18460	5718	10442	18290	18107	5847	8583	975	8792	19780	8100	5486	3074	17280	18544	4096	17007	12598	17142	1129	12521
