15545	9140	844	13752	10481	12884	8865	12228	17089	18906	6543	11271	10629	6043	18522	6660	12794	3810	3284	8845	9622	806	13243	9793	18538	5076	5195	3391	4281	9838	20010	1788	6007	19622	4161	18928	16562	54	13110	13747	2484	13388	6237	5371	7514	6124	15760	4447	98	17395	16461	4627	1760	3389	13748	11815	4080	15069	15509	12094	16961	7989	15444	3325	5581	10912	5365	16816	13596	18406	3541	3696	19957	18545	15975	11267	603	16183	16325	12043	16837	5654	7022	19111	661	8465	1853	3789	2405	6937	1022	7055	18408	7086	14964	538	17457	16172	12919	8513	13047	8214	20014	5126	12341	6539	13616	1408	5413	12489	2090	17989	18699	3207	1959	17853	3691	10465	2842	5785	5486	9756	10672	18455	4617	15784	4225	15773	19842	11728	17951	15026	12840	5204	19378	7529	4596	6616	8100	16986	11137	15108	7072	4700	1926	8792	19780
12911	4761	18269	17826	15894	7222	8376	10252	11855	11667	12334	13095	1420	11250	2389	2716	13124	10399	13292	14147	18704	5799	316	8017	19902	12721	3475	9473	5599	12740	4977	13578	15131	17212	6019	13745	17930	8442	12223	5663	13430	8850	5716	19301	12905	10230	7336	16779	16343	10799	16356	12478	2803	11745	15504	15181	7086	12782	6294	14751	5173	11983	7167	10344	3657	3198	7660	486	15005	13081	15752	9522	16483	3732	8232	14755	306	4374	17380	4848	18780	17854	7547	2528	3218	19102	18893	6736	3499	11234	19594	10865	17893	602	13858	7928	14033	1672	3575	8950	1039	7170	8531	15509	8071	2594	5491	1407	10746	12686	11418	8386	4482	2988	13173	6105	1845	12698	12521	13818	18799	8583	7529	18088	6057	18308	10465	16130	11011	18938	3221	4700	1336	4096	8252	18343	17951	4741	18997	3687	3871	7250	15491	15809	6701	12471	10898
5807	11131	11386	3999	782	15789	5001	13754	3102	7477	8718	8960	14915	11510	11086	1775	15417	18196	3596	18830	13612	10822	15899	4447	18001	6234	52	15093	16162	11954	1586	856	8846	2795	10293	1709	11049	16447	16467	5543	18470	8453	5776	19921	9523	8637	4970	2594	2457	12465	10870	9748	13555	9718	18325	12803	12249	10828	19525	17829	3726	1132	3362	2841	3602	16007	16213	19083	5679	18453	1606	10779	8012	308	13656	781	4932	8394	14918	439	5379	13652	17791	17064	13492	8159	10344	4791	16239	9276	7255	19577	6723	17830	11659	8940	17094	12782	20181	10818	8476	12535	3818	7601	20051	8370	2300	2906	19887	9820	5295	18443	13468	130	9772	9262	5252	11137	10488	17951	1744	8583	3221	14360	18981	11726	17269	10616	18455	17280	6616	15773	14072	7529	9378	9877	7340	4741	6701	8252	17293	15784	12521	18069	18997	14226	12598
18905	434	15466	18912	5165	17540	2756	17511	435	1889	6265	1326	18356	3514	14931	8787	20004	18353	11612	12622	8133	15544	19598	102	14488	13118	7377	12481	5425	8099	18690	16229	2311	4802	5052	1375	11075	17550	17533	20068	13070	2609	4064	20194	17625	7452	714	9865	15505	18590	10757	15134	2243	8696	17637	5550	12661	3885	6609	8159	3673	5964	2974	2927	6310	4376	15054	10599	18467	1950	15628	9407	7503	3855	8719	8188	11248	9390	15313	10598	7912	13099	8417	8154	18622	5018	1878	19304	8123	12030	13765	1813	5095	7858	5940	4321	16757	5669	15772	11899	9544	14707	12522	13614	2752	17312	4027	19203	13145	10302	2255	10541	4885	19473	10453	5317	11318	3687	11901	10298	9378	1168	616	17557	17280	12521	13573	12821	15246	18343	7245	9159	2618	19143	17142	4617	4048	13892	4587	13177	4891	8100	19700	11728	1731	3720	11137
10197	1133	444	12208	5002	16141	19054	1674	5965	12640	19406	8455	3236	14405	13619	4632	3359	4962	3780	19096	5484	8319	3176	19851	164	8299	12760	363	8950	4637	14914	69	8108	10945	14420	18276	20013	9219	474	6011	1751	16605	11627	17894	3961	1037	19088	1009	14614	10370	16886	18731	6718	2050	2375	14569	12038	7114	15643	12618	5809	1103	18987	14109	12589	3334	9556	19690	11821	10968	13661	2654	7943	4727	14957	4337	963	9288	15992	9958	16186	18484	14444	10755	8878	10511	9243	3788	7349	17457	11537	15639	12237	12858	19410	12560	5261	13294	3640	10874	15990	19347	6756	1395	10045	8964	15552	6552	5016	2676	11159	12567	17344	14912	13527	20060	4162	17120	6057	2809	12078	6537	18308	10389	5785	1320	3202	882	17142	18799	15773	19143	10442	7870	2996	4048	1926	9159	11728	12471	18997	18625	8706	19517	17244	8129	15784
17725	6167	6159	7001	9930	14200	2585	9794	5321	9323	12541	18670	7950	16214	1133	18895	1233	15339	7940	5001	4995	19817	10260	11170	3337	4418	10764	16817	17400	1839	9154	7826	12530	7433	19816	4579	12392	2914	2254	18355	16335	11504	7454	817	12166	5686	18319	1997	15586	1246	11245	2546	16100	419	11452	19646	10673	18235	13978	15709	8560	3906	3679	7724	8454	17723	2252	9238	12194	5071	126	9406	2755	18272	19314	9581	10148	8390	2827	1781	17740	17496	20194	13029	9336	13256	8180	12215	8838	6612	5049	1185	12429	2069	19407	5592	17776	2656	8352	9189	13906	1813	4192	1250	2717	11875	11796	6550	9300	10519	1359	11880	18948	1400	4694	1417	19287	8100	882	12921	1168	5784	3720	8706	3202	11587	2618	19435	13563	17709	18799	17843	14360	10442	5204	7340	7529	3871	1336	4891	1926	10488	5486	1680	17557	15773	15246
3446	13048	11015	18626	12564	11746	20160	1494	5318	19406	7825	19269	5452	16000	337	15414	9910	12099	14081	18264	13754	808	1809	7951	17219	13359	3703	9188	9047	16038	703	11323	12247	2520	2651	8483	8370	11465	6181	5681	4186	12751	11627	9653	2406	2694	8566	18986	17117	11223	2070	1810	16956	2175	4942	175	15444	14	6673	7956	9197	13250	8936	1649	8147	4390	19574	5508	0	8417	16472	13777	17009	2500	12084	12351	6316	9518	19901	676	19759	5285	17737	3684	9048	13673	9817	7138	7569	1978	3878	10366	18960	18684	3524	3803	11249	7345	14711	5781	8696	3444	19785	20177	12427	10945	2782	15636	18913	141	19688	13327	4148	3638	14749	5326	17520	12840	19991	17390	616	9756	15018	15731	7728	17269	1129	16130	3221	2618	4048	15108	3202	6537	1680	5486	6057	2996	4134	6701	13177	2961	19143	5847	11560	10898	19195
8868	5004	607	11176	11869	4043	2463	7291	19334	8969	8687	17090	1172	9004	10005	19191	19659	13726	8865	15190	17210	10350	3735	4699	2647	20014	12352	16066	16847	6370	305	19997	19261	9257	6812	577	9495	7505	5478	14711	11777	15680	9177	2857	5927	9688	4603	3564	15896	16914	9694	4979	9606	5575	12768	14077	13403	10736	18462	9307	5461	7560	15340	2157	17911	8639	9754	694	14211	19173	14519	11135	17039	10689	19748	7663	6451	3035	9880	3876	3275	6969	15743	15602	19988	3116	7743	20170	8275	7311	10218	10166	8044	10443	19719	3274	3299	17662	3219	4219	7238	4202	9367	4847	14612	5104	3605	9431	9926	19878	2379	12209	18503	13193	19120	2778	14844	15018	19700	15766	16130	19143	2996	10389	2618	12078	9255	18343	18799	5718	12598	1168	17269	4134	7072	13862	7340	3221	2555	15246	4617	12840	18069	10462	14226	3871	15491
3376	5218	14207	3923	18688	2789	13872	17632	13600	2469	8039	278	386	2460	6111	5130	16863	8908	15970	12042	6880	2680	1961	18727	6775	20073	9777	7838	10870	12869	596	13750	17906	13478	10760	18669	18659	11762	11351	17461	12324	14336	19795	13912	3468	13132	2431	9722	12718	871	3838	6378	13625	6464	5961	9201	14953	8862	1449	794	12119	14941	11932	4270	5685	2672	8223	18820	7646	17437	14374	19141	4836	7450	14988	12016	12900	1398	20067	8575	12817	13496	7187	14634	14077	11038	18112	17489	5869	19715	4167	11488	16604	11670	16086	12300	569	11314	9080	2782	7713	9958	11551	6789	9829	17653	15347	4885	7448	174	19603	5047	14795	5046	2718	18995	1428	15731	2842	4048	10442	7870	18799	13892	8706	10389	17120	16624	15246	10462	19435	3202	15491	12078	17557	7250	1336	18625	18455	1168	17293	2961	10298	15026	14072	5785	12565
11746	9545	3772	13726	9323	6189	3256	15751	17899	628	5832	4826	5258	11176	6010	7699	10489	16822	18488	8013	846	14092	4623	8812	19369	16344	5497	694	19649	15315	4327	18402	13882	14306	11010	18425	13024	13192	12197	8753	1202	1967	3482	11160	9177	2795	1793	7886	1728	16001	14084	13186	19610	5975	8880	11549	14980	13225	15936	13544	11038	9984	13367	9735	10891	12612	11279	8776	16461	19324	9894	17377	10714	5872	13538	9401	1567	17127	1727	6155	12504	6176	8342	14793	19830	10007	2762	3363	16788	17043	317	8995	12198	13929	3349	506	10278	15138	18729	18612	16059	17929	11105	7349	4572	15264	6752	18331	18780	2268	17326	16857	1506	12180	3524	17128	14095	7250	12168	17709	15795	16130	7072	12648	4596	7870	1336	11728	17280	12521	19700	19780	18938	18343	3074	16964	19378	9255	9756	13818	2961	12698	14360	6710	18625	15809	4587
17200	14806	985	389	9356	10379	1483	6604	4346	10216	8920	11367	7224	14105	14736	14325	3016	530	10220	17210	12572	10622	2247	13455	8651	15900	13005	13880	12265	4835	8870	17045	1588	3226	20015	525	4255	1738	3851	10142	8070	19653	449	20048	1007	10043	14261	11000	4243	9291	11434	4551	2967	210	5511	7313	6796	16162	12573	3554	7496	4974	10876	17659	8925	17962	1115	5248	12219	6955	7166	16260	763	7240	17686	16248	7175	19825	7643	13933	4422	4457	11687	3670	14601	1601	13291	14371	17401	6538	14165	2445	11899	3428	8312	117	19602	2465	19585	2241	14844	12682	16107	469	7724	13855	11397	5891	19733	8710	10045	9577	11520	16930	17528	10946	13747	10856	9877	882	12078	7072	6710	8706	7529	17557	9159	4596	10462	12471	9378	18107	975	18092	1320	11137	17244	11728	11560	3340	4617	3221	616	5205	18069	19700	7245
16926	7291	3371	3654	4986	12256	6242	2889	1038	13549	1855	3795	9220	10935	7129	8865	6798	8152	7785	10383	7969	6790	3908	19240	6374	14615	14782	8109	5361	9090	2447	8427	2857	755	18042	13483	11017	16275	1428	4267	11497	11871	16757	19255	13592	858	9928	14504	10590	13717	12038	9893	10340	19445	1656	18751	11353	184	7611	12960	582	7743	4767	3681	13700	13072	11462	2153	11155	811	17481	7338	17572	8899	8125	3130	18545	5126	17829	10045	18429	13324	4752	5413	9671	17687	10026	5091	18777	8081	18082	11329	12838	12296	14827	9015	1748	8062	9618	19360	1243	7535	5969	7059	9863	10564	6085	9835	4671	14688	16976	14610	12123	8721	15779	3846	464	5784	10442	12471	9378	14360	17269	19517	11137	17390	975	7250	19842	17142	16964	7245	18544	6537	8129	4741	6701	5204	7072	16624	5205	18088	7340	18938	11587	14226	5486
15886	13600	10857	6966	3317	2071	6026	13139	19082	4728	1899	1257	231	17849	2653	1602	2344	8757	10880	15080	5029	13309	11686	1418	19815	670	1215	3746	5956	9969	10187	5083	19304	5398	4039	15014	12561	6414	18242	10441	8942	16963	5805	6338	13090	9555	8912	1694	14776	9586	8870	655	7362	16159	7623	16283	13418	19772	3558	6927	14154	15365	4087	2384	11610	14496	18861	16770	16486	1381	14636	9390	6063	19366	19732	2468	18093	9273	8421	10144	2897	9597	12559	181	8127	7644	11687	13262	18367	15592	11976	1302	19945	11631	14501	15353	1711	11192	18836	11708	14721	8467	2112	9857	5845	15321	17927	309	4182	5065	14848	974	13866	15432	6673	3220	17853	18092	11560	17142	5718	5847	7340	16624	616	3202	15809	12168	18544	6710	4596	10442	19700	4617	2809	4891	13862	975	11587	17843	18625	12521	13818	15108	15491	12598	15795
11099	13921	12279	15747	19661	19831	7829	9265	3301	19523	4905	15309	11746	6766	772	16654	7699	15476	2288	53	2711	11067	1528	18503	11968	6489	16508	11787	8932	2715	11919	13648	3226	1136	2535	6958	12458	14330	11532	18454	16459	2897	3404	17760	7336	4448	19536	12196	14869	6725	17900	2773	858	7365	4644	5481	9103	8484	2852	11402	5174	5277	9896	20032	5212	14421	11492	5759	8215	3444	17423	14945	12760	7038	8128	20110	2060	15692	5901	16922	9163	14267	4020	180	17282	15774	4742	18114	14289	16757	6235	14056	10344	14564	17212	4626	11814	14220	2293	12800	8913	14227	3905	15263	3409	3803	14762	11390	9822	3255	11780	12830	6775	2807	12255	4684	15517	10389	6057	17951	12521	13563	16964	4587	4617	19517	14226	13892	19991	3074	13177	17557	2809	10442	18308	17709	4134	19700	10488	7529	18343	18997	5785	17142	4596	10898	19842
15545	10658	6494	2753	15443	13783	17331	2607	10455	14254	386	5315	17540	9100	7818	16793	8969	13363	12884	1872	17708	7857	5112	4295	15849	11686	19177	6457	14494	2108	19906	5034	7021	8836	13705	15199	450	8204	18444	17018	4313	3702	390	13377	7589	7384	10979	7373	14352	12637	10693	2868	10673	7544	3536	10779	8284	2275	15311	18898	13235	12320	1916	10324	13492	12393	249	1256	7187	8698	18785	7742	17143	1194	8343	17981	682	10540	14700	7166	683	8982	17894	4894	5138	8534	5771	2871	19808	2632	8273	6421	19332	13342	13267	11331	12571	11611	17695	16517	4886	16716	3737	20161	9106	15438	854	6976	14054	837	279	2811	17457	16675	17694	3439	12283	17843	15026	7407	15018	11560	1731	7529	19991	17120	5205	19195	18092	18107	4225	17390	14072	5718	16624	975	15773	882	2819	13892	10465	12821	12521	7340	10898	2809	5204
8475	10593	2377	18712	6345	17147	5449	615	4215	291	14453	4908	18169	8608	10102	12553	8163	9783	1203	3698	9625	18012	2247	43	16584	19137	4485	17045	8271	10561	19582	10326	1792	5472	18087	8415	263	5880	18360	5566	9543	13812	19217	4827	5214	1498	4859	18098	6887	954	2896	14656	2466	13539	1746	14810	6538	19822	1630	6930	4920	11285	14544	11306	2368	11912	7754	8748	7806	10853	14444	12848	9221	11819	3354	8615	11808	12634	14794	7267	18557	10792	3530	7423	5894	17245	3437	17687	2190	12968	11281	18729	17164	17008	3973	13831	11919	1734	10695	19074	11615	18913	7888	1662	6969	15135	1701	12214	15278	17661	7708	1297	9908	711	4418	2255	19038	12921	3687	616	16986	17280	16130	12565	8583	10080	4741	19991	17293	2210	9877	1336	8129	3074	17390	14226	18455	18460	1731	5718	16964	4096	11587	17269	19517	19780	3202
1494	5449	10481	16019	10861	874	300	6631	12569	16141	3101	6111	844	17700	1895	520	14894	11099	1366	2344	3815	4347	6456	18722	3500	592	13829	15807	8400	2626	17800	11519	11771	7892	18923	2301	16752	17509	16902	19807	19194	18872	7951	16792	10881	2034	1080	4570	20101	13303	19030	19611	11763	11130	8613	13025	1979	15204	5804	15436	2456	8099	19759	312	6895	514	18318	18800	7003	15975	7294	18682	2279	20130	13617	13837	16467	6557	11045	11668	7259	3111	14903	13647	16415	15365	7582	539	14189	13432	16251	18377	14549	14833	17715	15689	13701	5120	6420	7284	14551	17261	15702	17746	5800	8484	16198	10882	12808	3203	1827	5414	15753	5716	18305	5413	17129	19143	3074	11728	1926	13092	18107	19517	8129	5204	14360	882	15108	16624	1731	4587	19195	9378	9377	2809	5847	10856	9159	14226	18092	18455	18290	17557	3687	3340	17888
16438	11793	18252	8155	7617	7657	1611	19090	19191	287	16654	1583	8684	3479	10262	6032	16227	4404	1461	4978	568	2269	6461	6760	13000	18248	12826	2244	14496	104	11317	1166	9232	6087	433	3399	6109	3555	16708	16107	8286	4311	6833	18511	140	5835	446	12858	9523	4883	6919	18962	4461	19795	10319	17091	8572	18333	16114	5989	1522	1321	4606	7493	9520	18680	6980	8349	16150	7200	3855	16816	5503	8690	6914	6555	16792	16407	1031	4686	11416	9179	3974	9557	8194	5701	7556	13325	18387	2783	13775	12187	4861	16440	1009	4936	2392	3189	17407	11870	6991	5350	7949	1360	724	10179	5910	19814	13773	773	12295	15725	3783	14458	10076	7586	18472	19842	18997	1168	8252	2555	17557	17843	4587	4700	4596	18107	882	3340	2961	6057	12840	17269	12598	12521	4096	13177	18092	616	15766	11726	18938	17007	15026	11587	1320
12622	13469	3585	949	7797	11461	6494	5558	14923	14446	18965	18983	17667	12972	10369	13052	1357	4735	10134	7657	9983	9485	5337	10779	15765	5290	19585	9119	16460	5473	3044	11913	13304	18199	10978	12590	16436	16518	345	658	14191	4910	576	730	4208	5459	13912	9662	10689	4729	3869	6124	16913	11485	6782	11622	14186	5167	3258	17958	13519	12433	1297	826	14266	16305	17658	3382	11758	10786	6192	19651	6188	20108	6925	15361	17519	156	12775	18276	14154	3859	11348	1332	9411	11317	12654	9362	15951	5359	15496	10796	18025	15485	16575	13406	17991	16671	8080	6709	2251	3825	12811	13841	8030	13496	9818	2212	18157	341	2717	2899	16483	2049	19038	15774	4817	1680	3074	7870	10442	2809	4891	15108	12078	19991	1744	616	15701	11901	7250	7407	16986	8792	15773	4700	4587	15018	12921	17293	17709	7728	14360	13892	1926	11560	7245
12331	16222	9869	19580	11409	4795	6424	17826	6797	5502	12248	17799	19235	13600	6670	12484	18984	9614	3923	4320	10369	8405	17646	15620	18524	10746	9106	8239	14368	6908	10189	5438	15087	15374	19276	18841	2171	17638	376	695	8785	400	15995	18402	14135	9871	5951	7930	17662	3043	658	654	19782	6347	19456	18970	18325	5682	13210	8939	4719	2241	7758	646	4892	10035	18017	6793	16067	16944	6850	18266	15585	10675	18834	17450	16968	8370	9314	14668	3164	11980	3288	17445	7422	19836	13913	9433	15329	235	8944	12634	4501	19885	4879	18472	405	14492	18672	3475	3905	16201	10044	6654	12438	12601	17262	5779	2524	4562	2066	11203	2691	18794	1787	2484	11168	12521	13177	4891	10672	7245	616	19842	1320	5477	11726	5205	2819	15773	10389	5486	16964	18544	7407	18455	17120	7340	18290	9255	10616	14072	1168	3221	11011	1336	11587
12832	3455	97	7161	6062	6798	5931	13180	16926	6717	300	12046	9891	2084	7773	13253	1174	18027	13919	5004	8567	14512	17254	15787	4209	3640	8729	9310	19937	11316	7173	9198	8017	12497	3849	12076	13144	226	6911	16694	4650	12283	7382	17731	13254	13544	19457	15637	787	19756	8140	15072	6859	10539	887	11051	6003	14643	1730	13595	1002	3929	3448	13943	11491	10257	9686	1550	2243	14713	11764	1666	3424	8770	2644	6916	18928	580	11784	18224	14811	20060	7422	10799	9166	961	4121	9504	10792	3766	10504	9222	8451	11089	6375	7167	14210	748	15748	5052	13102	11823	10917	3174	19168	10876	4378	10374	5119	11805	3827	2085	20143	13841	1265	13558	6559	4891	1336	8129	4225	14360	16624	2842	13892	6710	15246	19435	15795	11137	4096	12821	3720	14226	12921	17888	13818	18625	12698	7407	18460	19195	18455	11728	1680	19842	5204
17835	5370	2926	747	10041	2113	15868	9133	20059	12039	17471	9945	16559	18508	10446	20135	10346	19328	17984	7108	4728	14516	7588	5860	14469	7760	16869	17906	17713	7290	1938	4791	9072	9734	16604	5514	7319	17870	11113	10692	6629	12838	11721	9271	1371	2773	3737	9687	1103	14097	6115	10984	3071	10528	17345	15787	10026	3935	8185	5554	7032	1135	7849	3557	2358	14110	13294	14032	16077	16240	14391	5193	3352	2050	14991	7679	14284	14546	10764	6518	14711	682	3967	4282	13364	3012	5117	3039	7406	10295	16694	9984	15506	8522	11924	13410	13507	113	13812	12522	16237	1469	20029	7166	5704	2128	318	14903	15087	313	7177	11688	13304	6163	1212	19048	11710	10389	4225	8583	15108	10462	7529	13573	19517	2809	1336	12521	11726	19143	17709	17888	10616	19780	17244	12168	17280	3687	5204	9159	4587	10298	18938	7340	3871	882	1680
