1937	8505	18599	7847	11583	3663	375	9516	9200	14008	10468	9367	6835	16706	14058	6150	7079	3875	17502	20194	2841	7012	5248	3159	17644	14718	15695	3377	12129	14876	758	11718	3286	14519	2748	5702	5398	73	6933	14516	14713	3424	17983	613	13498	8288	2547	1824	7377	8578	19980	1267	18179	8794	8997	2453	17376	5195	16055	11835	13896	2158	3010	10206	9835	9183	7926	9016	18311	2679	8788	17239	19988	16248	6964	5872	3928	14248	8824	2040	4956	9881	2803	18318	15633	12611	2919	6185	17911	11603	12258	11098	17461	4268	16548	2564	11387	9912	750	17472	8129	5204	18092	7529	7340	2996	3871	13573	9756	9378	19517	11587	11901	2819	1129	8583	15018	17007	18544	11726	2210	15795	7728
19828	13083	2665	115	4113	515	5201	8587	2490	5450	16401	19070	19152	6024	15889	3226	2106	277	309	2569	19557	3344	9101	7708	7538	3343	6448	9056	2693	13159	15296	19729	17070	6470	16143	11451	17543	16746	11334	7094	2779	13913	10366	13538	5346	8011	3267	17093	10777	3602	18097	5535	8330	7276	13525	15839	17758	17035	13996	4747	1415	13399	15916	463	16461	2993	14928	8372	19350	19381	16797	15332	7808	17455	19583	14958	7269	15870	17408	17135	6772	10852	19693	12680	15046	14327	361	5514	17297	619	8250	14522	18478	5147	20021	9364	1497	2349	9865	9252	18460	13818	15795	15491	11728	6537	5205	19842	14360	2555	2996	17280	18343	6057	3720	5204	10898	5785	18455	10856	18799	11137	15784
8391	10812	5948	14983	4474	16551	7753	5598	19005	10166	3891	10824	5340	5566	6873	8560	13	16229	19309	12836	8891	7869	7979	1080	14269	7496	17453	10438	9575	2656	113	14648	7	3480	17635	7833	13027	14558	823	2532	19264	6311	16637	4437	1864	2026	13097	12090	10556	6588	9586	17433	18317	19452	5982	7323	5654	778	3682	17403	3411	11500	18911	10110	6530	11316	16213	16671	15169	5083	15358	4550	6464	10274	6099	14751	7470	11443	18691	7820	10430	7443	10834	2845	1839	1419	3756	11277	5275	7913	3322	8984	9874	3191	13539	13170	10755	9589	484	13368	13892	12168	13818	14360	19780	3202	12821	9255	7407	15246	4134	19378	17142	15491	10616	5205	18544	7250	12648	8583	6057	8129	2842
503	593	2463	10965	19557	15247	12491	7447	11413	5369	6992	7408	347	11213	14885	17384	16995	16627	16274	11805	17425	10676	18129	11997	6744	6673	14371	11772	12579	11101	1800	13436	7744	99	17473	2366	9072	8365	18042	10468	2757	9456	9653	20205	9005	18412	1017	18841	13143	1258	9177	7064	9520	12957	10333	3272	18408	17441	13914	17814	6755	3135	19004	10428	10008	2061	13698	18368	15842	5635	17501	13211	6723	18372	4080	7924	18237	13635	9934	10187	13012	1340	18616	1125	18770	14639	11923	8560	10274	17754	12776	18867	2289	9046	11735	7035	12497	1545	3534	3374	9378	10442	15731	13818	5847	12565	19435	11901	12821	17951	7340	10298	4617	8706	9255	2842	1744	15246	18938	17888	5486	19780	2819
11184	7695	9235	6493	941	9941	18117	12945	17814	17510	20147	8209	66	6971	8913	5810	20194	13485	13235	1538	15073	2020	17904	2788	10312	7694	4599	6303	17019	5989	17086	2220	8821	8936	8313	13775	1709	14261	17360	10912	2490	16913	5673	9534	6239	13521	7273	19200	9999	18803	14574	5912	3487	9849	13662	14820	16070	9310	17981	1733	16281	17994	17223	5078	2322	9207	17421	5131	4885	8909	12593	10719	10276	20199	8425	5300	12148	18188	7289	14980	18844	18639	20074	9088	15735	8332	4899	4699	4859	12575	18739	15957	11168	2213	4627	14594	7963	17729	3866	16047	14360	11521	19378	4134	17280	18997	3202	12521	6710	10389	15491	1926	5784	13563	18938	12921	13892	16130	12821	18544	3687	11901	11137
3101	6226	6001	1434	17301	13341	15281	1419	10498	2283	11664	15680	12841	13927	8897	16303	4732	3894	3329	16981	12747	4125	12438	7885	2484	514	3635	11512	15764	15144	17162	15502	14820	5159	7644	16004	1906	3208	9088	10919	10799	15594	9139	14949	8953	11689	20028	20027	12008	6615	19752	295	10591	10163	12059	15404	3125	4469	14515	4329	13615	5189	16670	7444	13166	9231	6708	12716	10181	16283	2723	256	12499	18958	20077	7372	15025	4102	12126	19713	7877	5600	6232	14204	8330	2222	3450	19316	18511	1009	13214	8819	984	8671	1432	11775	2270	2472	19003	10416	18625	5205	10898	10080	8100	4134	15491	5785	12921	1744	10298	3871	19517	12648	18544	18088	15795	9377	12821	13818	942	8706	16624
18145	16334	17842	804	6186	8944	7381	234	8018	11073	1299	15599	6140	1942	6968	1591	6820	9251	16123	12123	10119	18239	14381	10227	5025	15043	18113	13365	861	4579	13155	18359	14961	4113	17082	4519	13344	10773	18201	19785	3765	8161	4823	7264	13590	16344	13282	13399	8049	5937	13212	20027	6827	5894	8112	10463	14491	18109	954	16623	4670	10475	4551	680	13914	8517	13631	14179	6836	17868	16449	3370	15142	18549	14339	17239	8162	9353	6035	14936	15089	16013	1368	18929	15228	1840	10623	15392	8262	14154	9154	8956	10543	10688	11650	323	11606	11485	10728	13316	9255	14226	17142	1926	10080	18343	17280	8252	17120	18088	19517	19842	9377	17557	18455	10898	11521	16986	7870	16624	15018	1320	15795
15443	10252	1693	7773	1534	17092	7851	10826	8415	6696	15983	19678	9964	15264	5473	2442	13907	19211	10409	15405	1844	8613	13781	18685	1733	5432	10584	17417	9677	9382	7290	10275	11298	15281	11925	17491	17870	9782	14791	14822	10852	13546	15757	10711	10386	8549	13479	13122	8773	6618	8015	1792	7738	2850	18267	9190	1788	17656	14326	15816	5716	11597	13478	17086	19209	12223	11978	4296	19670	11223	11532	6311	12074	6201	517	5367	1561	4231	1465	17853	3156	15640	152	650	16746	20138	5600	17862	7524	5845	6040	18160	1127	1568	261	15472	8128	4281	10553	9108	5204	3687	12521	15784	17120	12168	17951	10389	12565	18625	19435	1744	9377	10856	8252	13563	10672	7407	11901	16964	7529	7250	18107
14262	3119	11621	5010	6350	5439	15216	19344	6561	642	11405	7584	9520	6575	4727	1328	14887	6545	12155	19731	11513	8989	12848	11835	2301	20101	6916	15119	19624	5809	13907	15314	9623	12148	3235	18592	19598	18946	269	11124	19623	9841	677	14560	6358	1862	17241	4199	16771	17085	8921	1789	7858	9522	7723	4674	2492	9050	14413	6862	2843	3264	13922	12030	15633	10206	7134	9176	11336	2475	7772	3640	18179	11329	2761	2085	5551	6934	4326	1523	12341	8776	15424	15990	523	2176	15788	19167	3467	6257	19387	8796	5675	2674	13511	4832	18511	15748	5600	14670	9378	11901	11137	4700	5486	12565	15491	18938	4134	14226	17007	11587	13177	8100	7529	19780	1168	16986	1129	5785	2618	15701	19195
18965	2303	8529	6001	10523	15834	15050	13238	6435	17883	14435	3258	10887	7173	621	16676	10756	7474	8861	12697	14423	15101	18426	16835	4831	1045	117	10112	5488	9059	15842	13969	19969	15255	755	16721	5538	8585	1967	19848	10695	15441	2873	3193	12026	2964	6992	14109	10740	82	15628	5341	4875	242	12359	18367	6721	8806	2679	12461	9109	18616	16224	12281	4407	250	12417	19771	14795	4802	14941	19271	17264	9406	4778	6093	17191	3656	5325	2675	3219	12251	13897	18447	2821	11709	14591	1788	3207	19083	3841	7189	11786	10169	6755	17992	20077	4589	2176	10145	9378	7250	2842	1926	7407	10462	5204	8706	4700	3202	17557	13092	19991	18308	19842	4048	12168	2210	5784	15108	17244	19517	6057
11506	9323	15877	15827	8285	17798	1329	4568	15400	15597	5045	258	19570	3785	7536	2841	6378	19640	10519	5569	12167	128	10774	801	18130	9279	17844	8092	11531	8964	309	18030	16470	774	13466	14118	18783	5566	2488	17914	5993	14751	7597	16883	13948	9594	19068	13846	15318	12593	11273	6292	13772	13090	19207	17784	9277	4773	16367	13567	17689	16474	73	14783	11617	1256	19634	14906	17695	18074	273	2312	6774	9028	12570	6654	13946	11590	14220	16380	6940	16462	9854	18174	3223	12800	10107	19595	4904	9839	2465	4384	526	10569	11228	12377	10606	15102	4108	13081	1926	16624	3202	18460	12840	7340	19842	5477	19378	17557	15795	2819	13573	5205	9159	13177	7250	9378	18981	9255	7245	2210	17120
16558	16437	1222	18120	9521	1938	12192	17024	9103	16523	9139	3703	12585	16470	16873	5175	7431	15746	8533	57	5167	14768	3262	7234	2745	9597	10206	5005	13153	16054	16188	10194	12642	1901	16744	1231	11551	14817	15716	15995	4238	17671	11999	13913	16695	5298	8149	19726	19907	9768	19068	676	1692	17384	1768	7359	2537	19368	10395	2526	18718	10284	18833	8138	19928	18372	9687	13824	19832	14522	9472	18091	14187	5371	11435	6884	7037	3820	13321	78	13745	8222	2915	1371	623	12534	2876	18182	4072	17153	6124	18443	3165	19899	13648	6144	17794	16608	12373	11558	18343	7870	15784	11726	12648	11137	10672	5486	18997	9377	975	6710	12821	11521	1336	11901	15731	10298	9159	7072	18544	8583	12078
16743	18436	8865	9781	19534	1819	6306	14311	6498	6076	2843	19941	12661	6000	2807	6982	14991	20137	5075	20104	13476	17433	3533	8396	7816	9852	2528	6836	95	13330	16007	6583	12409	531	14633	14139	15198	5711	11875	5643	6833	15882	4681	760	5141	6252	8910	2706	485	11814	10761	1347	8789	10047	10314	16679	17158	5632	3770	17093	13896	3912	9021	1950	16725	15236	5889	18212	9834	8460	9889	15045	34	3678	6629	11693	3460	13068	5723	7309	15472	4822	13186	2855	10283	4530	5717	2105	12101	10387	16063	16785	13424	5389	17129	17008	6358	5440	4108	8720	3720	1926	15701	13573	17007	8583	10672	12840	2819	11726	5847	5205	15246	12821	7529	7245	11728	7340	19378	11521	18938	16130	8100
3780	2292	5666	19254	3500	5953	1830	6565	8247	10156	1058	1861	11398	10638	17586	17424	19609	18157	370	5680	7109	20097	5754	3964	12826	619	110	14767	5561	7000	13358	7207	12875	19677	14810	4649	13450	18731	12900	8637	8394	5270	5235	14204	10416	15160	9484	7387	3619	3516	9157	6940	17296	18396	16764	969	1708	18143	3124	4063	12579	4606	2553	7238	3576	12342	19084	13279	4764	15030	3425	16630	151	11805	18859	10182	11	13985	10016	1672	19415	20206	15228	18832	20005	15334	12276	8311	9628	18972	16717	17365	2590	12297	8566	13088	17100	5147	15863	17808	18107	5785	18455	10080	19195	19780	17142	18799	14360	17120	17293	6710	11587	3202	15491	2210	4700	18981	11137	942	12840	10616	9377
6901	16629	11847	19267	4292	6772	4379	12986	14525	4259	4660	15146	3948	13706	14504	14227	18286	759	7808	7734	1866	2370	16457	8207	10291	16930	19817	14185	9282	17173	12252	15988	16896	14245	409	6075	10892	19122	2012	17158	10798	3990	10818	3169	10589	7182	1180	305	725	19954	3986	4022	20188	5426	4806	14080	5431	19858	14210	6882	12746	12359	13441	12532	8765	3816	2565	15243	11290	13857	15314	17785	16976	10773	2752	1837	8330	676	4694	7565	17578	10783	10386	19140	17790	5500	9495	7848	17865	19207	3946	4705	14151	18703	18189	12575	13465	1213	8967	9436	1129	18460	13573	19780	11728	1320	8129	17142	3720	12521	3871	4700	17280	17293	8252	15731	5486	17007	5784	6057	12821	12921	18088
9162	4543	13798	7824	7292	13309	8166	16613	4901	3543	2768	14911	7218	18131	7013	5654	26	1688	16246	14364	6425	16401	11098	7809	8404	2128	2664	8123	17959	14622	4574	18524	5611	8791	8071	4530	810	3653	560	18743	127	16673	2284	2876	17212	3274	10441	11462	18605	19855	4715	8078	8588	19900	3059	16806	4551	10430	12004	11885	16416	17073	9017	19391	15434	867	6004	19290	19901	16732	7975	11040	19603	1961	9973	589	16459	11333	10824	16292	7064	10113	16505	19583	13367	10503	16248	8552	18573	7195	2269	4694	9398	15645	17384	9510	17506	16757	17920	17939	8129	13563	19991	1744	11726	6710	15491	942	16624	3720	15784	18938	18092	17280	4617	12840	12921	1168	4048	6057	2210	2842	5486
4735	14480	2497	4930	16631	2506	2536	8812	16628	16965	5300	2993	18421	6390	908	2927	10923	11084	10556	6054	8393	417	10879	12130	16815	1571	13268	14895	19536	1610	3474	6673	698	18390	11340	20170	9300	4965	15313	1152	7452	13287	86	12206	1787	12872	16088	17061	2059	11550	12962	14948	8249	729	5207	358	4434	10984	15804	11921	12409	6292	18470	624	11435	5682	13399	2458	10152	2504	8372	1074	13616	10929	2466	16102	4295	6103	6552	18661	15073	17459	6645	7239	16436	9947	15000	17889	16074	18388	17994	12236	3804	4495	12800	4889	2354	1360	532	1603	19378	5785	12921	9756	15731	10389	17007	4700	13818	12840	6616	7870	1129	16624	13573	2842	17280	18343	15784	18460	6537	3687	17951
6779	14924	10393	133	7403	14279	16996	18708	8995	1672	15665	9635	3652	6331	8454	86	18699	1800	5877	4784	12088	1084	2813	19177	15951	7481	15475	6478	7296	9319	7236	14799	355	9967	13657	15199	14979	17360	10119	7021	284	2955	17776	12634	19865	7259	5871	3501	10017	12534	15507	965	12845	394	6137	6436	7351	5900	15131	19939	18650	19405	15552	798	15384	4665	16688	203	11101	15887	16178	13672	11209	9499	20076	11549	1742	9621	3678	15503	9394	16470	13370	4406	5439	13450	17400	19594	1327	6319	10417	9006	14266	14675	15659	12148	9963	15509	16358	19527	4700	6057	18460	6537	5477	3720	8583	17557	11728	18981	19780	15246	13092	7529	2996	18107	12698	2618	14360	4617	5784	12648	19517
13246	13338	2452	8757	3418	1793	10715	495	2821	4190	17949	7079	19903	200	19114	16939	17519	13009	10534	8936	2077	11293	5976	1256	20086	8432	4915	1211	13010	6911	3131	13711	9641	11133	17646	6603	14114	18753	3779	6459	13001	4004	1546	16486	1315	10665	4199	14358	10604	342	18699	1616	9966	16457	18589	18637	18610	18834	1762	12673	10747	10188	15266	16048	668	16271	16711	16730	14012	8682	16098	10924	13900	18748	10381	1065	17354	8339	14068	3679	5916	15154	14589	8193	19660	12166	4784	14143	19745	442	11017	8577	13634	733	19494	6356	11636	5812	16369	15796	8252	13573	10442	5477	9756	942	17951	12078	4700	15491	8583	12821	6701	19842	8706	1129	1320	14226	2618	7870	7072	5784	18460
8640	8610	3527	14765	11837	136	17555	4274	7611	14569	18890	17529	18064	1059	18722	4427	1121	17719	266	1334	14318	11072	10259	17906	1546	17659	14955	2598	10241	15846	16643	10738	1209	6887	7958	6490	6135	12556	16231	16706	5517	7861	79	5679	8172	16623	15448	438	2932	3095	877	12390	6696	5307	13625	10853	5325	16564	11135	12783	11851	1906	13430	17378	8509	3691	242	3765	7885	3935	683	14598	19276	11348	18731	1032	14421	4419	6357	2786	9227	2233	1562	9137	13213	15496	537	5095	14185	1603	9595	5799	7644	8981	6465	424	1976	17572	11464	14782	14226	2555	12821	1129	18981	7250	1926	5204	18799	15773	18107	6701	19195	10080	9159	11728	9377	18308	5784	5785	19378	5847	19435
6133	1314	2869	18258	19907	15137	13831	13819	12775	18698	1087	149	11974	9307	19527	8432	9648	16732	17798	13335	5617	154	13750	2128	16916	12021	18360	5643	1570	15873	9757	1839	9572	6319	1134	2244	194	11416	3237	674	109	19299	4339	17769	10876	10308	20154	11508	15626	12729	7957	16221	17265	8884	12067	4534	14858	1986	2314	7498	8254	4603	15995	2845	12941	6618	17272	7806	19489	12620	19230	14406	14099	13454	8797	7507	3947	18005	12790	1564	17522	6209	3792	18940	413	6128	3193	12072	17656	9894	5681	5127	16774	4359	3708	5451	13855	14373	2322	6992	9756	1744	18088	4048	13563	9255	10616	12648	18625	15246	2210	5486	17120	18107	13892	4617	15784	975	16624	8252	1129	2819	17557
14660	1970	9741	12731	6312	14401	17664	2200	16426	17907	17621	16254	10342	6353	9837	776	18866	3633	12742	7414	8939	14276	19158	19923	9198	1860	13288	4388	2667	2935	12352	4422	5893	3594	15732	14610	4899	10275	16062	470	19465	13380	5658	14469	17932	12611	12389	4415	10430	10357	11674	3818	12319	5461	9432	5201	19353	4365	3775	6161	9118	15377	16609	6861	19665	7366	3546	18314	1209	11532	12875	4378	12353	6082	365	17926	18481	19228	8520	12612	14000	19287	19391	6473	19938	13680	17971	721	18160	4459	5550	15980	14952	3586	16667	6276	11310	18668	15322	9354	16964	12078	5205	15795	6710	11901	13892	10672	18981	5785	10080	18938	17120	17007	11728	1744	1336	10616	7250	14360	12840	10462	4700
14660	2732	1106	19523	15327	13154	13738	14802	9605	15065	325	9108	9290	15326	13146	8831	15406	4208	9593	14785	5867	7318	6783	2024	5699	8587	8231	5924	7795	557	4074	14352	3787	16932	2011	16159	18391	19649	7791	7768	3073	18538	837	13525	19800	3643	15680	18005	19309	19576	11487	9243	13123	8559	17634	11665	18731	487	10537	12977	19205	14045	4653	9310	16067	1852	5488	13987	11424	110	16232	8079	14358	18242	19703	2861	3188	1496	5119	6009	19122	6142	7396	19938	1779	5886	15581	899	3105	233	8116	1809	15139	14918	5337	8941	4360	7323	1999	7796	16130	10856	8129	2819	15731	13563	19991	18625	10298	1336	1744	17244	18981	10442	12840	12168	9377	5477	1168	3687	12521	11726	18308
2622	16876	4967	11742	7045	588	3114	18731	10000	18723	6185	7235	427	5141	15979	5730	7155	10343	18039	17879	10432	3499	19667	11830	15069	15153	16941	5627	3696	9074	1992	3674	1692	14379	16920	19263	13511	9777	18408	19489	10003	18979	18090	20084	7268	11301	5173	3061	16797	15961	837	8317	5779	11984	19232	11395	18809	574	2446	12857	13874	15471	18492	13617	15132	6941	18132	17862	3506	3219	3281	10154	12739	16426	11840	1844	16903	8112	1485	5813	3307	6373	18737	12837	17384	10711	7253	16299	1258	3899	14795	18400	14440	868	9905	2244	13367	13779	10075	16664	17951	7529	15108	11587	6701	13573	7728	10462	7870	5847	15701	10616	11901	15795	17244	12840	15731	15784	12821	10898	18107	8100	4048
6857	13369	1985	16652	3940	16491	3025	15370	7849	3370	19980	6921	13587	16402	14839	19938	10891	6972	9763	4873	18021	11245	19360	14544	5732	9330	18305	7134	14834	12151	8679	1777	18701	4423	14334	20050	11744	12069	8230	3571	3319	12571	1752	12623	19038	17625	6927	19775	5774	4910	7690	299	19934	1958	6080	2591	11932	2000	6363	12567	17748	16425	18680	14603	16128	15803	14807	7963	15509	3864	7646	8215	14827	1152	1915	18225	9857	10413	15844	10376	12533	2797	5526	3308	6838	13245	6603	4292	8348	16349	15829	10296	15798	484	7539	3717	16858	16752	19104	11994	16624	7870	2996	5477	6057	7072	11137	2842	4048	1168	4617	18343	10442	3202	17557	4700	18107	15018	1926	10462	17120	5205	12821
