10660	10857	3810	6345	720	4962	7933	9662	13689	19160	4997	5219	17460	690	14485	12401	3966	17083	2765	2495	7632	2613	1714	9	8747	16427	17158	15359	5901	10963	2183	16802	10333	14818	6794	16869	8336	17506	2652	3767	221	9397	4034	16183	15410	20015	5899	3374	13874	4160	6281	19461	6772	16733	109	6251	3961	19067	19558	9920	4130	6209	4384	539	5654	18608	9919	8403	17485	3743	6402	19773	7988	11627	13790	2300	18241	15301	7328	13850	9964	19164	10237	11598	9009	7701	10959	17689	18972	9421	2339	5237	7522	2501	12	8147	15665	3501	14119	25	1973	12250	10413	15983	13802	10127	1860	2915	12043	7556	624	18997	16964	19517	10898	19991	12821	18455	11521	5205	9377	5204	19842	942	13573	1168	5477	7340	19435	6057	17951	18088
13549	10214	10690	702	8190	10658	7331	309	5135	3023	3912	16715	5339	13498	828	8535	12555	8001	14485	7649	14700	7765	3425	14492	9848	3599	15829	2880	14763	13171	11981	12740	5277	13141	10269	15695	20164	869	18158	17614	16113	11127	16950	18793	14637	15450	9671	17680	1711	6600	11535	18267	4011	5200	10328	13347	13042	12887	12300	17920	1428	3799	14771	10367	18381	13492	7070	17659	10584	2321	17267	17870	17000	2289	7782	18434	16991	10525	17055	18376	14639	6939	15816	10284	3185	15756	13824	7014	594	5000	16417	12139	7931	3777	13948	16762	13425	18536	20023	14546	3216	17456	14022	3030	17290	14883	7564	17423	5787	19325	6618	16964	4096	13818	7728	11726	15018	19195	8100	10442	18455	8252	3340	2618	5486	15773	15108	7340	18088	2996	13892	5477
13451	6797	7804	12398	8228	1361	12724	13492	9294	5912	7359	13606	17664	3304	15278	11279	3904	7877	19003	16972	19804	14766	17954	308	2604	2250	17918	1822	2652	5942	15136	574	5223	12557	3045	5494	4704	11877	11880	7012	12608	9484	8989	4142	11038	1457	17660	8857	3533	7438	16411	693	15363	10351	13153	18309	18398	2599	13652	5602	7353	17896	6580	3557	9629	5941	5079	10532	5432	14651	12751	1535	8369	12276	2470	13852	14364	3960	467	122	4769	8680	18241	19124	12981	1542	1643	2613	6716	18940	18520	5871	4163	6750	17075	4808	5071	12825	18861	18372	3412	8185	6765	1669	10120	4720	3133	18130	6674	17650	26	19517	18455	12648	18544	11901	8583	5486	18343	10672	9159	11137	15491	2996	6616	15731	1744	18799	7072	7870	9378	7529
19616	2607	1899	846	17357	5630	8163	6209	18282	9583	16788	9450	2447	10339	14353	5599	10916	17061	7214	6474	3894	15508	6649	2727	17562	6142	12378	10774	16219	13605	3878	9653	8389	11016	13610	7452	10927	2632	13256	15579	12991	5488	8016	3827	1163	9055	5701	14251	9963	9101	5620	13769	6399	12974	8551	170	6989	10047	3217	15577	16908	17793	748	539	18209	8987	10503	11590	1241	15259	14055	5476	16354	12003	3260	20091	6963	8514	11614	19705	10990	14043	9411	3879	19280	3905	9564	4075	14506	14783	16337	1532	17498	19095	16460	11416	17865	4150	5367	2322	11368	14764	17733	8218	3572	10120	16466	18034	4160	5906	14460	5486	17244	3202	13563	19991	14360	17280	15491	16624	7245	12565	15108	7250	4048	6701	4741	7407	15795	1744	10080	17120
17582	16141	3282	11966	6021	17574	1797	10108	1340	14550	6850	15631	11279	7559	2232	15138	81	6921	6350	17782	19257	1103	10933	1419	6038	14162	13738	290	14213	211	5594	14530	16341	9222	14611	7731	1007	6689	2297	16122	7898	15523	9172	9802	2146	3543	19724	16169	1082	8259	6278	18592	2749	17336	2721	4067	11353	60	15045	10804	11745	5534	15871	2514	11508	12647	8351	10097	12155	9827	16878	18814	13	6132	7853	3198	15771	12570	13178	10282	11526	5398	19855	2472	2138	16308	8660	4250	4230	9156	452	14154	12663	12003	1381	11047	550	2415	5020	14032	2768	19162	15937	5284	18374	2263	6140	774	8388	18868	9833	975	19435	15018	15491	9377	7340	6701	19780	2996	1336	13092	4096	4617	7407	14360	1926	7728	11137	18625	17142	10442
1388	13196	10478	16370	12524	12656	2888	7621	18756	13045	1658	14885	13741	12643	240	11054	5346	10967	8468	16470	2408	487	1211	19747	3799	15236	1300	283	3816	12400	4606	16974	12090	6928	18778	11434	2614	13669	7294	8320	7973	18718	8753	18398	2675	15334	9999	8310	18481	13615	15360	19574	16902	14680	20162	9830	4139	12296	7184	3067	3787	125	10075	2935	12130	11586	11627	16589	378	14823	11971	18936	11413	11548	16782	13228	6789	6221	15691	1453	17075	17896	20100	10995	13656	12559	20193	8268	810	14545	1660	7432	5047	8456	5373	5211	15743	17045	18683	15410	8571	12826	2527	19743	13013	2602	9238	7489	6239	4036	18581	15701	5477	6701	8129	9377	15773	8252	2555	6057	10298	7340	7870	5847	12840	1744	10442	15108	1926	11137	19991	3871
18053	627	300	8960	19315	16227	16621	2916	4898	14585	11526	2810	14643	4125	19810	15462	18701	884	13888	16670	11270	12008	15209	10096	9369	4163	7623	252	9236	2035	12178	18391	1961	11205	15001	11310	18533	11711	4168	16548	3546	8871	1316	11498	12535	10043	16115	15236	8677	943	2275	12119	1710	19263	5379	11682	13601	4644	11268	19167	18931	3634	4436	3199	17885	17063	14605	631	17074	7241	2686	16025	4723	18159	4290	16167	19207	6367	13025	15142	1858	2538	19902	17373	13936	7020	9257	17208	6309	274	2733	17172	823	17228	9366	3500	10964	17233	13624	2672	19375	4475	1839	7616	5039	16785	19531	17064	6287	11833	281	5205	19378	3202	18308	7245	5477	11521	15773	7072	7340	15784	12648	11137	4617	17557	19517	15731	18343	16130	13818	18092
3695	5249	11964	5918	13451	8640	7829	11290	19871	6588	12686	11338	19592	11830	2553	1224	8729	19706	10263	9157	3196	2038	2796	4606	4399	16551	15639	7124	1716	9031	476	19906	19971	15361	6126	12276	1971	18680	3248	14959	5071	9646	4374	12887	4300	3264	14069	18872	2391	5957	8427	181	11975	5153	1950	9210	11981	7242	1482	10101	6374	20007	20022	4870	16001	18391	8433	17525	13543	10437	10596	11973	10332	5706	6464	14043	1714	16810	9067	18833	388	18947	14154	1265	8460	6937	6580	18209	4190	339	12529	8540	7415	3750	8254	4198	16711	5229	11373	3588	3172	14991	5924	17758	8305	271	13598	4158	5821	3765	18424	11726	15773	16986	18625	18069	7340	4617	3340	18938	9159	7245	4134	5486	3720	19195	12521	18343	13862	12821	9756	12840
17059	17669	18843	17292	9970	4372	9770	15958	13450	1113	2546	655	7651	2835	17097	668	4263	19041	18516	11055	1842	3911	14793	8588	15714	7114	4572	9327	3484	15203	16162	3515	1358	16635	11849	15181	10821	16169	10319	18741	4133	7664	18130	17290	8134	16611	12326	7808	13943	5942	452	12592	9556	14788	7913	12645	10426	18388	9197	8747	4562	5893	16447	7559	8026	15329	11075	973	13322	5274	5569	9445	7444	3001	8501	12758	4498	2089	875	3964	3105	442	2686	8697	14135	6618	17445	18005	3782	5387	1250	158	18036	18117	11812	13072	13097	2802	15276	12991	18718	17866	1701	4207	16167	2765	4148	16356	10756	3763	13370	1336	15795	19991	7245	18460	7529	15018	19780	2618	5486	17557	17244	9378	5477	15701	18997	4134	18092	14226	9159	3871
6726	46	3850	15325	20201	2902	16621	15542	9067	9630	19810	16284	7046	2069	1757	12894	6842	9796	14284	13084	13999	9014	18779	4496	15271	18404	9671	10637	17295	9769	9587	9656	19005	19712	6003	3800	4313	12160	16260	9238	15639	14005	14896	18640	1663	18756	4470	20027	25	15895	1983	12757	2748	7493	18669	5085	17561	18832	62	11550	6219	3450	7842	3430	11573	18575	14027	6007	1110	17313	10131	16620	3243	4988	14182	15898	8745	7964	19950	13982	19938	17046	19867	17257	20070	19312	11117	2803	4428	11703	15962	4135	19202	11583	8942	19240	8502	10622	11254	6875	17425	8541	8097	10852	2355	11303	16835	9202	16925	2453	11231	12648	3202	15701	7340	942	7407	17142	9255	11137	9159	10462	17120	975	15018	19517	12565	11521	11587	8129	15731	17280
8412	11951	12075	5866	14854	11208	18508	5681	9576	17518	6586	19299	12273	8277	7547	6201	9681	11682	1994	19757	17061	17075	2164	2060	17775	3912	15279	7672	10177	17420	9862	2571	9936	13250	10599	2384	7874	9730	9932	13547	8957	9587	6436	13912	8230	18360	1317	1577	1912	16671	3637	2031	6145	13700	13104	309	17800	13638	2734	7990	4904	470	1644	10452	8504	19761	2215	10961	10482	19130	10950	4407	6022	19306	2406	7924	4621	2442	15505	5594	2178	16385	15722	12217	11412	16303	5016	7733	18693	1327	18971	8824	12194	14501	6565	19815	7853	11139	12034	9057	8206	14440	9435	14363	19326	12038	6632	2674	15179	6958	16176	5204	9378	17557	8129	19143	16624	7245	5785	19378	19195	11011	17280	15491	19780	12521	5477	10298	6537	15784	2996	10080
11803	9545	13175	18120	8525	2889	17842	9901	8944	19876	11664	19088	16937	9199	1976	12052	19113	16459	18000	5011	7764	1301	5705	8565	16998	16032	9589	299	3693	19996	406	18722	7956	11635	8355	17579	18299	16659	18355	15829	4641	10761	7943	8440	12608	11049	19545	4254	17855	18182	7616	7041	19240	11849	13634	241	5379	9905	9035	6414	1443	19443	5468	19881	12038	5488	17019	4108	16374	9134	8802	15023	9388	9863	7734	9231	9582	10806	1085	2605	19127	17746	9808	16020	5867	18157	4003	4517	19959	6311	2001	10454	12859	19684	11617	12060	9433	18041	15236	13470	18002	15518	3876	18273	10801	13342	14302	3195	10257	17466	6514	18981	12821	9255	12921	7245	14360	7072	1129	19195	5204	1926	12698	10298	19143	6710	5477	14226	942	2819	18343	3871
804	10399	988	5691	17551	13383	2775	10296	8352	7299	3029	6659	2812	5212	16107	8791	8854	19996	8187	16401	7656	17660	7929	2845	13042	19667	16791	1283	1043	11024	18829	20203	19687	3742	17075	2504	10500	9373	5015	11370	15754	13649	6270	6632	17673	14156	12336	15313	12402	9914	5451	6063	1238	17129	3290	19405	3075	18	3030	2157	7237	1486	5623	12296	14353	10828	3885	17970	20091	14716	11899	4209	11495	14311	15171	281	13344	13392	14770	2802	1528	7133	3061	2440	17646	17913	5252	730	10747	18807	11332	16996	5991	5786	6089	18535	9064	6404	12760	19886	20111	12499	19767	1236	9635	12197	3377	5900	19401	14264	11005	16964	5205	6710	3871	12921	13092	13818	4741	18981	19842	11011	11587	16986	9377	975	7529	18290	15784	10672	2555	9378
17413	11817	17722	20036	7112	15877	10321	16574	4442	6910	2279	2440	13978	5894	19190	1977	18016	10676	4983	14166	13539	10441	576	9049	9931	7372	19107	3656	18958	17642	18249	11008	12754	7098	8349	9559	16432	16523	5680	13966	13948	11538	2897	13328	19078	6887	15779	18539	8965	19038	1012	5656	8068	8770	17854	10367	2070	3744	1991	6275	7808	16847	19585	14848	7736	16835	16408	12574	14075	18934	18884	18135	4130	17845	13465	14589	12894	10254	12937	6762	12352	3689	19276	19088	1400	911	2609	8463	850	8520	8766	6271	17816	16459	10719	11879	8850	17878	15225	18190	16702	5152	15035	11373	6047	1743	18617	17199	18319	7789	3365	13177	6710	9377	4096	4617	6057	17120	13892	2210	10080	19435	8100	4048	15795	16624	14226	10616	6537	942	1168	10856
10951	2615	20163	27	3958	2711	15251	7081	20094	17467	8442	16317	4739	10865	19660	14074	15276	5944	18513	10897	14961	2927	18831	1573	9853	16236	19221	18841	12661	16746	9213	7336	212	3105	7659	4752	19734	9156	19719	14421	18291	19241	8789	5786	16325	9152	531	1159	8683	9886	4023	8707	10353	1368	14168	9709	17785	19102	7931	18174	14674	13542	4341	18618	15132	11433	8233	13105	2742	20125	17297	10459	4049	16613	4139	18175	17096	4315	4759	3200	7863	19825	3398	16851	12417	5212	9397	1358	18114	13335	9849	9359	324	6967	2714	18158	7365	3566	668	7433	15477	2695	16327	4893	15915	6414	476	5414	17459	5039	13628	5785	975	8706	10080	15701	17293	11521	4096	10389	18107	10298	1168	19842	7340	16986	3687	17557	6710	3202	17951	15773
9715	16372	8412	17337	13369	10940	4691	1656	11328	14728	6941	8051	13041	11965	10784	15041	10636	12280	202	4074	2343	2259	8188	10038	10417	19913	10942	19478	13774	12672	9197	14087	15581	3674	2830	2647	9169	5268	8592	332	10272	9630	2472	15807	13003	14047	5523	930	16710	7238	2574	1281	15038	14653	1250	11820	5620	3604	14644	17516	9535	1562	6132	5019	12136	12346	18379	4084	4655	4111	17638	16841	19504	19211	2480	19344	5309	9822	3484	19516	94	6483	8185	419	19333	8053	817	4838	15802	2266	7122	6970	7710	4017	10845	14459	68	8934	14978	17635	12088	17793	15709	5022	9061	5116	8980	2088	13268	5025	16337	11728	15491	4134	10616	16130	12840	13573	19991	5486	11137	11587	3340	18088	17142	11901	6710	15795	10672	15108	9756	6057
649	5861	16680	11382	2377	18137	3455	18750	19270	2263	7707	15441	11522	9530	141	1589	3247	12728	2924	11312	9376	816	3319	10732	8879	6141	3121	264	2023	12556	16174	15384	3696	1522	19503	17736	47	5617	9158	5147	13417	3075	9517	14060	1703	334	11704	295	14525	1874	279	9900	18985	7943	6011	9367	4634	18238	2864	8069	697	3623	10595	1643	17560	13790	9398	3637	15276	3146	3789	10441	5	15139	6323	18884	9136	788	6705	17245	6289	11663	17073	2158	8599	15163	14782	6974	11566	14351	4901	9306	11539	2490	18483	20199	18362	11815	11280	17104	16030	1814	19797	19624	17828	18317	5586	14654	13917	16070	3743	15246	18544	7870	6710	10898	8252	19435	11011	2819	15784	3687	17007	13177	18069	5477	12648	18799	18308	12840	11521	2618
18895	17849	9876	17699	6178	3585	16875	16173	10438	974	11322	2830	10269	18841	1957	2813	18466	2908	5317	12498	8913	8958	16074	62	14666	13051	18070	12167	9354	4914	8240	3405	10103	17972	17058	1324	15037	1598	11	3729	20061	2103	7893	8326	13380	13070	4098	324	8476	6751	2823	11879	8292	17547	11900	5952	666	18542	19858	11459	20142	7826	1403	2046	13661	52	16659	20048	12180	8677	14102	19748	116	877	151	10477	781	13254	16946	4151	9061	180	5756	11215	9822	983	5652	3832	6192	20151	9142	17563	5957	13097	4275	11204	6859	18707	14549	5027	16078	14430	10534	1318	1712	18255	9886	3111	6435	9708	17549	10080	2210	15784	12565	17888	18544	7407	1744	15795	1336	15701	5204	18460	19780	11587	11726	16624	19517	9756	9378	17142
19382	11099	15751	14239	2968	1053	6453	19173	12735	2680	8544	18620	13492	3701	16165	16238	3442	17375	13025	4046	8240	3817	11781	10191	7019	16815	19119	9940	1577	17640	6657	6216	19996	12469	18515	18639	9475	10523	5339	14695	5239	9518	4296	18054	17353	9383	13888	19187	3943	6027	8044	19839	2890	5329	18309	12705	2367	3571	11220	1621	11899	126	6820	274	4549	19610	2159	10407	18228	7167	17051	6896	2575	13003	6846	13418	19612	14861	11061	4650	1714	15073	8862	14343	3553	17437	5943	8049	9000	8976	3619	944	15074	5916	10089	17625	14211	4353	19977	8186	16374	5200	6256	15055	13515	10823	7067	16833	7820	11870	5024	2210	7072	18938	18088	8129	14360	12698	11728	15491	15246	19780	13892	18107	19195	17888	3871	5204	15018	5785	19378	11726
19940	2084	12972	9302	12200	5980	6515	12120	4806	4727	17740	6316	13116	11464	6321	19871	15765	14578	18607	11298	1157	11944	15990	1686	17732	13452	18678	18879	9881	2428	19713	13806	8289	16385	1821	7206	1893	14420	11788	13042	5135	18232	3208	2200	2614	16874	19872	5610	11355	10472	18339	11508	16672	5719	12091	15361	14622	1617	6185	12579	14666	13864	12341	400	19076	4055	5086	10604	7705	11633	4856	10107	6145	152	18054	18468	13332	6750	10426	14440	18980	9731	4859	4570	10474	4539	3435	17686	10942	1255	16413	9449	4678	18837	16219	5584	1080	6038	677	7304	13769	11020	13585	4475	10506	7649	2737	11327	13004	490	5871	15108	3340	19842	8706	3871	9378	18981	18092	10856	7870	7529	6701	8100	15491	18088	10080	5205	18107	16964	15731	10672
11756	17691	12524	10690	628	2995	17810	8325	8369	19706	5967	8205	11924	2556	15021	5768	7892	13924	9814	465	4510	18685	19775	623	5584	697	5750	3541	8627	466	14108	7731	8137	14986	8643	19465	11822	16814	13218	7042	4029	12781	2984	11699	3719	16007	19329	2624	16382	8372	7400	14555	12735	15648	12412	12819	17959	14927	7789	5963	18425	4328	6342	11039	14812	15845	16078	5461	2027	576	12199	11687	4824	4878	1749	2385	16121	3365	20074	2654	16415	3010	2574	12945	4411	10960	4882	9096	250	6164	6281	178	11551	2874	14568	1830	10981	16074	18872	2266	14518	13042	11368	6638	4802	19925	14000	95	6609	17167	7122	15795	12921	942	14360	2996	18799	7340	13177	16624	12521	3720	13092	17951	11728	19842	17888	2842	18455	10080	7728	10616
874	11029	2169	3270	851	1426	4929	5214	15550	950	16427	10847	12393	7057	5041	18556	3318	19128	13910	16151	3465	2279	19314	14173	11985	7189	20065	1692	18097	7460	4925	13685	19651	10008	15165	20164	17217	318	11412	15258	14964	5774	7165	759	17488	2874	17996	4733	14598	6397	9797	558	15840	1771	16343	2710	19344	16732	18271	3791	3976	17425	1502	11443	10490	16083	13204	16142	17478	16238	2643	9088	3336	14717	6544	64	16730	11351	8096	19980	15060	16270	1185	13865	6875	3612	9843	5935	6231	12452	7453	1591	266	15242	2208	6548	19306	14483	8345	16109	10640	4573	12489	5044	4501	14622	1906	8223	15096	11646	10986	18981	16624	4617	12840	10298	12821	18997	11521	16964	4096	12648	5486	18544	15246	7870	4048	12168	17293	10856	19842	12698
14144	4929	7825	5276	13270	16629	12669	64	16126	840	7206	14378	13688	14652	10651	3099	18716	13680	15193	1545	9432	14728	17313	19702	16382	564	14174	19471	16877	19889	17543	19166	4519	16882	16858	1672	13757	2719	14186	5488	19457	7220	11891	9718	10212	9118	10387	16186	9107	12215	12235	15788	9465	4336	7223	19908	3568	7701	4778	8065	2331	8226	19307	7629	13362	19513	8998	9223	601	7608	12667	4811	19429	15691	17868	1686	9588	18231	11213	1355	13540	14284	1816	5738	14643	3663	16644	13433	3629	6264	1695	17272	2028	905	19514	10919	18836	12742	12136	2153	4257	10179	15705	1877	2969	1323	10994	12257	14788	8922	14135	11137	12840	10389	2996	5477	9255	15731	13862	19195	10672	13563	13092	9159	1926	9378	7728	6057	11521	4048	18981	7870
14432	14947	4669	15027	8168	4008	16233	392	17591	8661	8058	996	2783	20000	7917	749	18575	3243	1571	15923	18628	12489	5524	19495	12741	1362	6328	9748	3691	17445	18940	13466	2709	15758	2111	7900	2346	14182	4532	14637	17677	15889	18147	2761	9723	14659	8402	297	3726	10498	19759	15757	14558	20130	11392	18274	3900	13029	9298	5500	11471	683	14496	10931	9555	253	8651	11924	14618	5935	13687	9069	1535	17008	5169	2393	13066	8571	11740	5835	13744	410	13985	17833	4396	7385	16687	5375	926	7296	7734	8079	3610	16700	17467	9667	14335	9761	16827	19498	13483	2130	2558	111	16554	18922	14249	15699	11688	14742	6654	12521	7340	1926	9377	18799	11137	12821	12921	2842	16130	12840	7870	18997	13892	11587	12648	8706	1129	2618	15491	19195
2622	13707	18240	1580	17908	3256	9563	12392	13152	13873	19278	11504	4829	15444	19635	3274	15846	2435	4938	16317	11139	9157	10910	19733	16391	1182	11168	9912	9830	19839	3343	19537	4739	9113	5642	5708	17020	18462	19107	11329	14632	19734	1677	6682	17818	19434	10040	18350	274	15898	12070	4031	8527	17748	8863	17839	3135	18095	5101	7176	2334	986	18859	7958	1612	15937	11177	12267	13243	9408	2152	19656	4125	16128	6968	424	15767	17732	6003	12561	12278	12496	7906	16378	16306	129	16037	10166	17459	7637	4200	19872	5967	14515	19151	3553	14748	14316	11075	14054	12232	13722	8035	8733	19802	9696	7885	3469	19521	1543	11606	19780	10856	13892	2618	9255	17280	15784	4134	7529	975	19991	942	8100	15246	15773	9377	2996	12840	10389	12698	17007
