5287	5918	18137	19659	11966	7780	13932	3292	7695	6167	14570	220	17984	7152	13929	11236	14058	13102	9925	15271	2297	7354	3532	16676	17401	20177	13120	18612	9716	9125	1631	19366	8657	1324	17250	7864	7976	1027	15074	16508	7403	13912	19706	10903	17335	10016	11696	12623	15216	16847	18813	19774	10820	3242	14260	2158	1546	4882	18953	9555	15739	9258	6812	11522	6102	5538	5704	8720	4521	12015	8436	1714	16597	8198	3639	14778	3094	950	12499	19463	2484	10675	17776	7727	2857	18940	383	14874	17264	6819	116	12537	14673	2721	1390	16154	5421	10122	18845	12384	5899	5105	1454	887	18748	10713	17208	16156	12662	134	18675	18807	17802	16886	6855	13045	17729	15359	19902	18693	12695	20044	9080	17830	11334	7924	8247	17565	4614	19320	5681	8171	8548	14782	113	18740	15512	3309	16310	16148	3668	7193	11264	9246	16159	18460	18069	12648	13573	18092	17557	2638	17843	4262	7245	5847	19763	1336	1320	10298	12471	17007	4096	4617	17293	15246	19991	7340	15784	8792	13092	18799	5205	11901	7407	18981	15731
4346	3292	7841	17027	13801	19096	9417	1175	8728	14894	16437	14924	19242	7448	11472	14456	8419	232	14159	14492	8745	8279	3601	13985	20107	16032	3684	3746	19878	13004	8884	10317	13438	17845	8260	17129	13883	3214	1771	4301	13652	14150	19846	11569	1058	3006	15164	6632	19563	5957	15573	1499	19687	10628	1900	16944	17281	7662	3623	137	1072	5877	1778	54	17562	18226	13309	10254	2408	14208	1291	1749	2327	4766	13684	5557	13483	18740	18639	11830	8292	11899	18816	9210	6291	11161	18467	144	15260	13638	4763	6921	5764	11395	1827	502	8693	10878	14927	15684	2364	14921	13358	16710	16325	19462	17433	141	9254	4674	15514	17510	3247	18032	5389	7356	16036	8186	18642	8193	13510	2129	12570	8215	17838	4739	9718	3726	887	5177	9030	13291	19055	8223	6555	10088	17623	16471	17606	14558	15278	20044	14729	9616	10715	4096	9756	3687	9378	10389	6057	3340	11521	9877	19378	16104	5486	975	2638	17843	5847	7529	15022	1336	1168	19644	15123	8583	9159	17244	10578	16624	3871	15701	14226	17280	1320
9293	16811	19631	10624	11951	10844	12113	9350	16629	6619	19450	16180	10321	12638	15958	12311	8619	14225	12351	12450	16028	15071	16224	17650	5528	8398	9338	13990	15416	350	4374	7368	19749	7423	16174	5094	12236	5677	19516	17838	7745	15639	5942	2642	2473	17389	7354	5083	17172	18432	8200	6014	5686	13807	1993	15604	18331	9448	13714	7762	9014	14485	17305	14906	11611	2884	14852	16118	15175	8036	10280	12337	16376	7221	3691	19405	11619	9979	15519	8812	15581	17859	13064	11584	17341	13858	1570	17129	18043	12815	14768	19332	8262	4692	2428	16271	4811	5821	400	13214	18818	15271	16781	6815	807	14293	1743	2480	2835	13927	19667	12246	312	15675	19274	2374	7740	6559	10086	19915	2286	1875	9677	8343	3052	5902	4443	18013	11140	4379	1457	15518	12198	7402	668	7511	12036	4672	18640	11792	8461	17476	6923	6444	4549	16986	17888	3202	9877	9756	15809	6537	18455	7072	1320	1336	4048	17390	3064	12648	11901	19143	18544	6646	19763	5784	16104	3720	17843	11137	15773	3871	5204	13573	942	10080	9159
14298	6893	5149	402	10880	27	11995	6797	13591	15417	15972	17982	5198	18781	12891	15846	7594	10319	20086	15282	3954	9952	14748	11055	458	11312	16527	10581	12224	3749	11333	4911	9088	14714	1288	17845	2548	1637	13100	384	884	19358	6206	5937	429	8519	10523	9697	18209	5365	8984	10729	2625	4501	19767	80	17166	4643	13040	6076	4568	19308	17122	11622	13243	2433	7284	5665	4796	2049	15471	19243	692	15421	1669	9269	918	555	9646	5959	9431	18371	12139	13322	7524	13486	7675	10469	9818	17333	8339	13454	16627	3838	19494	1535	19715	481	9889	16635	16048	6962	16077	18959	15892	7309	3642	7236	19055	20170	14186	16815	19538	10410	11709	2146	12584	2068	12697	14182	2605	16914	2709	2150	17074	14052	13065	16216	6321	7832	13812	13814	14791	19161	12523	3389	16780	5894	12230	16816	17749	652	14574	11084	3774	12078	10002	2819	13177	6537	19991	18308	10465	4262	15123	12598	16624	18997	15701	9756	16289	6616	15108	15026	4700	8252	7072	1731	16964	4323	10462	18088	10672	9496	3340	6646	18799
5801	18164	14448	1434	18554	15883	1795	13031	2476	5036	3551	9076	5360	603	10409	6142	7913	12718	9624	13187	19906	18505	7006	15234	6166	15608	14320	17180	5409	417	18344	1207	19207	11988	17555	1892	1526	10971	8714	3761	1147	20066	11583	12403	18545	17045	6845	9911	7730	74	5939	13207	11052	11017	1010	8765	99	8330	1528	18618	7506	17070	1474	11331	126	14336	10769	15206	16241	15053	19823	12008	13679	18474	18998	16933	13773	6067	4670	763	6369	19778	18947	10285	6955	14985	9581	6498	9048	13929	2630	4365	18433	16271	2745	11351	18265	2927	5443	7441	8639	12579	523	4154	77	18030	18062	11678	10146	17464	191	12986	2946	5583	17680	17358	9258	14339	14815	13511	16449	18662	233	14823	8447	6184	18902	19642	935	11549	5655	5783	5329	17370	19443	8569	6968	3318	6235	20100	18248	13601	19802	161	9192	7728	9377	7340	4587	9496	11728	5204	5477	6710	19517	10465	6616	18544	7250	4891	12471	11587	1731	11726	18799	17007	17390	17843	14072	19700	12521	4225	8100	4262	13892	1926	2555
16612	13253	18410	14829	627	300	7171	10005	10988	5522	7291	5146	14835	8742	10504	7924	17608	17535	13524	5441	16649	13679	1787	2447	5055	8440	7990	5733	3705	11987	3960	6994	2078	8201	18902	3379	13260	576	8819	16397	10781	2779	13012	2582	5891	14643	2349	12204	7708	17827	18477	3568	12192	10551	4450	16380	18331	2176	9404	4075	4196	1084	12250	3817	5415	5930	14993	3003	16889	13064	19610	13347	15348	526	7517	20152	223	12623	4898	18404	12809	7470	15716	7777	14288	16894	12318	10343	8241	13771	10333	13521	8078	16090	18794	2923	3526	20051	10959	16038	883	3760	19444	13029	11740	11075	9251	1438	8685	13173	2269	2834	17563	5949	3819	870	17622	15931	5543	9641	15093	8469	18354	19015	16590	2641	12529	1332	5886	9655	6406	5298	18265	12341	7304	15231	18764	4903	7649	8635	10777	14515	18439	13953	10791	12078	14226	6710	13092	17280	12840	9377	11350	19517	15773	4700	10465	5486	12648	19700	11560	616	4596	17557	11137	14072	18088	17120	8100	2842	1444	4323	11901	11726	15246	7529	6646
19605	12972	14868	1473	10660	16334	119	6726	7871	2942	1489	11848	19291	4287	4282	487	10802	5621	6498	9346	15745	10913	12514	5363	15117	11744	20028	867	6872	11849	14903	18031	17907	1862	9971	19142	1207	10506	11310	10291	2215	8348	9396	6389	308	17782	11642	14963	18776	941	299	6215	8115	1036	3183	14363	10317	18255	2701	12469	15037	19971	15178	3546	11781	7260	3704	8403	16311	13324	13586	18519	11292	6461	12180	3465	13	5157	151	8468	2913	17330	10507	9052	3719	4951	11585	19022	12879	15292	8864	17469	3824	9862	9338	18158	19150	5799	12652	18917	18683	2335	14668	9301	7055	14744	19066	17599	19807	14935	3953	13455	14326	12968	13385	3754	6094	6963	18739	1586	16862	2550	19563	18402	13674	2626	12483	1089	5459	4979	5178	14787	1550	14378	8573	5811	18861	19618	11589	6683	17885	3188	14293	2682	2284	19763	1336	5718	15773	12521	2638	882	4225	6616	9159	11587	8706	15108	8855	18308	10442	4662	7870	14360	2210	3074	4262	3340	15795	17293	19143	18088	17280	2618	15809	13092	19517
16629	6066	1594	17331	13720	5360	8155	4846	2497	9799	10399	3780	6893	18896	10822	9190	2186	10452	3193	14048	9154	18940	16143	10194	9178	10417	14833	14666	15068	9411	5116	18753	4376	5005	6862	1777	10284	4997	15495	17828	6787	6366	18102	9522	9017	406	7066	5921	19003	14940	11071	13809	1642	12443	10277	9193	10285	17112	16957	17560	5087	5572	1876	221	7446	2853	5956	711	2472	8859	11598	12464	12618	19411	14581	6000	1058	478	11303	3377	13494	2610	14631	13817	8691	19504	15239	14895	14096	18890	13644	18979	1012	6820	784	15221	11377	4674	19044	3215	4329	3516	16922	9502	14418	2644	8748	2320	326	17872	5488	13592	7729	15149	13341	14022	14688	6188	18824	1742	5695	8895	1462	10293	4049	13936	9761	19775	17871	3441	9340	3329	7608	17340	14044	13821	12069	10103	18866	10912	3546	11331	16442	10852	2174	15731	18799	15018	1320	17709	18107	11728	11560	15022	18088	4662	19143	13892	17244	15108	1926	13573	7245	4323	14226	4741	18981	10488	6646	17280	11726	1731	12821	11011	17951	12168	19435
9745	14983	13666	16606	7780	14696	16468	8595	8868	5556	19157	513	6610	1455	12988	3128	11925	3417	18255	16123	7731	1337	16159	9123	4143	3110	6794	11622	15133	6765	9709	324	12634	10326	10410	1703	15136	811	3837	1522	15038	5839	19118	1777	12278	8104	11812	13227	4072	5049	14156	8244	8922	11392	9376	194	10941	5924	7651	1707	9015	13306	8533	3204	3605	9831	10525	11826	8256	1327	9999	6741	18361	6309	19533	15588	16322	1533	265	14948	8001	19922	13538	10501	4680	18362	5117	12644	17720	11583	6629	4212	13790	4040	13328	8162	13673	12969	4586	8186	4612	19782	7388	12319	19635	10901	5174	16515	3643	5162	1300	11796	12295	2884	2361	16320	13343	5041	13138	3579	4505	751	14008	4725	2598	4590	8476	12019	19111	13918	10532	11907	3072	7572	16952	925	19044	1436	3070	13777	10418	6930	4190	723	16113	2996	12168	12078	13563	975	11137	4741	10442	17390	6057	10298	8100	17142	11726	18544	11901	2618	10462	1744	1680	4048	17387	18088	18069	14360	19378	17007	4096	3202	10389	17244	3720
16900	11250	6111	18410	4905	19416	14765	1513	9085	6888	18120	19277	18623	15416	11644	9278	15261	144	16711	9408	6458	226	2569	15946	18446	3839	452	12657	11976	15140	19059	11231	1407	15692	4479	7274	14954	19943	6796	10688	10520	10673	9681	13879	527	14833	6135	1291	15686	19976	4291	9156	7920	2441	9374	18429	3864	12969	19823	9730	9551	1643	9316	2793	9743	14666	1796	20060	12891	13802	9644	2434	9817	7789	17028	6998	11617	19545	5462	797	17199	3439	3494	17509	17610	17954	17579	5025	4722	14749	16670	2422	18874	20039	3482	19044	18718	17833	16092	9193	14766	5663	3764	8573	1150	13648	16168	4102	7863	5280	15109	1786	6206	11583	3068	1352	10427	13368	14632	19071	17075	10779	4173	11921	19095	19718	7367	10670	11933	11046	7623	18875	2381	9958	12473	15114	16309	12754	13287	15039	2546	8533	7313	4108	18297	17390	18092	16104	7340	2210	18088	10298	13892	14360	17293	11587	12921	2961	5205	15246	17709	15809	18460	18938	12698	13092	10578	11350	8100	1320	19143	975	1129	11560	1731	3074	17843
14106	6069	18356	402	17899	6493	10499	19776	7001	4318	12113	17874	8333	7066	5581	3744	12962	3766	3372	13362	8125	16548	16608	14981	19902	4469	5723	12581	2662	3274	1750	7080	17886	5642	2593	15739	11513	2381	2445	19589	13132	4989	14365	6035	19666	18405	16410	5309	13276	19494	14149	14783	2176	8988	19471	18980	9458	4808	3003	5026	17431	10718	14809	16983	15815	8480	1065	7782	8654	5167	8557	13947	683	10494	9543	210	8402	15269	7415	8940	17542	17838	9631	7848	10639	12377	19552	6869	12534	11308	9587	18222	12969	16462	1826	3648	7394	17541	6621	6791	18807	16037	7876	19695	2854	13855	13918	7042	8503	15272	17962	12295	5646	12930	11392	8394	8342	17164	16249	446	7566	9714	13448	6850	19476	6257	17634	4544	3777	13472	14343	3649	19686	8002	14292	9467	12897	19469	7316	4747	7515	15688	11349	10986	15347	7407	4587	19435	10672	3074	8129	4323	4700	1320	19143	13177	17390	6616	5486	4225	1926	9496	17557	12168	7870	18460	14072	4134	3221	4596	2210	15022	8792	7250	18107	10856	11587
3236	7558	17059	10178	13381	14570	17511	3987	10795	13095	17725	9891	3166	16342	19969	11628	10944	19484	10053	19997	16408	423	10786	10870	7452	17426	4124	17712	2483	16128	18238	10585	6869	14652	6940	15752	19156	3787	18104	14041	8056	1012	232	57	2392	9112	11119	7980	1080	7142	3170	17746	11606	2811	14491	9992	16101	7869	10592	1877	3519	16098	9163	6682	6911	11389	12196	16083	1114	172	10802	3746	8286	12121	13452	1880	16354	15249	8998	708	13047	18478	17164	15754	5326	4021	1678	7345	5899	5277	13430	3791	5551	8892	10008	18929	5575	724	10284	13684	7241	1658	2759	102	16472	3723	14353	4784	13267	20060	9152	7949	15673	3114	20086	16816	3004	477	11236	13797	15984	5367	10068	3344	4171	16102	978	17384	19228	7584	2873	16126	9515	13509	16066	2591	6971	8738	14820	417	7025	13731	11926	1238	15118	19763	975	1444	2555	5486	10462	4891	18069	10298	9496	15108	2638	942	7529	5205	16130	18290	17142	5718	8855	1731	18092	7340	2618	5204	882	13092	11728	17709	10898	11560	10578
