5832	570	7011	14968	16050	3933	2129	12377	17682	14957	1880	4108	16494	13812	1535	17954	16188	10276	4257	13374	20200	1733	11073	2680	4065	17635	14648	12468	20152	9214	12240	16095	14323	18101	9730	3467	958	9802	8647	11017	17166	14904	14674	8017	1997	226	14847	7341	3685	4091	17183	18892	5668	2709	2159	5786	5797	3125	7675	8025	19044	8443	16172	2059	19925	17250	172	15052	18722	3881	10482	8206	18038	8565	16323	13065	18408	1412	1346	940	4050	7332	14321	9856	16919	12727	6710	15784	4048	13177	18308	17244	4617	15491	7407	11901	2618	5784	16986	7529	3720	18938	3687	10898	17120	7870	1320	18069	3340	8252	8129	6616	17293	15795	12565	9377	18799	11521	15246	975	2996	13573	2555	3871	5486	10298	12521	10462
19739	18843	634	11593	4778	423	15338	11192	4812	9152	13540	14918	3237	10070	13307	16826	4731	10934	13850	3351	17775	5487	3532	1771	4897	1778	6594	20086	14005	10243	11703	7018	3960	1891	14758	2111	15038	12362	8315	5950	8207	16835	16004	7514	16408	20125	11610	1072	16779	11268	3362	7003	2436	13256	15101	8193	3182	18829	13328	12105	2553	11581	12930	15462	7736	8698	8573	7506	1847	5079	10257	12468	18832	4592	11187	10970	7753	11053	7406	18209	4138	17138	12262	12655	3988	11657	18625	12078	10298	8583	18799	18088	12648	9377	6701	5486	7245	2618	8252	11728	7072	6616	19435	17293	3871	12168	5785	7340	7250	18544	12521	12698	19780	10856	10462	942	13892	7728	4741	14226	15701	4700	7529	10080	11901	11011	3340	5784
9490	9741	7871	6059	8194	16152	5567	506	5083	9223	12589	3061	3103	15243	14675	6056	872	12058	9761	7018	7605	6425	5243	12866	11268	13943	4526	18541	10324	6578	11625	12006	12804	15929	1779	17881	17556	15191	10859	17801	15913	14785	14776	14057	19898	7772	9747	13043	10215	102	3232	12665	5951	16284	9453	9645	10622	13856	15278	284	6365	3594	16840	16159	13366	12420	7672	3290	14727	3637	7556	11244	4671	19238	3228	12455	16282	34	10921	8154	12663	4661	5561	10451	10439	11127	16964	13573	2819	3202	15701	11521	7870	5785	19991	12921	5847	18343	19842	9756	19195	18308	15773	12078	19143	16130	17120	11587	5718	18460	18092	5486	11901	4048	13862	17244	1168	11726	12471	12840	8706	10898	6710	4096	11728	10298	18455	1744
4820	1937	2712	9529	14748	2935	18707	5859	11355	7212	17786	2384	17804	10210	15444	4854	17181	12883	19843	9918	11084	10900	2655	3309	6842	4793	17646	6102	258	13282	14393	11353	19118	17421	10133	12562	14662	14963	14102	171	2446	18283	16728	10746	10187	12235	14810	11519	4158	6550	9697	9219	17971	10049	786	18685	2068	19726	1950	6877	15559	12977	15489	14922	14043	19513	10547	7710	10685	11299	6058	20120	5957	10671	13244	15413	15804	11323	12225	12751	3677	414	10677	7446	9575	5797	7072	12078	16130	19842	975	18625	11521	10462	3687	4134	15795	19143	10616	942	12471	4617	13892	13818	18455	17007	2618	2210	1129	5847	19435	19378	3871	15701	18088	2996	11587	5785	11901	15731	7728	10672	1336	2842	15491	17142	7245	17120
8949	9133	8190	12506	6402	7035	18458	15564	16642	10121	5478	15043	12079	8008	2390	3507	8419	5803	14697	1463	4641	1441	20009	13432	6653	6961	16325	12729	7710	6357	9902	2877	994	3682	4428	8720	9583	4573	16664	4961	17889	18178	1661	590	11234	2892	10714	19583	18829	2428	17909	12945	14682	2353	2582	3793	9093	19427	17154	6471	8070	20150	15976	1567	2532	2436	14434	10071	17375	19066	5750	18542	10915	18936	3279	9038	1391	5074	4436	14730	7123	6252	14451	14311	7152	7050	5486	11587	3687	3720	18981	1926	1129	19378	8583	16624	10462	17120	9756	6616	15246	15731	2210	7250	7245	3871	4741	5477	13573	5784	13892	17951	15018	1744	19842	13177	4048	12840	11726	2842	18290	12565	11011	18625	942	6057	8100	14360
6694	7950	15467	2732	7267	4205	19019	6106	3017	3467	7197	2759	18528	7836	10344	6733	12056	4303	10567	12102	11051	19887	517	9907	16344	16067	16483	10528	7484	19865	7177	1517	15401	317	3443	8041	3424	14980	19145	19522	8186	13963	6304	5884	12797	9699	7428	8319	14978	6312	17146	5536	16364	592	10326	4717	19181	10830	19959	19804	14675	19759	12149	11351	19324	15520	12305	9564	5250	12049	9602	16075	8493	8043	916	7612	63	9486	5350	8541	16968	19880	18439	7752	9366	8726	15491	4134	8706	2618	18088	18107	3871	9756	17142	17951	19378	13892	2842	5205	3720	14360	12078	18308	5784	18290	19517	7245	18455	12840	12698	8252	10672	7529	3687	6701	12648	12168	12921	5204	11011	15018	18997	12821	16624	17843	11521	6616
9167	17278	9977	1439	108	16059	17431	3483	19106	1692	9116	10413	7795	19255	18848	18524	9023	4854	5248	8389	8850	17273	1258	11369	2515	3702	12062	16467	9933	11268	10012	19904	4589	8930	7727	17371	9331	17165	10902	16805	18913	5650	5805	8559	18377	61	8637	19271	14032	18505	13359	12477	10695	1389	15691	5116	15644	186	15774	10875	7453	1828	10079	2749	485	18872	7723	10175	18537	6859	5697	18360	11820	14977	10464	822	20048	8557	16088	4969	17922	8138	11830	3710	18618	2998	5477	2210	10442	5785	8792	4134	1744	11011	10616	18092	9377	9159	15784	10389	3871	11521	18625	17293	18107	9378	2555	5718	16624	7529	8583	7340	7072	6057	1926	13862	12698	12565	16986	12078	6710	14360	15773	13092	18088	17120	17244	12471
10178	15865	18410	14576	19697	16162	15996	15394	12381	3044	711	14045	11058	2287	6284	17565	10739	236	18286	5880	10076	7025	16889	14365	17613	16290	8358	2667	3407	14776	11693	11404	5234	9276	17654	15843	7050	10168	5516	2899	16078	7723	944	3103	17224	17590	19825	14711	11646	34	12278	18220	19309	8059	13670	9310	10131	11047	13245	8250	8999	5417	1009	5224	4960	13202	14424	8957	20129	1809	16598	7354	2715	19109	6576	15129	8592	8187	12757	3988	16690	16251	6228	11999	10631	20013	15773	3871	18997	18460	3340	11901	13563	12840	19842	12648	18799	18092	8583	19517	15784	2618	18290	5718	15731	17293	8792	9255	4617	19780	13573	11726	17120	7250	10856	1320	17557	10389	18625	6701	7340	12168	15701	4096	9377	6537	15018	15795
6893	1440	15027	444	1749	18960	464	8393	19209	3801	6075	14961	14928	11954	19778	13585	18866	10587	9691	11808	15722	16586	5834	1082	10652	2672	9643	3121	1660	2514	6845	1861	11319	4715	10038	15434	12900	10687	19585	5876	4380	9479	8291	3708	16736	9465	1431	18377	751	13927	12346	19898	20162	5451	17833	13030	17448	2877	6786	12435	1153	12496	4122	18971	13238	15206	6744	1328	3389	5782	6004	5656	14674	5640	2193	3951	4501	16273	64	13587	10956	8394	9027	2	728	12915	9378	3202	19143	12565	15701	17557	12821	16986	6057	12521	18455	5847	10298	10462	6710	19435	13892	15018	10672	942	12168	9255	17843	12471	17142	18343	19195	7245	7072	14360	18088	4134	2210	18981	4700	3340	15491	5718	6616	6701	10080	13862
12995	9585	7108	9668	16470	19943	18442	12609	12543	16173	8808	14530	7735	1810	17370	6263	16077	1710	12363	9194	4089	4435	2532	12857	19287	14156	1567	12003	13617	12557	4168	6220	18179	16985	3412	4870	12667	5296	4647	19109	5083	18341	15903	17001	15684	4758	14492	6746	861	478	8043	2295	4781	18388	19482	10642	4030	79	11596	14772	17827	14384	14109	20181	8821	474	11665	12452	13339	14311	19377	20164	14335	9310	1146	13806	10385	580	19600	19853	4535	224	4619	19092	15277	17423	5718	18544	975	10672	15731	19991	10442	1336	17843	17951	13177	6616	7728	12648	16130	19517	14360	6710	3340	13892	18069	15108	1129	17557	19195	10856	19780	8252	8706	9255	5204	12521	19435	18107	10298	5847	10389	5785	13573	7245	15784	1168
14720	6685	15345	4320	6072	19483	7916	15255	1690	2004	5450	7623	16694	1503	15212	6611	10580	15851	11090	16582	3437	19158	12718	8349	18683	10911	3935	14444	2192	19169	19500	12981	2399	15263	181	9831	17378	1837	17999	5472	19928	3500	13485	15589	3898	1275	12706	2828	6446	19878	9018	6014	1025	8297	5350	11912	17075	8726	12392	11799	13323	15001	18536	3771	11806	3183	6435	14008	19832	19375	1961	3679	16322	16540	12684	7388	11532	5279	17531	10037	5082	3818	17771	15073	18750	14430	12921	10298	5785	8252	1320	5477	17007	12078	19143	8100	9377	7529	19435	13177	8706	12840	10389	7728	16624	10442	12565	17142	18625	14360	17843	6057	13092	16130	11726	11011	13862	11728	18938	19842	18981	11521	2819	5205	2210	5204	6701	18092
14736	5106	10825	8498	1877	13066	19908	5759	12674	12378	9881	18131	15094	1570	14716	2749	1227	2610	2682	11436	4990	17489	11863	18705	2251	15498	17407	8467	16082	7	6989	1116	5410	13814	17419	19873	7371	13688	555	7470	15567	11656	11143	14123	15059	17386	17282	18400	13533	2880	18734	9472	20146	10548	16110	4801	2480	17650	3023	1838	16835	8389	12629	370	13642	6236	5765	8141	19377	6121	2506	1449	15148	11682	13298	5250	18130	2236	12411	954	12853	5335	5880	3674	11039	14137	16130	2819	3687	13862	8792	5486	2996	5477	18308	11521	19143	15108	1336	10616	5204	4617	18460	18092	5785	11901	18981	12840	15246	17142	2842	17293	11728	1168	5205	9159	19195	3340	1926	18455	16964	15701	17888	18544	6616	15795	19378	6710
14472	9566	10966	16931	17385	20128	13508	15958	11301	19636	11000	2111	16852	10843	6412	1656	9716	1431	18397	4973	3663	17276	14707	8429	13463	15639	19899	1864	14114	16635	2673	5795	17008	9230	6229	16238	6056	19452	2562	15512	6908	9601	8270	9049	15114	4495	14776	18499	10221	991	2240	2604	18652	6652	2836	7633	1000	18685	12340	1416	9557	3130	10163	11792	8824	4953	7745	18964	1798	16941	9026	8882	11760	12645	5514	4719	10557	11520	14876	4156	3114	18404	19149	10652	3791	6266	11521	7728	5486	4617	13862	12821	7245	6057	8100	18343	6537	7072	3340	10672	19991	15795	5205	2996	12471	18799	19435	17293	12648	18997	18981	16130	15773	13563	12078	11587	1129	16964	7407	4134	9756	12921	19842	17142	9378	11726	5477	12565
4730	10095	10178	4807	1600	14670	3518	11968	6181	10845	5364	7898	15788	3853	14773	7460	11548	5475	14384	7951	19147	19541	9453	4276	15823	467	6760	6469	19367	8791	4437	14080	2580	8404	13648	18770	3084	16369	16902	4393	13560	5172	18114	16346	10416	2773	473	10813	1622	11222	5043	6471	16713	15871	5433	11070	13553	9177	15655	12159	17528	17649	9335	3964	7651	17265	15762	590	11522	15757	5336	261	5621	14312	6127	8473	16461	9895	5617	15404	17696	5813	17906	8798	7179	258	7870	17007	1320	18088	3340	8706	10298	13092	18981	11521	9756	19780	1336	7245	19378	17244	5205	10462	2210	17293	13177	2819	5477	17843	8129	18308	9378	6616	11137	8583	1129	13563	12078	1168	1926	15795	7072	3720	17120	14360	12698	16964
13499	2071	1133	7558	9338	9415	1232	5960	19770	14077	10821	11968	3425	8070	12586	13625	16388	1870	531	13998	1967	12189	12602	19300	1958	16172	15948	19977	17530	13874	16894	9523	3824	10170	10924	14284	5350	7563	3785	983	7419	4328	16350	16851	4110	16205	11465	5157	5811	5929	3690	11285	18404	2271	18477	10096	13494	1405	6563	2752	12516	14330	3456	15547	10822	9662	18043	16377	13041	2009	9979	10732	16075	14815	1395	49	11923	4295	17784	19456	943	9047	8050	17140	18982	8974	18290	11726	9756	8100	17280	12840	18938	2819	3871	3687	7529	11728	12921	17120	5847	12565	19842	1129	5486	8706	19435	18088	12521	17843	18544	7340	4741	14226	4096	10080	4134	18092	7072	13563	8129	15018	6710	8792	15784	18308	3340	11901
839	5796	5777	8235	15158	16886	10822	16805	1553	10258	19095	1508	5063	12570	5927	15836	5525	12405	2861	11458	15899	15780	16080	8215	4265	13649	16574	13533	13041	7025	5074	108	13455	2186	3617	16791	16425	17189	4030	7931	13616	6743	12492	2146	11812	5963	15135	4202	2762	38	7259	8041	9445	13534	442	9108	5702	4093	5284	2364	2812	15839	3821	13328	7269	2391	11969	2795	18109	6704	12686	10744	16243	10757	10350	13747	2956	9708	7630	14097	6816	11743	10585	5962	11657	8282	12521	7728	10856	17843	17244	8252	975	5205	19143	3871	10616	12565	3202	2996	13092	17557	7250	8129	10462	15246	4741	15773	19435	18997	11728	11726	10442	12698	14360	2210	16986	17280	3720	12168	13563	18938	4617	2618	19842	8583	7870	6616
6151	14962	1611	12973	18225	6988	4578	12829	14311	3480	5714	724	5943	18556	16874	10152	11619	2362	19115	12207	13586	15148	4919	574	11536	12518	3617	19863	14910	9164	18185	9401	14194	474	18360	18507	6323	18408	10357	9766	13005	17635	18157	15201	2715	5877	10820	16941	19057	1843	12192	2695	5688	2491	9928	9262	11167	12822	3883	16706	5170	14966	19495	15009	14936	17086	11924	6740	11230	17189	125	10602	374	3562	17097	12561	6686	19286	2570	17297	4474	316	15866	19687	9645	13929	2819	11011	17843	18088	16964	8792	19780	6537	3340	16624	3720	18799	10462	13862	18290	15773	2996	15795	18092	4096	7072	5204	7245	13573	8100	13092	942	6616	11137	12840	17244	18625	10442	5477	18069	12521	1744	7407	12565	8583	975	10672
19450	1774	6364	3455	15752	5786	10260	14611	18768	2946	18659	11159	14373	19110	13354	12633	16593	16574	18841	18445	12848	12319	3391	3764	7454	9222	14417	1265	15656	15863	6873	19429	17561	13476	10667	3827	19314	14874	8956	5356	5494	17881	7858	16723	17100	577	9331	1270	13220	884	15063	19756	2708	19858	8721	1104	19353	11941	12499	14748	12341	15787	10517	15881	2434	11329	342	1834	10278	6301	15276	2531	19374	17281	6008	20190	17204	14069	14662	15136	12599	2130	800	12126	6000	18034	11728	15795	8583	3871	17293	7340	1129	10298	10462	5784	14360	17557	2996	11521	4617	5847	17888	7529	13177	3202	7870	11137	6057	12698	18625	19991	15701	4096	3687	2555	12078	7728	975	13092	18460	12521	9756	12471	6537	19378	15773	17007
5106	15251	5832	825	11610	14874	1025	12919	12660	17016	18869	20149	5034	13238	12742	11213	7723	19640	11010	3484	16694	17263	19740	19367	7381	756	2134	1152	960	8607	10370	15185	4290	17432	2972	1007	14521	6930	15099	3169	10000	15873	560	11468	104	7480	2123	18718	8948	1981	867	18070	16852	8099	18151	13625	1893	5177	8909	4029	9587	13389	18957	12346	10539	10450	5256	12617	1171	8976	3656	9291	7236	7282	17740	16283	18672	2915	18202	6934	13805	1492	7281	14605	232	16203	18455	9756	5718	16130	1129	7245	9159	15018	17951	16624	4048	15784	6616	12471	10462	942	12821	17280	10298	9378	5205	17120	4741	12565	11011	12648	1744	18308	7529	1168	7340	6710	17293	17557	7250	14360	14226	10616	5477	17843	18107	18088
2753	7244	4320	6032	14268	18659	4049	18667	10277	18723	13007	17326	16094	3379	5038	13074	10381	11471	12190	14494	11110	19375	5429	18774	18344	1768	7380	2590	10477	6411	8520	4873	11669	15552	3217	10285	20031	20095	1804	3114	4030	7075	15719	2575	12853	15688	5025	134	6346	10034	13057	15471	8870	12925	4104	4979	6732	350	6809	15950	7006	8843	10139	4667	1728	6252	18933	16026	11008	11225	3760	4910	4334	17509	11505	18467	3972	10013	10201	8108	857	8488	15988	14976	13782	1074	12565	4096	15795	18290	1926	9159	11521	17142	10616	5204	7072	12921	18308	18343	1168	5718	5785	17951	15784	7728	1129	12648	6537	1336	2819	5477	19842	6616	17888	10298	16624	8792	16130	5486	6710	4741	12698	16986	3340	17244	11726	10462
14765	17773	14990	11382	17921	11597	4838	12378	14194	11336	4270	11203	15227	8912	15234	5957	17790	7781	15573	4594	17911	2038	3036	4817	588	11129	4160	11394	11095	19344	18813	15008	10460	8263	11708	1115	15205	7419	12991	5047	7164	18678	18389	888	18273	3976	9907	19588	15936	19906	10685	13287	8403	9348	13256	9168	9006	15145	19750	6969	12431	6689	6695	19747	14840	1327	965	3634	12945	20191	1802	3078	1655	3986	646	11439	16083	16427	14413	8823	19988	8789	8777	20192	7100	14809	16130	13573	17843	18308	5847	5477	19143	10856	2555	7870	18938	3720	5204	17557	4096	16986	18290	10298	11726	17007	2819	7250	6537	9255	7340	6057	10672	2618	4741	6710	17951	12648	17888	18088	8583	10389	13092	5785	19195	9756	18981	13177
16139	11120	8972	1699	19496	14791	13011	17769	5277	12712	2085	16291	19329	11545	17570	8044	11065	9445	9177	13984	19148	11387	590	4123	4938	20079	8639	5433	18214	14914	7662	8643	199	19192	9780	6765	14064	11463	10981	11264	10067	11301	8665	9624	11594	16927	16517	4686	14162	3709	18642	9214	3495	20094	3798	12245	2536	13340	8895	13689	4381	19305	15508	5022	12837	6615	8520	4590	11485	13505	5989	723	15269	8645	12053	2636	2496	14948	1389	15919	11815	13541	11638	18001	19172	15780	1129	17142	7250	17293	1168	18107	18544	13092	18290	12078	17244	9377	7870	7072	9378	14360	15246	3202	5847	2210	18981	10442	13563	2842	10616	6537	13862	17120	7340	10898	15784	15018	16130	12921	7728	1320	10298	10462	13573	5204	4048	12521
8664	7785	2449	2825	17375	7019	5250	9039	1404	16682	3286	9643	6405	11117	10482	18785	8196	6038	19457	20161	3421	8256	14989	12187	16642	15069	19374	11412	20026	3272	18986	18171	12143	5104	11919	15071	965	20177	6499	18173	14369	19055	10983	13614	11918	1264	12542	12875	6601	5508	9434	1204	12664	15440	11519	10218	6723	12900	13770	12543	7379	3713	18162	9338	1952	13114	17497	15549	13672	8244	4983	798	9287	3039	2229	2967	18896	5534	187	2259	2349	17844	12570	6376	9667	10150	12821	11137	18343	19435	13862	6057	3720	12521	7407	12840	13092	15784	10462	2618	15018	2819	11726	2842	6616	12565	15108	9756	18544	975	17888	6701	12648	7728	8706	18997	4617	16964	5784	15491	4048	5718	8252	11587	15701	2996	7245	17007
2512	10492	18393	8024	14716	16898	15114	2070	8662	17054	20026	17940	4759	9345	18841	9257	10258	17608	9536	16330	4104	8305	17983	54	12914	2079	11711	4362	10301	8571	8188	11127	19019	4486	6241	7663	7733	8142	18189	6890	7183	3254	2795	6425	5431	10376	8246	375	3889	4614	11236	1089	10801	16459	4032	11843	8128	19883	3992	11112	4292	3242	13097	15568	17042	8500	1885	16255	11526	9254	15981	4558	12860	1750	12326	17896	3825	13773	7608	1615	15031	10342	12823	11642	11161	3960	18088	19517	7250	12698	15246	17142	19435	12565	13892	7529	9377	10442	6701	7870	15795	18544	2555	18107	2819	15731	7407	5784	17843	10389	15018	18625	18069	12078	10856	18308	4617	6710	1926	18997	5205	10898	18938	12521	3871	19991	11521	11901
14860	12765	9553	3408	9628	18216	527	18935	1652	15510	7857	14110	9103	9541	4692	4647	3616	9539	9382	18957	5402	11907	7035	19611	3951	12618	6011	1193	6348	5270	16827	9036	8771	3189	7565	19132	17407	13879	17661	48	11987	16783	1588	15844	10525	6884	10737	17219	8015	10515	5286	3100	16175	19137	2146	2882	9367	11441	12841	18186	12313	7180	9213	18159	17122	18174	15629	9547	13613	2461	6684	13046	14700	15566	19519	15996	18986	19749	15242	11856	2972	17750	16316	9593	16088	11673	17293	18092	8100	13862	4096	3340	12821	18308	7250	12471	17843	19991	7728	6710	1336	11728	2996	16964	17951	18544	4048	18938	2819	5784	15773	6537	9377	5205	18981	15246	18997	6057	11726	5718	8792	19378	13563	13177	19435	9159	942	9378
5014	4691	1970	4308	8225	10150	11274	19507	17189	16238	1785	18902	18111	13518	13063	15695	3689	12010	11633	13045	13258	18446	11155	5526	14311	13347	12927	6902	15388	19656	12192	3885	1847	10464	2167	15663	10753	8923	14119	17587	5728	5250	9807	16027	13990	1952	11201	9603	9442	8747	10416	9817	70	2200	7734	9266	18885	9345	15648	2263	807	17282	13774	9172	1394	1533	14355	11073	3576	16336	5956	6644	6704	10968	9106	4759	18918	8342	15434	12954	19611	3813	20182	7582	6346	15647	14360	9378	10298	19991	15701	18092	10080	10898	12471	10616	2842	10442	18799	942	6701	2618	7529	6616	16130	1320	18997	10462	17951	18544	17142	18088	7407	11011	15108	11728	12840	12565	1744	5477	3687	18460	12521	6057	18455	17293	13862	12648
